
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
0.513016,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
-0.61835,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
0.0715637,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
0.698827,µm,Soma,Soma Ellipsoid Axis B,1,100000003,800000003,
