
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
26089.5,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000000,800000000,
26080.8,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000001,800000001,
26061.8,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000002,800000002,
26077.5,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000003,800000003,
26084.3,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000004,
26085,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000005,
26086.1,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000006,
26086.5,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000007,
26087.6,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000008,
26087.8,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000009,
26082,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000010,
26082.2,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000011,
26082.1,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000012,
26086.1,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000013,
26087,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000014,
26084.4,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000000,800000015,
26084.4,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000000,800000016,
26084.6,µm,Point,Pt Distance from Origin,7,1,Spine Attachment,100000000,800000017,
26084.4,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000018,
26084.7,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000019,
26085.6,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000020,
26086.3,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000021,
26086.7,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000022,
26087.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000023,
26087.6,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000024,
26084.4,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000000,800000025,
26084.2,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000027,
26085.8,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000028,
26085.2,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000029,
26085.4,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000030,
26096.3,µm,Point,Pt Distance from Origin,20,1,Segment Terminal,100000000,800000031,
26094.1,µm,Point,Pt Distance from Origin,19,1,Segment Branch,100000000,800000032,
26094.1,µm,Point,Pt Distance from Origin,18,1,Segment Branch,100000000,800000033,
26092.8,µm,Point,Pt Distance from Origin,17,1,Segment Branch,100000000,800000034,
26091.8,µm,Point,Pt Distance from Origin,16,1,Segment Branch,100000000,800000035,
26091.9,µm,Point,Pt Distance from Origin,15,1,Segment Branch,100000000,800000036,
26092.4,µm,Point,Pt Distance from Origin,14,1,Segment Branch,100000000,800000037,
26092.7,µm,Point,Pt Distance from Origin,13,1,Segment Branch,100000000,800000038,
26092.7,µm,Point,Pt Distance from Origin,12,1,Segment Branch,100000000,800000039,
26093.1,µm,Point,Pt Distance from Origin,11,1,Segment Branch,100000000,800000040,
26093.4,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000000,800000041,
26093.7,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000000,800000042,
26094.2,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000000,800000043,
26094.3,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000000,800000044,
26094.4,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000045,
26094.5,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000046,
26094.4,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000047,
26094,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000048,
26093.7,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000049,
26093.6,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000050,
26092.2,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000051,
26094,µm,Point,Pt Distance from Origin,20,1,Segment Terminal,100000000,800000053,
26094.1,µm,Point,Pt Distance from Origin,19,1,Segment Terminal,100000000,800000055,
26096.8,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000000,800000056,
26095.9,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000000,800000057,
26095.2,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000000,800000058,
26095,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000059,
26095,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000060,
26094.7,µm,Point,Pt Distance from Origin,13,1,Segment Terminal,100000000,800000061,
26094.8,µm,Point,Pt Distance from Origin,12,1,Segment Branch,100000000,800000062,
26094.9,µm,Point,Pt Distance from Origin,11,1,Segment Branch,100000000,800000063,
26095.6,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000000,800000064,
26095.7,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000000,800000065,
26094.6,µm,Point,Pt Distance from Origin,13,1,Segment Terminal,100000000,800000066,
26094.8,µm,Point,Pt Distance from Origin,12,1,Segment Terminal,100000000,800000067,
26096.2,µm,Point,Pt Distance from Origin,11,1,Segment Terminal,100000000,800000068,
26096.8,µm,Point,Pt Distance from Origin,10,1,Segment Terminal,100000000,800000069,
26095.3,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000000,800000070,
26095,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000071,
26095,µm,Point,Pt Distance from Origin,15,1,Segment Terminal,100000000,800000072,
26094.4,µm,Point,Pt Distance from Origin,14,1,Segment Branch,100000000,800000073,
26093.2,µm,Point,Pt Distance from Origin,18,1,Segment Terminal,100000000,800000074,
26095.4,µm,Point,Pt Distance from Origin,15,1,Segment Terminal,100000000,800000075,
26101.5,µm,Point,Pt Distance from Origin,13,1,Segment Terminal,100000000,800000076,
26100,µm,Point,Pt Distance from Origin,12,1,Segment Branch,100000000,800000077,
26099,µm,Point,Pt Distance from Origin,11,1,Segment Branch,100000000,800000078,
26098.2,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000000,800000079,
26097.6,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000000,800000080,
26097.4,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000000,800000081,
26095.9,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000000,800000082,
26095.8,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000000,800000083,
26100.6,µm,Point,Pt Distance from Origin,13,1,Segment Terminal,100000000,800000084,
26098.4,µm,Point,Pt Distance from Origin,11,1,Segment Terminal,100000000,800000085,
26091.6,µm,Point,Pt Distance from Origin,17,1,Segment Terminal,100000000,800000086,
26091.6,µm,Point,Pt Distance from Origin,16,1,Segment Terminal,100000000,800000087,
26099,µm,Point,Pt Distance from Origin,12,1,Segment Terminal,100000000,800000088,
26092.2,µm,Point,Pt Distance from Origin,15,1,Segment Terminal,100000000,800000089,
26091.8,µm,Point,Pt Distance from Origin,13,1,Segment Terminal,100000000,800000090,
26097.8,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000000,800000091,
26091.9,µm,Point,Pt Distance from Origin,12,1,Segment Terminal,100000000,800000092,
26094.1,µm,Point,Pt Distance from Origin,10,1,Segment Terminal,100000000,800000093,
26097.4,µm,Point,Pt Distance from Origin,10,1,Segment Terminal,100000000,800000094,
26085.5,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000095,
26086.7,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000096,
26093.3,µm,Point,Pt Distance from Origin,11,1,Segment Terminal,100000000,800000097,
26095.8,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000000,800000098,
26085.4,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000099,
26095.8,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000100,
26083.7,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000101,
26084.8,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000000,800000102,
26086.4,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000103,
26086.7,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000104,
26086.8,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000105,
26087.3,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000106,
26094.2,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000000,800000107,
26094.8,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000108,
26094.1,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000000,800000109,
26094,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000000,800000110,
26094.9,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000111,
26087.9,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000112,
26089.4,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000113,
26088.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000114,
26089.4,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000115,
26087.8,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000116,
26094.2,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000117,
26094.7,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000118,
26093.5,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000119,
26092.3,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000120,
26091.9,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000121,
26091.8,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000122,
26088.1,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000123,
26088.2,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000124,
26093.6,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000125,
26092.6,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000126,
26092.5,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000127,
26087.5,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000128,
26084.4,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000000,800000129,
26087.7,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000130,
26093.9,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000131,
26089.3,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000132,
26089.6,µm,Point,Pt Distance from Origin,1,1,Segment,100000000,800000133,
26094.5,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000134,
26093.9,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000135,
26093.8,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000136,
26087.2,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000137,
26089.8,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000138,
26089.7,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000139,
26092.5,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000140,
26086.3,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000142,
26091.6,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000000,800000143,
26088.9,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000144,
26087.5,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000145,
26092.1,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000146,
26091.8,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000147,
26092.7,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000148,
26090.3,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000000,800000149,
26090.6,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000150,
26089.7,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000000,800000151,
26091.9,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000000,800000152,
26082.9,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000001,800000153,
26083.2,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000001,800000154,
26082.7,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000001,800000155,
26080.9,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000156,
26080.9,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000157,
26081,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000158,
26082.4,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000159,
26084.1,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000001,800000160,
26083.6,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000001,800000161,
26078.2,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000001,800000162,
26076.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000163,
26077,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000164,
26076.2,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000001,800000165,
26076.8,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000001,800000166,
26073,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000167,
26078.4,µm,Point,Pt Distance from Origin,4,1,Spine Attachment,100000001,800000168,
26079,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000169,
26080.4,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000170,
26078.6,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000171,
26077.7,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000172,
26078.4,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000173,
26078.8,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000174,
26079.5,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000175,
26079.6,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000176,
26079.7,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000178,
26078.4,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000179,
26082.9,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000180,
26083.2,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000181,
26082.9,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000182,
26083,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000183,
26077.4,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000001,800000184,
26077.7,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000185,
26080.4,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000186,
26075.5,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000187,
26076.4,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000188,
26076.2,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000189,
26079.4,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000190,
26083.6,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000191,
26083.1,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000192,
26080.2,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000193,
26081,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000001,800000194,
26083.7,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000001,800000195,
26081.3,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000196,
26083.7,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000001,800000197,
26083.5,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000198,
26081.9,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000001,800000199,
26084.2,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000001,800000200,
26049.4,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000002,800000201,
26050.6,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000002,800000202,
26055.2,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000002,800000203,
26055.4,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000002,800000204,
26049.4,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000002,800000205,
26055.5,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000206,
26055.3,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000207,
26053.6,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000002,800000208,
26054.2,µm,Point,Pt Distance from Origin,5,1,Segment,100000002,800000209,
26056.3,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000002,800000210,
26056.8,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000002,800000211,
26060.9,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000002,800000212,
26062.2,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000002,800000213,
26062,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000002,800000214,
26054.9,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000002,800000215,
26056.5,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000002,800000217,
26060.2,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000002,800000218,
26061.4,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000002,800000219,
26061.2,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000002,800000220,
26061.3,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000002,800000221,
26060.5,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000002,800000222,
26055.9,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000002,800000223,
26057.5,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000002,800000224,
26059.7,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000002,800000225,
26060.2,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000002,800000226,
26060.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000002,800000227,
26060.7,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000002,800000228,
26058.8,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000002,800000229,
26058,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000002,800000230,
26057.5,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000002,800000231,
26055.6,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000002,800000232,
26057.1,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000002,800000233,
26057.3,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000002,800000234,
26057.7,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000002,800000235,
26066.8,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000002,800000236,
26065.5,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000002,800000237,
26065.2,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000002,800000238,
26063.7,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000002,800000239,
26063.2,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000002,800000240,
26057.3,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000002,800000241,
26057.5,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000002,800000243,
26058.1,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000244,
26060.1,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000002,800000245,
26065.7,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000002,800000246,
26066.3,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000002,800000247,
26065.5,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000002,800000248,
26065,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000002,800000249,
26064.8,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000002,800000250,
26063.1,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000002,800000251,
26059.4,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000002,800000252,
26065.3,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000002,800000253,
26065.7,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000002,800000254,
26059.6,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000255,
26065.2,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000256,
26064.6,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000002,800000257,
26063.5,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000002,800000258,
26065,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000259,
26066.4,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000260,
26064.9,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000002,800000261,
26065.1,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000262,
26065,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000002,800000263,
26063.5,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000002,800000264,
26060.7,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000002,800000265,
26064.9,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000266,
26060.7,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000002,800000267,
26063,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000268,
26061.8,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000002,800000269,
26060.1,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000270,
26063.5,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000271,
26061.1,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000002,800000272,
26060.9,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000002,800000273,
26062,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000002,800000274,
26062.7,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000002,800000275,
26083.8,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000003,800000276,
26084,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000003,800000277,
26080.6,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000003,800000278,
26080.2,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000003,800000279,
26089,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000003,800000280,
26087.7,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000003,800000281,
26087.8,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000003,800000282,
26083.2,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000003,800000283,
26083.3,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000003,800000284,
26083,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000003,800000285,
26081.9,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000003,800000286,
26081.3,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000003,800000287,
26081.2,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000003,800000288,
26081.2,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000003,800000289,
26080.4,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000003,800000290,
26080.1,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000003,800000291,
26083.5,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000003,800000292,
26075.4,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000003,800000293,
26074.8,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000003,800000294,
26073.4,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000003,800000295,
26073.4,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000003,800000296,
26073.6,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000003,800000297,
26073.7,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000003,800000298,
26075.1,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000003,800000299,
26075.1,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000003,800000300,
26075.5,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000003,800000301,
26075.6,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000003,800000302,
26072.6,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000003,800000303,
26072.5,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000003,800000304,
26072.6,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000003,800000305,
26081.2,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000003,800000306,
26081.3,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000003,800000307,
26081.3,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000003,800000308,
26083.3,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000003,800000309,
26075.1,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000003,800000310,
26072,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000003,800000311,
26082.2,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000003,800000312,
26072.9,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000003,800000313,
26072.6,µm,Point,Pt Distance from Origin,7,1,Segment Terminal,100000003,800000314,
26073.1,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000003,800000315,
26074.2,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000003,800000316,
26074.4,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000003,800000317,
26074.9,µm,Point,Pt Distance from Origin,6,1,Segment Terminal,100000003,800000318,
26073.2,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000003,800000319,
