
Spine Intensity Median Ch=2 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
14.0625,,Spine,2,1,Image 1,2,1,100000000,610000005005,
15.0625,,Spine,2,1,Image 1,1,1,100000000,610000005008,
22.0625,,Spine,2,13,Image 1,4,1,100000000,610000005011,
21.0312,,Spine,2,7,Image 1,4,1,100000000,610000005013,
30.0625,,Spine,2,7,Image 1,4,1,100000003,610000005018,
18.0312,,Spine,2,7,Image 1,3,1,100000000,610000005020,
47.0625,,Spine,2,0,Image 1,1,1,100000000,610000005025,
32.0625,,Spine,2,20,Image 1,12,1,100000000,610000005027,
33.0625,,Spine,2,4,Image 1,2,1,100000000,610000005029,
31.0625,,Spine,2,6,Image 1,4,1,100000000,610000005032,
49.0625,,Spine,2,6,Image 1,4,1,100000000,610000005034,
35.0625,,Spine,2,1,Image 1,1,1,100000000,610000005037,
33.125,,Spine,2,11,Image 1,2,1,100000000,610000005040,
26.5312,,Spine,2,6,Image 1,4,1,100000002,610000005042,
27.0625,,Spine,2,6,Image 1,2,1,100000000,610000005045,
31.0625,,Spine,2,6,Image 1,2,1,100000000,610000005047,
33.0625,,Spine,2,7,Image 1,4,1,100000003,610000005051,
20.0625,,Spine,2,4,Image 1,2,1,100000003,610000005053,
67.5625,,Spine,2,0,Image 1,1,1,100000001,610000005058,
30.0625,,Spine,2,1,Image 1,1,1,100000003,610000005060,
54.0625,,Spine,2,0,Image 1,1,1,100000001,610000005065,
27.0625,,Spine,2,0,Image 1,1,1,100000002,610000005069,
36.5625,,Spine,2,5,Image 1,2,1,100000002,610000005071,
45.0625,,Spine,2,0,Image 1,1,1,100000002,610000005073,
19.0625,,Spine,2,17,Image 1,10,1,100000000,610000005078,
59.125,,Spine,2,19,Image 1,10,1,100000000,610000005082,
41.0625,,Spine,2,8,Image 1,2,1,100000002,610000005085,
47.0625,,Spine,2,3,Image 1,3,1,100000000,610000005087,
62.0625,,Spine,2,0,Image 1,1,1,100000001,610000005093,
67.125,,Spine,2,1,Image 1,1,1,100000003,610000005096,
38.0625,,Spine,2,0,Image 1,1,1,100000000,610000005101,
44.0625,,Spine,2,1,Image 1,1,1,100000000,610000005104,
25.5625,,Spine,2,6,Image 1,3,1,100000002,610000005107,
52.5625,,Spine,2,2,Image 1,2,1,100000000,610000005110,
60.5625,,Spine,2,0,Image 1,1,1,100000001,610000005115,
99.125,,Spine,2,0,Image 1,1,1,100000002,610000005123,
60.0625,,Spine,2,0,Image 1,1,1,100000001,610000005127,
28.0625,,Spine,2,4,Image 1,3,1,100000001,610000005129,
50.5625,,Spine,2,0,Image 1,1,1,100000002,610000005132,
34.0625,,Spine,2,7,Image 1,4,1,100000000,610000005135,
39.0625,,Spine,2,1,Image 1,1,1,100000003,610000005139,
26.0625,,Spine,2,5,Image 1,3,1,100000003,610000005142,
36.0312,,Spine,2,7,Image 1,5,1,100000000,610000005144,
21.0625,,Spine,2,4,Image 1,3,1,100000003,610000005147,
38.0625,,Spine,2,1,Image 1,2,1,100000000,610000005152,
42.0625,,Spine,2,18,Image 1,10,1,100000000,610000005154,
52.5625,,Spine,2,1,Image 1,2,1,100000000,610000005156,
24.0625,,Spine,2,3,Image 1,2,1,100000001,610000005158,
41.5625,,Spine,2,7,Image 1,3,1,100000000,610000005160,
48.0625,,Spine,2,0,Image 1,1,1,100000000,610000005164,
75.125,,Spine,2,0,Image 1,1,1,100000001,610000005168,
