
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-111.105,°,Spine,1,2,1,100000000,610000005005,
-150.803,°,Spine,1,1,1,100000000,610000005008,
-161.565,°,Spine,13,4,1,100000000,610000005011,
149.338,°,Spine,7,4,1,100000000,610000005013,
-152.898,°,Spine,7,4,1,100000003,610000005018,
124.727,°,Spine,7,3,1,100000000,610000005020,
92.3091,°,Spine,0,1,1,100000000,610000005025,
-172.073,°,Spine,20,12,1,100000000,610000005027,
73.1786,°,Spine,4,2,1,100000000,610000005029,
33.5627,°,Spine,6,4,1,100000000,610000005032,
-39.2072,°,Spine,6,4,1,100000000,610000005034,
-22.4569,°,Spine,1,1,1,100000000,610000005037,
145.548,°,Spine,11,2,1,100000000,610000005040,
137.447,°,Spine,6,4,1,100000002,610000005042,
-15.7579,°,Spine,6,2,1,100000000,610000005045,
-98.5308,°,Spine,6,2,1,100000000,610000005047,
-144.058,°,Spine,7,4,1,100000003,610000005051,
158.318,°,Spine,4,2,1,100000003,610000005053,
156.624,°,Spine,0,1,1,100000001,610000005058,
-135,°,Spine,1,1,1,100000003,610000005060,
-166.607,°,Spine,0,1,1,100000001,610000005065,
-116.267,°,Spine,0,1,1,100000002,610000005069,
-147.445,°,Spine,5,2,1,100000002,610000005071,
-33.6901,°,Spine,0,1,1,100000002,610000005073,
19.8552,°,Spine,17,10,1,100000000,610000005078,
-61.645,°,Spine,19,10,1,100000000,610000005082,
-14.4957,°,Spine,8,2,1,100000002,610000005085,
-137.603,°,Spine,3,3,1,100000000,610000005087,
-169.808,°,Spine,0,1,1,100000001,610000005093,
96.0685,°,Spine,1,1,1,100000003,610000005096,
26.8058,°,Spine,0,1,1,100000000,610000005101,
110.166,°,Spine,1,1,1,100000000,610000005104,
-98.0759,°,Spine,6,3,1,100000002,610000005107,
178.418,°,Spine,2,2,1,100000000,610000005110,
174.385,°,Spine,0,1,1,100000001,610000005115,
-149.555,°,Spine,0,1,1,100000002,610000005123,
-173.095,°,Spine,0,1,1,100000001,610000005127,
-45.1955,°,Spine,4,3,1,100000001,610000005129,
101.074,°,Spine,0,1,1,100000002,610000005132,
-56.1573,°,Spine,7,4,1,100000000,610000005135,
114.656,°,Spine,1,1,1,100000003,610000005139,
133.919,°,Spine,5,3,1,100000003,610000005142,
70.2971,°,Spine,7,5,1,100000000,610000005144,
4.15129,°,Spine,4,3,1,100000003,610000005147,
-111.582,°,Spine,1,2,1,100000000,610000005152,
7.97504,°,Spine,18,10,1,100000000,610000005154,
23.8468,°,Spine,1,2,1,100000000,610000005156,
58.1878,°,Spine,3,2,1,100000001,610000005158,
0.260434,°,Spine,7,3,1,100000000,610000005160,
-58.6168,°,Spine,0,1,1,100000000,610000005164,
-125.814,°,Spine,0,1,1,100000001,610000005168,
-160.017,°,Spine,15,9,1,100000000,610000005170,
-11.3099,°,Spine,2,1,1,100000002,610000005172,
-46.2922,°,Spine,0,1,1,100000001,610000005178,
-98.0568,°,Spine,19,10,1,100000000,610000005181,
66.7139,°,Spine,3,3,1,100000002,610000005184,
-134.603,°,Spine,3,1,1,100000002,610000005191,
81.4041,°,Spine,0,1,1,100000001,610000005194,
-128.324,°,Spine,7,4,1,100000000,610000005198,
164.915,°,Spine,0,1,1,100000001,610000005201,
42.0454,°,Spine,3,2,1,100000002,610000005208,
90,°,Spine,1,2,1,100000002,610000005210,
-165.71,°,Spine,6,3,1,100000000,610000005214,
-8.03944,°,Spine,16,10,1,100000000,610000005218,
60.3885,°,Spine,8,2,1,100000002,610000005220,
118.034,°,Spine,1,1,1,100000003,610000005222,
91.5694,°,Spine,0,1,1,100000000,610000005227,
-96.5705,°,Spine,1,2,1,100000000,610000005230,
73.393,°,Spine,1,1,1,100000003,610000005232,
-151.314,°,Spine,0,1,1,100000000,610000005237,
131.859,°,Spine,2,3,1,100000000,610000005240,
-23.0615,°,Spine,19,10,1,100000000,610000005243,
-134.591,°,Spine,20,12,1,100000000,610000005245,
-150.101,°,Spine,14,9,1,100000000,610000005251,
-50.9374,°,Spine,0,1,1,100000001,610000005253,
82.4054,°,Spine,1,1,1,100000003,610000005255,
-96.5688,°,Spine,1,1,1,100000003,610000005264,
-73.3008,°,Spine,1,2,1,100000002,610000005270,
21.0727,°,Spine,0,1,1,100000000,610000005273,
113.265,°,Spine,2,3,1,100000000,610000005280,
-75.2917,°,Spine,0,1,1,100000000,610000005282,
94.1704,°,Spine,0,1,1,100000001,610000005285,
87.1376,°,Spine,1,1,1,100000003,610000005287,
-87.5104,°,Spine,0,1,1,100000001,610000005292,
25.641,°,Spine,1,1,1,100000003,610000005298,
106.902,°,Spine,0,1,1,100000002,610000005302,
22.6199,°,Spine,1,1,1,100000003,610000005307,
-87.5104,°,Spine,2,2,1,100000002,610000005310,
-14.226,°,Spine,6,3,1,100000000,610000005314,
-73.7398,°,Spine,0,1,1,100000001,610000005317,
-66.8014,°,Spine,2,3,1,100000000,610000005321,
50.8366,°,Spine,3,3,1,100000002,610000005324,
-161.565,°,Spine,0,1,1,100000001,610000005329,
59.4524,°,Spine,2,2,1,100000000,610000005337,
-59.0362,°,Spine,0,1,1,100000001,610000005340,
162.181,°,Spine,0,1,1,100000002,610000005343,
-117.553,°,Spine,0,1,1,100000001,610000005345,
150.573,°,Spine,0,1,1,100000002,610000005348,
-10.4915,°,Spine,0,1,1,100000002,610000005353,
-133.479,°,Spine,1,2,1,100000000,610000005356,
-12.6193,°,Spine,0,1,1,100000001,610000005359,
-122.355,°,Spine,3,1,1,100000002,610000005363,
-108.435,°,Spine,15,9,1,100000000,610000005369,
-165.069,°,Spine,0,1,1,100000001,610000005372,
-167.943,°,Spine,0,1,1,100000001,610000005375,
-34.3236,°,Spine,3,2,1,100000002,610000005380,
155.556,°,Spine,0,1,1,100000000,610000005382,
85.5328,°,Spine,0,1,1,100000002,610000005385,
51.953,°,Spine,3,2,1,100000002,610000005387,
-130.815,°,Spine,0,1,1,100000002,610000005391,
-91.3019,°,Spine,0,1,1,100000001,610000005393,
-166.457,°,Spine,0,1,1,100000001,610000005399,
-162.491,°,Spine,0,1,1,100000002,610000005415,
-46.6181,°,Spine,1,1,1,100000001,610000005422,
18.0042,°,Spine,0,1,1,100000001,610000005426,
-79.8457,°,Spine,0,1,1,100000001,610000005428,
127.185,°,Spine,0,1,1,100000002,610000005443,
0,°,Spine,1,1,1,100000000,610000005451,
110.292,°,Spine,5,5,1,100000000,610000005455,
-40.4752,°,Spine,6,4,1,100000000,610000005456,
-40.5391,°,Spine,6,4,1,100000000,610000005457,
-157.306,°,Spine,5,4,1,100000000,610000005458,
-53.8807,°,Spine,5,4,1,100000000,610000005459,
9.46232,°,Spine,5,4,1,100000000,610000005460,
-134.153,°,Spine,5,4,1,100000000,610000005461,
-154.699,°,Spine,5,4,1,100000000,610000005462,
-173.729,°,Spine,4,4,1,100000000,610000005463,
-59.1576,°,Spine,2,3,1,100000000,610000005464,
24.8424,°,Spine,2,2,1,100000000,610000005465,
16.2797,°,Spine,1,1,1,100000000,610000005466,
154.954,°,Spine,7,4,1,100000000,610000005467,
30.8946,°,Spine,7,4,1,100000000,610000005468,
73.5296,°,Spine,4,2,1,100000000,610000005469,
118.74,°,Spine,4,2,1,100000000,610000005470,
107.186,°,Spine,3,3,1,100000000,610000005471,
-139.112,°,Spine,3,3,1,100000000,610000005472,
38.7581,°,Spine,2,2,1,100000000,610000005473,
-171.809,°,Spine,2,2,1,100000000,610000005474,
40.1261,°,Spine,2,2,1,100000000,610000005475,
97.4314,°,Spine,0,1,1,100000000,610000005476,
19.9831,°,Spine,1,2,1,100000000,610000005477,
91.6683,°,Spine,1,2,1,100000000,610000005478,
10.6849,°,Spine,20,12,1,100000000,610000005479,
169.114,°,Spine,20,12,1,100000000,610000005480,
-109.855,°,Spine,20,12,1,100000000,610000005481,
64.6284,°,Spine,19,11,1,100000000,610000005482,
-63.6669,°,Spine,19,11,1,100000000,610000005483,
46.8934,°,Spine,19,10,1,100000000,610000005484,
-126.437,°,Spine,19,10,1,100000000,610000005485,
-41.1859,°,Spine,19,10,1,100000000,610000005486,
21.2505,°,Spine,19,10,1,100000000,610000005487,
-155.966,°,Spine,19,10,1,100000000,610000005488,
118.072,°,Spine,19,10,1,100000000,610000005489,
-24.5901,°,Spine,17,10,1,100000000,610000005490,
75.2745,°,Spine,10,5,1,100000000,610000005491,
157.145,°,Spine,7,4,1,100000000,610000005492,
-88.977,°,Spine,11,2,1,100000000,610000005493,
-9.70039,°,Spine,7,3,1,100000000,610000005494,
-23.459,°,Spine,13,3,1,100000000,610000005495,
-30.7189,°,Spine,13,3,1,100000000,610000005496,
84.9869,°,Spine,13,4,1,100000000,610000005497,
171.347,°,Spine,13,4,1,100000000,610000005498,
73.8557,°,Spine,9,4,1,100000000,610000005499,
-55.9541,°,Spine,7,4,1,100000000,610000005500,
-7.72864,°,Spine,6,3,1,100000000,610000005501,
72.3499,°,Spine,2,3,1,100000000,610000005502,
4.98936,°,Spine,1,2,1,100000000,610000005503,
-28.6105,°,Spine,1,1,1,100000000,610000005504,
117.784,°,Spine,1,1,1,100000000,610000005505,
0,°,Spine,4,2,1,100000000,610000005513,
-135.868,°,Spine,4,3,1,100000000,610000005514,
106.011,°,Spine,4,3,1,100000000,610000005515,
80.2564,°,Spine,4,3,1,100000000,610000005516,
5.74866,°,Spine,0,1,1,100000000,610000005517,
-75.5297,°,Spine,5,4,1,100000001,610000005518,
0,°,Spine,4,3,1,100000001,610000005519,
-22.5839,°,Spine,4,3,1,100000001,610000005520,
-138.434,°,Spine,4,3,1,100000001,610000005521,
-171.416,°,Spine,4,2,1,100000001,610000005522,
-150.866,°,Spine,4,2,1,100000001,610000005523,
-157.41,°,Spine,1,1,1,100000001,610000005524,
-36.6561,°,Spine,1,1,1,100000001,610000005525,
2.41103,°,Spine,1,1,1,100000001,610000005526,
131.689,°,Spine,2,2,1,100000001,610000005527,
117.708,°,Spine,2,3,1,100000001,610000005536,
151.736,°,Spine,0,1,1,100000001,610000005537,
57.0115,°,Spine,2,2,1,100000001,610000005539,
16.9797,°,Spine,2,3,1,100000001,610000005540,
144.462,°,Spine,2,3,1,100000001,610000005541,
-60.2551,°,Spine,3,2,1,100000001,610000005542,
-113.058,°,Spine,2,1,1,100000002,610000005544,
-118.179,°,Spine,2,1,1,100000002,610000005545,
9.56668,°,Spine,2,1,1,100000002,610000005546,
-0.784825,°,Spine,5,3,1,100000002,610000005547,
46.5622,°,Spine,5,4,1,100000002,610000005548,
13.9027,°,Spine,3,3,1,100000002,610000005549,
-57.9946,°,Spine,2,2,1,100000002,610000005550,
-25.8803,°,Spine,4,2,1,100000002,610000005551,
68.4774,°,Spine,2,3,1,100000002,610000005552,
174.806,°,Spine,0,1,1,100000002,610000005553,
-145.871,°,Spine,6,3,1,100000002,610000005554,
61.9598,°,Spine,8,2,1,100000002,610000005555,
-151.75,°,Spine,4,3,1,100000002,610000005556,
-104.036,°,Spine,3,1,1,100000002,610000005560,
137.944,°,Spine,1,2,1,100000002,610000005561,
102.162,°,Spine,1,2,1,100000002,610000005562,
137.031,°,Spine,1,2,1,100000002,610000005563,
-43.9584,°,Spine,0,1,1,100000002,610000005564,
-38.6598,°,Spine,0,1,1,100000002,610000005566,
152.543,°,Spine,0,1,1,100000002,610000005567,
-77.6375,°,Spine,0,1,1,100000002,610000005568,
-173.077,°,Spine,5,3,1,100000003,610000005569,
95.3893,°,Spine,1,1,1,100000003,610000005570,
-32.1957,°,Spine,9,4,1,100000003,610000005576,
127.816,°,Spine,8,3,1,100000003,610000005577,
-66.4768,°,Spine,8,3,1,100000003,610000005578,
-62.4958,°,Spine,9,2,1,100000003,610000005579,
110.266,°,Spine,6,3,1,100000003,610000005580,
-16.0399,°,Spine,6,3,1,100000003,610000005581,
-132.879,°,Spine,7,4,1,100000003,610000005582,
-106.557,°,Spine,3,3,1,100000003,610000005583,
-109.026,°,Spine,2,2,1,100000003,610000005584,
