
Soma Ellipsoid Axis Length B
 ==================== 
Soma Ellipsoid Axis Length B,Unit,Category,Time,FilamentID,ID,
1.40938,µm,Soma,1,100000000,800000000,
1.24171,µm,Soma,1,100000001,800000001,
1.28785,µm,Soma,1,100000002,800000002,
1.1156,µm,Soma,1,100000003,800000003,
