
Soma Intensity Max Ch=1 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
57,,Soma,1,Image 1,1,100000000,800000000,
35,,Soma,1,Image 1,1,100000001,800000001,
12,,Soma,1,Image 1,1,100000002,800000002,
75,,Soma,1,Image 1,1,100000003,800000003,
