
Filament Position Y
 ==================== 
Filament Position Y,Unit,Category,Collection,Time,ID,
19765.1,µm,Filament,Filament Position,1,100000000,
19782,µm,Filament,Filament Position,1,100000001,
19750.2,µm,Filament,Filament Position,1,100000002,
19768.9,µm,Filament,Filament Position,1,100000003,
