
Soma Intensity Sum Ch=3 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
611202,,Soma,3,Image 1,1,100000000,800000000,
1.2714e+06,,Soma,3,Image 1,1,100000001,800000001,
1.04289e+06,,Soma,3,Image 1,1,100000002,800000002,
665778,,Soma,3,Image 1,1,100000003,800000003,
