
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-86.7295,°,Segment,6,3,1,100000001,510000000015,
-165.821,°,Segment,5,3,1,100000001,510000000027,
-165.721,°,Segment,4,3,1,100000001,510000000099,
-136.466,°,Segment,3,2,1,100000001,510000000116,
-82.0787,°,Segment,1,1,1,100000001,510000000132,
-110.695,°,Segment,0,1,1,100000001,510000000141,
137.694,°,Segment,6,4,1,100000001,510000000165,
110.287,°,Segment,5,4,1,100000001,510000000176,
12.59,°,Segment,5,5,1,100000000,510000000192,
-57.4678,°,Segment,4,4,1,100000000,510000000203,
-55.4786,°,Segment,3,4,1,100000000,510000000208,
17.2467,°,Segment,2,3,1,100000000,510000000245,
11.5077,°,Segment,1,2,1,100000000,510000000249,
-47.1211,°,Segment,0,1,1,100000000,510000000252,
26.5651,°,Segment,6,4,1,100000000,510000000295,
-72.5538,°,Segment,5,4,1,100000000,510000000330,
-114.069,°,Segment,6,5,1,100000000,510000000332,
-141.115,°,Segment,4,5,1,100000000,510000000335,
88.5634,°,Segment,3,3,1,100000000,510000000342,
-110.644,°,Segment,3,3,1,100000003,510000000347,
124.303,°,Segment,2,2,1,100000003,510000000401,
116.415,°,Segment,1,2,1,100000003,510000000405,
167.724,°,Segment,0,1,1,100000003,510000000418,
106.941,°,Segment,4,2,1,100000003,510000000467,
141.137,°,Segment,3,2,1,100000003,510000000513,
51.8292,°,Segment,4,3,1,100000003,510000000522,
-177.882,°,Segment,2,3,1,100000001,510000000566,
-99.5385,°,Segment,1,2,1,100000001,510000000579,
-94.4994,°,Segment,0,1,1,100000001,510000000640,
4.84984,°,Segment,2,2,1,100000001,510000000645,
-42.1014,°,Segment,1,1,1,100000001,510000000647,
41.8779,°,Segment,8,4,1,100000000,510000000665,
40.9441,°,Segment,7,4,1,100000000,510000000734,
-19.1632,°,Segment,6,3,1,100000000,510000000737,
-35.2176,°,Segment,5,3,1,100000000,510000000746,
12.2702,°,Segment,4,2,1,100000000,510000000764,
-11.4927,°,Segment,3,2,1,100000000,510000000769,
-9.21103,°,Segment,2,2,1,100000000,510000000779,
8.44753,°,Segment,1,1,1,100000000,510000000783,
17.354,°,Segment,0,1,1,100000000,510000000801,
14.9536,°,Segment,8,5,1,100000000,510000000811,
-106.308,°,Segment,7,3,1,100000000,510000000819,
94.7764,°,Segment,7,5,1,100000000,510000000828,
114.337,°,Segment,6,4,1,100000000,510000000834,
74.0546,°,Segment,7,4,1,100000000,510000000840,
-1.94248,°,Segment,3,2,1,100000002,510000000866,
-49.518,°,Segment,2,1,1,100000002,510000000933,
-79.8544,°,Segment,1,1,1,100000002,510000000935,
-26.6767,°,Segment,0,1,1,100000002,510000001013,
-117.761,°,Segment,3,1,1,100000002,510000001067,
-172.91,°,Segment,2,2,1,100000002,510000001070,
38.5834,°,Segment,1,2,1,100000002,510000001074,
