
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.703103,µm^2,Spine,1,2,1,100000000,610000005005,
0.628304,µm^2,Spine,1,1,1,100000000,610000005008,
0.423374,µm^2,Spine,13,4,1,100000000,610000005011,
0.243238,µm^2,Spine,7,4,1,100000000,610000005013,
0.646013,µm^2,Spine,7,4,1,100000003,610000005018,
0.301331,µm^2,Spine,7,3,1,100000000,610000005020,
0.768366,µm^2,Spine,0,1,1,100000000,610000005025,
0.215898,µm^2,Spine,20,12,1,100000000,610000005027,
0.269079,µm^2,Spine,4,2,1,100000000,610000005029,
0.36351,µm^2,Spine,6,4,1,100000000,610000005032,
0.541716,µm^2,Spine,6,4,1,100000000,610000005034,
0.24786,µm^2,Spine,1,1,1,100000000,610000005037,
0.619447,µm^2,Spine,11,2,1,100000000,610000005040,
0.219904,µm^2,Spine,6,4,1,100000002,610000005042,
0.184863,µm^2,Spine,6,2,1,100000000,610000005045,
0.352568,µm^2,Spine,6,2,1,100000000,610000005047,
0.503228,µm^2,Spine,7,4,1,100000003,610000005051,
0.23908,µm^2,Spine,4,2,1,100000003,610000005053,
0.345309,µm^2,Spine,0,1,1,100000001,610000005058,
0.978187,µm^2,Spine,1,1,1,100000003,610000005060,
0.36795,µm^2,Spine,0,1,1,100000001,610000005065,
0.6767,µm^2,Spine,0,1,1,100000002,610000005069,
0.229856,µm^2,Spine,5,2,1,100000002,610000005071,
0.229619,µm^2,Spine,0,1,1,100000002,610000005073,
0.685283,µm^2,Spine,17,10,1,100000000,610000005078,
0.571432,µm^2,Spine,19,10,1,100000000,610000005082,
0.320769,µm^2,Spine,8,2,1,100000002,610000005085,
0.342662,µm^2,Spine,3,3,1,100000000,610000005087,
0.825546,µm^2,Spine,0,1,1,100000001,610000005093,
0.371641,µm^2,Spine,1,1,1,100000003,610000005096,
0.428525,µm^2,Spine,0,1,1,100000000,610000005101,
0.255732,µm^2,Spine,1,1,1,100000000,610000005104,
0.462537,µm^2,Spine,6,3,1,100000002,610000005107,
0.340797,µm^2,Spine,2,2,1,100000000,610000005110,
0.805356,µm^2,Spine,0,1,1,100000001,610000005115,
1.91348,µm^2,Spine,0,1,1,100000002,610000005123,
0.730506,µm^2,Spine,0,1,1,100000001,610000005127,
0.272947,µm^2,Spine,4,3,1,100000001,610000005129,
0.371504,µm^2,Spine,0,1,1,100000002,610000005132,
0.378907,µm^2,Spine,7,4,1,100000000,610000005135,
0.78893,µm^2,Spine,1,1,1,100000003,610000005139,
0.30499,µm^2,Spine,5,3,1,100000003,610000005142,
0.286614,µm^2,Spine,7,5,1,100000000,610000005144,
0.290903,µm^2,Spine,4,3,1,100000003,610000005147,
0.433713,µm^2,Spine,1,2,1,100000000,610000005152,
0.25338,µm^2,Spine,18,10,1,100000000,610000005154,
0.303183,µm^2,Spine,1,2,1,100000000,610000005156,
0.435841,µm^2,Spine,3,2,1,100000001,610000005158,
0.258018,µm^2,Spine,7,3,1,100000000,610000005160,
0.661271,µm^2,Spine,0,1,1,100000000,610000005164,
0.934258,µm^2,Spine,0,1,1,100000001,610000005168,
0.434936,µm^2,Spine,15,9,1,100000000,610000005170,
0.607312,µm^2,Spine,2,1,1,100000002,610000005172,
0.202525,µm^2,Spine,0,1,1,100000001,610000005178,
0.51681,µm^2,Spine,19,10,1,100000000,610000005181,
0.465383,µm^2,Spine,3,3,1,100000002,610000005184,
0.816143,µm^2,Spine,3,1,1,100000002,610000005191,
0.319313,µm^2,Spine,0,1,1,100000001,610000005194,
0.283435,µm^2,Spine,7,4,1,100000000,610000005198,
0.666619,µm^2,Spine,0,1,1,100000001,610000005201,
0.800781,µm^2,Spine,3,2,1,100000002,610000005208,
0.391803,µm^2,Spine,1,2,1,100000002,610000005210,
0.381079,µm^2,Spine,6,3,1,100000000,610000005214,
0.219238,µm^2,Spine,16,10,1,100000000,610000005218,
