
Segment Number of Voxel Ch=5 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
93,,Segment,5,6,Image 1,3,1,100000001,510000000015,
274,,Segment,5,5,Image 1,3,1,100000001,510000000027,
775,,Segment,5,4,Image 1,3,1,100000001,510000000099,
652,,Segment,5,3,Image 1,2,1,100000001,510000000116,
1112,,Segment,5,1,Image 1,1,1,100000001,510000000132,
244,,Segment,5,0,Image 1,1,1,100000001,510000000141,
180,,Segment,5,6,Image 1,4,1,100000001,510000000165,
186,,Segment,5,5,Image 1,4,1,100000001,510000000176,
122,,Segment,5,5,Image 1,5,1,100000000,510000000192,
209,,Segment,5,4,Image 1,4,1,100000000,510000000203,
111,,Segment,5,3,Image 1,4,1,100000000,510000000208,
553,,Segment,5,2,Image 1,3,1,100000000,510000000245,
226,,Segment,5,1,Image 1,2,1,100000000,510000000249,
47,,Segment,5,0,Image 1,1,1,100000000,510000000252,
156,,Segment,5,6,Image 1,4,1,100000000,510000000295,
504,,Segment,5,5,Image 1,4,1,100000000,510000000330,
82,,Segment,5,6,Image 1,5,1,100000000,510000000332,
105,,Segment,5,4,Image 1,5,1,100000000,510000000335,
169,,Segment,5,3,Image 1,3,1,100000000,510000000342,
117,,Segment,5,3,Image 1,3,1,100000003,510000000347,
966,,Segment,5,2,Image 1,2,1,100000003,510000000401,
106,,Segment,5,1,Image 1,2,1,100000003,510000000405,
174,,Segment,5,0,Image 1,1,1,100000003,510000000418,
254,,Segment,5,4,Image 1,2,1,100000003,510000000467,
657,,Segment,5,3,Image 1,2,1,100000003,510000000513,
147,,Segment,5,4,Image 1,3,1,100000003,510000000522,
483,,Segment,5,2,Image 1,3,1,100000001,510000000566,
174,,Segment,5,1,Image 1,2,1,100000001,510000000579,
1098,,Segment,5,0,Image 1,1,1,100000001,510000000640,
103,,Segment,5,2,Image 1,2,1,100000001,510000000645,
66,,Segment,5,1,Image 1,1,1,100000001,510000000647,
258,,Segment,5,8,Image 1,4,1,100000000,510000000665,
872,,Segment,5,7,Image 1,4,1,100000000,510000000734,
100,,Segment,5,6,Image 1,3,1,100000000,510000000737,
184,,Segment,5,5,Image 1,3,1,100000000,510000000746,
570,,Segment,5,4,Image 1,2,1,100000000,510000000764,
179,,Segment,5,3,Image 1,2,1,100000000,510000000769,
424,,Segment,5,2,Image 1,2,1,100000000,510000000779,
128,,Segment,5,1,Image 1,1,1,100000000,510000000783,
294,,Segment,5,0,Image 1,1,1,100000000,510000000801,
92,,Segment,5,8,Image 1,5,1,100000000,510000000811,
446,,Segment,5,7,Image 1,3,1,100000000,510000000819,
143,,Segment,5,7,Image 1,5,1,100000000,510000000828,
231,,Segment,5,6,Image 1,4,1,100000000,510000000834,
214,,Segment,5,7,Image 1,4,1,100000000,510000000840,
407,,Segment,5,3,Image 1,2,1,100000002,510000000866,
1171,,Segment,5,2,Image 1,1,1,100000002,510000000933,
89,,Segment,5,1,Image 1,1,1,100000002,510000000935,
1255,,Segment,5,0,Image 1,1,1,100000002,510000001013,
977,,Segment,5,3,Image 1,1,1,100000002,510000001067,
90,,Segment,5,2,Image 1,2,1,100000002,510000001070,
162,,Segment,5,1,Image 1,2,1,100000002,510000001074,
729,,Segment,5,5,Image 1,3,1,100000002,510000001128,
93,,Segment,5,4,Image 1,2,1,100000002,510000001134,
897,,Segment,5,3,Image 1,2,1,100000002,510000001183,
1086,,Segment,5,2,Image 1,2,1,100000002,510000001226,
350,,Segment,5,1,Image 1,1,1,100000002,510000001233,
717,,Segment,5,0,Image 1,1,1,100000002,510000001256,
476,,Segment,5,5,Image 1,2,1,100000002,510000001283,
105,,Segment,5,4,Image 1,3,1,100000002,510000001290,
455,,Segment,5,20,Image 1,12,1,100000000,510000001322,
96,,Segment,5,19,Image 1,11,1,100000000,510000001328,
381,,Segment,5,18,Image 1,10,1,100000000,510000001350,
750,,Segment,5,17,Image 1,10,1,100000000,510000001370,
241,,Segment,5,16,Image 1,9,1,100000000,510000001373,
164,,Segment,5,15,Image 1,9,1,100000000,510000001380,
99,,Segment,5,14,Image 1,9,1,100000000,510000001385,
75,,Segment,5,13,Image 1,8,1,100000000,510000001388,
487,,Segment,5,12,Image 1,7,1,100000000,510000001407,
190,,Segment,5,11,Image 1,6,1,100000000,510000001412,
216,,Segment,5,10,Image 1,6,1,100000000,510000001418,
