
Spine Terminal Pt Intensity Center Ch=1 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
0,,Spine,1,1,Image 1,1,100000000,610000005005,
0,,Spine,1,1,Image 1,1,100000000,610000005008,
7,,Spine,1,13,Image 1,1,100000000,610000005011,
3,,Spine,1,7,Image 1,1,100000000,610000005013,
1,,Spine,1,7,Image 1,1,100000003,610000005018,
3,,Spine,1,7,Image 1,1,100000000,610000005020,
1,,Spine,1,0,Image 1,1,,610000005022,
5,,Spine,1,20,Image 1,1,100000000,610000005027,
1,,Spine,1,4,Image 1,1,100000000,610000005029,
0,,Spine,1,6,Image 1,1,100000000,610000005032,
2,,Spine,1,6,Image 1,1,100000000,610000005034,
1,,Spine,1,1,Image 1,1,100000000,610000005037,
3,,Spine,1,11,Image 1,1,100000000,610000005040,
1,,Spine,1,6,Image 1,1,100000002,610000005042,
1,,Spine,1,6,Image 1,1,100000000,610000005045,
1,,Spine,1,6,Image 1,1,100000000,610000005047,
2,,Spine,1,7,Image 1,1,100000003,610000005051,
1,,Spine,1,4,Image 1,1,100000003,610000005053,
1,,Spine,1,0,Image 1,1,,610000005055,
0,,Spine,1,0,Image 1,1,100000001,610000005065,
0,,Spine,1,0,Image 1,1,100000002,610000005069,
1,,Spine,1,5,Image 1,1,100000002,610000005071,
2,,Spine,1,0,Image 1,1,100000002,610000005073,
4,,Spine,1,17,Image 1,1,100000000,610000005078,
2,,Spine,1,19,Image 1,1,100000000,610000005082,
1,,Spine,1,8,Image 1,1,100000002,610000005085,
2,,Spine,1,3,Image 1,1,100000000,610000005087,
1,,Spine,1,0,Image 1,1,100000001,610000005093,
1,,Spine,1,1,Image 1,1,100000003,610000005096,
2,,Spine,1,0,Image 1,1,,610000005099,
5,,Spine,1,1,Image 1,1,100000000,610000005104,
1,,Spine,1,6,Image 1,1,100000002,610000005107,
0,,Spine,1,2,Image 1,1,100000000,610000005110,
2,,Spine,1,0,Image 1,1,100000001,610000005115,
0,,Spine,1,0,Image 1,1,,610000005117,
0,,Spine,1,0,Image 1,1,100000001,610000005127,
0,,Spine,1,4,Image 1,1,100000001,610000005129,
2,,Spine,1,0,Image 1,1,100000002,610000005132,
0,,Spine,1,7,Image 1,1,100000000,610000005135,
2,,Spine,1,5,Image 1,1,100000003,610000005142,
1,,Spine,1,7,Image 1,1,100000000,610000005144,
2,,Spine,1,4,Image 1,1,100000003,610000005147,
4,,Spine,1,1,Image 1,1,100000000,610000005152,
4,,Spine,1,18,Image 1,1,100000000,610000005154,
2,,Spine,1,1,Image 1,1,100000000,610000005156,
0,,Spine,1,3,Image 1,1,100000001,610000005158,
2,,Spine,1,7,Image 1,1,100000000,610000005160,
3,,Spine,1,0,Image 1,1,,610000005163,
1,,Spine,1,0,Image 1,1,,610000005166,
1,,Spine,1,15,Image 1,1,100000000,610000005170,
2,,Spine,1,2,Image 1,1,100000002,610000005172,
1,,Spine,1,0,Image 1,1,,610000005176,
3,,Spine,1,19,Image 1,1,100000000,610000005181,
2,,Spine,1,3,Image 1,1,100000002,610000005184,
2,,Spine,1,3,Image 1,1,100000002,610000005191,
0,,Spine,1,0,Image 1,1,,610000005193,
4,,Spine,1,7,Image 1,1,100000000,610000005198,
0,,Spine,1,0,Image 1,1,100000001,610000005201,
3,,Spine,1,3,Image 1,1,100000002,610000005208,
0,,Spine,1,1,Image 1,1,100000002,610000005210,
1,,Spine,1,6,Image 1,1,100000000,610000005214,
2,,Spine,1,16,Image 1,1,100000000,610000005218,
3,,Spine,1,8,Image 1,1,100000002,610000005220,
4,,Spine,1,1,Image 1,1,100000003,610000005222,
1,,Spine,1,0,Image 1,1,,610000005226,
3,,Spine,1,1,Image 1,1,100000000,610000005230,
2,,Spine,1,2,Image 1,1,100000000,610000005240,
2,,Spine,1,19,Image 1,1,100000000,610000005243,
1,,Spine,1,20,Image 1,1,100000000,610000005245,
6,,Spine,1,14,Image 1,1,100000000,610000005251,
4,,Spine,1,1,Image 1,1,100000003,610000005264,
2,,Spine,1,1,Image 1,1,100000002,610000005270,
10,,Spine,1,0,Image 1,1,,610000005272,
7,,Spine,1,2,Image 1,1,100000000,610000005280,
2,,Spine,1,0,Image 1,1,100000000,610000005282,
14,,Spine,1,1,Image 1,1,100000003,610000005287,
1,,Spine,1,0,Image 1,1,,610000005291,
2,,Spine,1,0,Image 1,1,100000002,610000005302,
2,,Spine,1,2,Image 1,1,100000002,610000005310,
6,,Spine,1,6,Image 1,1,100000000,610000005314,
0,,Spine,1,2,Image 1,1,100000000,610000005321,
0,,Spine,1,3,Image 1,1,100000002,610000005324,
2,,Spine,1,0,Image 1,1,,610000005327,
1,,Spine,1,2,Image 1,1,100000000,610000005337,
2,,Spine,1,0,Image 1,1,,610000005342,
0,,Spine,1,1,Image 1,1,100000000,610000005356,
1,,Spine,1,3,Image 1,1,100000002,610000005363,
5,,Spine,1,15,Image 1,1,100000000,610000005369,
1,,Spine,1,0,Image 1,1,100000001,610000005372,
2,,Spine,1,3,Image 1,1,100000002,610000005380,
1,,Spine,1,3,Image 1,1,100000002,610000005387,
2,,Spine,1,0,Image 1,1,,610000005398,
1,,Spine,1,0,Image 1,1,100000002,610000005415,
1,,Spine,1,1,Image 1,1,100000001,610000005422,
3,,Spine,1,0,Image 1,1,100000001,610000005426,
2,,Spine,1,1,Image 1,1,100000000,610000005451,
0,,Spine,1,5,Image 1,1,,610000005592,
0,,Spine,1,1,Image 1,1,,610000005592,
0,,Spine,1,2,Image 1,1,,610000005592,
0,,Spine,1,1,Image 1,1,,610000005593,
1,,Spine,1,2,Image 1,1,,610000005593,
0,,Spine,1,3,Image 1,1,,610000005594,
0,,Spine,1,1,Image 1,1,,610000005594,
2,,Spine,1,2,Image 1,1,,610000005594,
1,,Spine,1,1,Image 1,1,,610000005595,
4,,Spine,1,0,Image 1,1,,610000005595,
3,,Spine,1,4,Image 1,1,,610000005595,
1,,Spine,1,7,Image 1,1,,610000005595,
2,,Spine,1,2,Image 1,1,,610000005596,
0,,Spine,1,6,Image 1,1,,610000005596,
0,,Spine,1,4,Image 1,1,,610000005596,
0,,Spine,1,6,Image 1,1,,610000005597,
0,,Spine,1,4,Image 1,1,,610000005597,
4,,Spine,1,5,Image 1,1,,610000005598,
