
Segment Intensity Max Ch=1 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
13,,Segment,1,6,Image 1,3,1,100000001,510000000015,
68,,Segment,1,5,Image 1,3,1,100000001,510000000027,
76,,Segment,1,4,Image 1,3,1,100000001,510000000099,
5,,Segment,1,3,Image 1,2,1,100000001,510000000116,
6,,Segment,1,1,Image 1,1,1,100000001,510000000132,
4,,Segment,1,0,Image 1,1,1,100000001,510000000141,
29,,Segment,1,6,Image 1,4,1,100000001,510000000165,
50,,Segment,1,5,Image 1,4,1,100000001,510000000176,
6,,Segment,1,5,Image 1,5,1,100000000,510000000192,
6,,Segment,1,4,Image 1,4,1,100000000,510000000203,
6,,Segment,1,3,Image 1,4,1,100000000,510000000208,
18,,Segment,1,2,Image 1,3,1,100000000,510000000245,
5,,Segment,1,1,Image 1,2,1,100000000,510000000249,
4,,Segment,1,0,Image 1,1,1,100000000,510000000252,
7,,Segment,1,6,Image 1,4,1,100000000,510000000295,
18,,Segment,1,5,Image 1,4,1,100000000,510000000330,
6,,Segment,1,6,Image 1,5,1,100000000,510000000332,
7,,Segment,1,4,Image 1,5,1,100000000,510000000335,
7,,Segment,1,3,Image 1,3,1,100000000,510000000342,
11,,Segment,1,3,Image 1,3,1,100000003,510000000347,
36,,Segment,1,2,Image 1,2,1,100000003,510000000401,
4,,Segment,1,1,Image 1,2,1,100000003,510000000405,
5,,Segment,1,0,Image 1,1,1,100000003,510000000418,
14,,Segment,1,4,Image 1,2,1,100000003,510000000467,
62,,Segment,1,3,Image 1,2,1,100000003,510000000513,
9,,Segment,1,4,Image 1,3,1,100000003,510000000522,
61,,Segment,1,2,Image 1,3,1,100000001,510000000566,
11,,Segment,1,1,Image 1,2,1,100000001,510000000579,
39,,Segment,1,0,Image 1,1,1,100000001,510000000640,
14,,Segment,1,2,Image 1,2,1,100000001,510000000645,
11,,Segment,1,1,Image 1,1,1,100000001,510000000647,
7,,Segment,1,8,Image 1,4,1,100000000,510000000665,
87,,Segment,1,7,Image 1,4,1,100000000,510000000734,
7,,Segment,1,6,Image 1,3,1,100000000,510000000737,
8,,Segment,1,5,Image 1,3,1,100000000,510000000746,
24,,Segment,1,4,Image 1,2,1,100000000,510000000764,
21,,Segment,1,3,Image 1,2,1,100000000,510000000769,
7,,Segment,1,2,Image 1,2,1,100000000,510000000779,
21,,Segment,1,1,Image 1,1,1,100000000,510000000783,
31,,Segment,1,0,Image 1,1,1,100000000,510000000801,
5,,Segment,1,8,Image 1,5,1,100000000,510000000811,
17,,Segment,1,7,Image 1,3,1,100000000,510000000819,
5,,Segment,1,7,Image 1,5,1,100000000,510000000828,
5,,Segment,1,6,Image 1,4,1,100000000,510000000834,
19,,Segment,1,7,Image 1,4,1,100000000,510000000840,
17,,Segment,1,3,Image 1,2,1,100000002,510000000866,
8,,Segment,1,2,Image 1,1,1,100000002,510000000933,
10,,Segment,1,1,Image 1,1,1,100000002,510000000935,
9,,Segment,1,0,Image 1,1,1,100000002,510000001013,
16,,Segment,1,3,Image 1,1,1,100000002,510000001067,
10,,Segment,1,2,Image 1,2,1,100000002,510000001070,
75,,Segment,1,1,Image 1,2,1,100000002,510000001074,
38,,Segment,1,5,Image 1,3,1,100000002,510000001128,
5,,Segment,1,4,Image 1,2,1,100000002,510000001134,
75,,Segment,1,3,Image 1,2,1,100000002,510000001183,
9,,Segment,1,2,Image 1,2,1,100000002,510000001226,
6,,Segment,1,1,Image 1,1,1,100000002,510000001233,
7,,Segment,1,0,Image 1,1,1,100000002,510000001256,
7,,Segment,1,5,Image 1,2,1,100000002,510000001283,
7,,Segment,1,4,Image 1,3,1,100000002,510000001290,
23,,Segment,1,20,Image 1,12,1,100000000,510000001322,
22,,Segment,1,19,Image 1,11,1,100000000,510000001328,
16,,Segment,1,18,Image 1,10,1,100000000,510000001350,
62,,Segment,1,17,Image 1,10,1,100000000,510000001370,
15,,Segment,1,16,Image 1,9,1,100000000,510000001373,
9,,Segment,1,15,Image 1,9,1,100000000,510000001380,
11,,Segment,1,14,Image 1,9,1,100000000,510000001385,
12,,Segment,1,13,Image 1,8,1,100000000,510000001388,
106,,Segment,1,12,Image 1,7,1,100000000,510000001407,
6,,Segment,1,11,Image 1,6,1,100000000,510000001412,
61,,Segment,1,10,Image 1,6,1,100000000,510000001418,
84,,Segment,1,9,Image 1,5,1,100000000,510000001430,
61,,Segment,1,8,Image 1,5,1,100000000,510000001433,
18,,Segment,1,7,Image 1,5,1,100000000,510000001437,
14,,Segment,1,6,Image 1,4,1,100000000,510000001440,
13,,Segment,1,5,Image 1,3,1,100000000,510000001443,
16,,Segment,1,4,Image 1,2,1,100000000,510000001447,
13,,Segment,1,3,Image 1,2,1,100000000,510000001450,
13,,Segment,1,2,Image 1,1,1,100000000,510000001452,
14,,Segment,1,1,Image 1,1,1,100000000,510000001474,
12,,Segment,1,0,Image 1,1,1,100000000,510000001479,
7,,Segment,1,19,Image 1,10,1,100000000,510000001525,
120,,Segment,1,9,Image 1,3,1,100000000,510000001538,
28,,Segment,1,8,Image 1,2,1,100000000,510000001550,
11,,Segment,1,7,Image 1,2,1,100000000,510000001553,
71,,Segment,1,6,Image 1,2,1,100000000,510000001559,
78,,Segment,1,5,Image 1,2,1,100000000,510000001562,
8,,Segment,1,13,Image 1,3,1,100000000,510000001566,
8,,Segment,1,12,Image 1,2,1,100000000,510000001568,
25,,Segment,1,11,Image 1,2,1,100000000,510000001582,
43,,Segment,1,10,Image 1,2,1,100000000,510000001586,
54,,Segment,1,9,Image 1,2,1,100000000,510000001590,
8,,Segment,1,13,Image 1,2,1,100000000,510000001593,
9,,Segment,1,12,Image 1,3,1,100000000,510000001598,
21,,Segment,1,11,Image 1,3,1,100000000,510000001607,
43,,Segment,1,10,Image 1,3,1,100000000,510000001621,
16,,Segment,1,8,Image 1,3,1,100000000,510000001625,
23,,Segment,1,7,Image 1,3,1,100000000,510000001629,
134,,Segment,1,5,Image 1,4,1,100000002,510000001684,
5,,Segment,1,4,Image 1,3,1,100000002,510000001689,
10,,Segment,1,3,Image 1,3,1,100000002,510000001740,
17,,Segment,1,4,Image 1,2,1,100000001,510000001837,
14,,Segment,1,3,Image 1,2,1,100000001,510000001851,
5,,Segment,1,2,Image 1,2,1,100000001,510000001855,
37,,Segment,1,15,Image 1,8,1,100000000,510000001869,
19,,Segment,1,14,Image 1,8,1,100000000,510000001888,
8,,Segment,1,8,Image 1,4,1,100000003,510000001902,
7,,Segment,1,7,Image 1,3,1,100000003,510000001905,
7,,Segment,1,6,Image 1,3,1,100000003,510000001928,
27,,Segment,1,5,Image 1,3,1,100000003,510000001973,
12,,Segment,1,4,Image 1,3,1,100000003,510000001977,
27,,Segment,1,2,Image 1,2,1,100000003,510000001998,
7,,Segment,1,1,Image 1,2,1,100000003,510000002010,
7,,Segment,1,0,Image 1,1,1,100000003,510000002019,
29,,Segment,1,18,Image 1,11,1,100000000,510000002026,
19,,Segment,1,15,Image 1,9,1,100000000,510000002036,
11,,Segment,1,13,Image 1,3,1,100000000,510000002056,
32,,Segment,1,12,Image 1,3,1,100000000,510000002071,
6,,Segment,1,11,Image 1,3,1,100000000,510000002083,
6,,Segment,1,10,Image 1,3,1,100000000,510000002090,
10,,Segment,1,9,Image 1,3,1,100000000,510000002092,
15,,Segment,1,8,Image 1,3,1,100000000,510000002111,
71,,Segment,1,6,Image 1,3,1,100000000,510000002125,
13,,Segment,1,8,Image 1,3,1,100000003,510000002133,
11,,Segment,1,13,Image 1,4,1,100000000,510000002139,
8,,Segment,1,11,Image 1,4,1,100000000,510000002160,
9,,Segment,1,9,Image 1,3,1,100000003,510000002168,
18,,Segment,1,8,Image 1,3,1,100000003,510000002207,
18,,Segment,1,7,Image 1,3,1,100000003,510000002215,
8,,Segment,1,6,Image 1,2,1,100000003,510000002226,
7,,Segment,1,5,Image 1,2,1,100000003,510000002228,
7,,Segment,1,4,Image 1,2,1,100000003,510000002263,
11,,Segment,1,2,Image 1,2,1,100000003,510000002269,
8,,Segment,1,0,Image 1,1,1,100000003,510000002283,
24,,Segment,1,9,Image 1,2,1,100000003,510000002342,
8,,Segment,1,7,Image 1,2,1,100000003,510000002356,
6,,Segment,1,7,Image 1,5,1,100000003,510000002361,
6,,Segment,1,6,Image 1,4,1,100000003,510000002370,
6,,Segment,1,16,Image 1,10,1,100000000,510000002374,
9,,Segment,1,12,Image 1,4,1,100000000,510000002384,
7,,Segment,1,7,Image 1,4,1,100000003,510000002390,
6,,Segment,1,5,Image 1,3,1,100000002,510000002398,
23,,Segment,1,9,Image 1,4,1,100000003,510000002404,
5,,Segment,1,4,Image 1,4,1,100000002,510000002413,
13,,Segment,1,4,Image 1,3,1,100000001,510000002469,
12,,Segment,1,13,Image 1,7,1,100000000,510000002477,
16,,Segment,1,9,Image 1,3,1,100000003,510000002483,
6,,Segment,1,6,Image 1,4,1,100000003,510000002485,
36,,Segment,1,9,Image 1,4,1,100000000,510000002496,
9,,Segment,1,5,Image 1,3,1,100000002,510000002519,
161,,Segment,1,4,Image 1,2,1,100000002,510000002549,
7,,Segment,1,3,Image 1,2,1,100000002,510000002578,
6,,Segment,1,2,Image 1,1,1,100000002,510000002583,
6,,Segment,1,1,Image 1,1,1,100000002,510000002601,
7,,Segment,1,0,Image 1,1,1,100000002,510000002609,
61,,Segment,1,12,Image 1,6,1,100000000,510000002646,
4,,Segment,1,8,Image 1,3,1,100000003,510000002649,
61,,Segment,1,10,Image 1,5,1,100000000,510000002661,
10,,Segment,1,7,Image 1,4,1,100000003,510000002669,
6,,Segment,1,6,Image 1,4,1,100000003,510000002679,
4,,Segment,1,5,Image 1,4,1,100000003,510000002682,
7,,Segment,1,4,Image 1,3,1,100000003,510000002697,
6,,Segment,1,10,Image 1,4,1,100000000,510000002699,
6,,Segment,1,7,Image 1,3,1,100000002,510000002715,
69,,Segment,1,6,Image 1,3,1,100000002,510000002727,
54,,Segment,1,5,Image 1,2,1,100000002,510000002731,
6,,Segment,1,6,Image 1,3,1,100000003,510000002754,
9,,Segment,1,9,Image 1,4,1,100000003,510000002762,
25,,Segment,1,8,Image 1,4,1,100000003,510000002764,
9,,Segment,1,5,Image 1,2,1,100000000,510000002776,
9,,Segment,1,7,Image 1,5,1,100000003,510000002779,
65,,Segment,1,8,Image 1,2,1,100000002,510000002802,
8,,Segment,1,7,Image 1,2,1,100000002,510000002804,
54,,Segment,1,6,Image 1,2,1,100000002,510000002809,
8,,Segment,1,9,Image 1,5,1,100000003,510000002811,
6,,Segment,1,7,Image 1,4,1,100000002,510000002814,
6,,Segment,1,3,Image 1,3,1,100000000,510000002835,
11,,Segment,1,11,Image 1,7,1,100000000,510000002840,
26,,Segment,1,6,Image 1,3,1,100000002,510000002861,
5,,Segment,1,5,Image 1,3,1,100000002,510000002865,
25,,Segment,1,4,Image 1,2,1,100000002,510000002893,
48,,Segment,1,3,Image 1,2,1,100000002,510000002909,
6,,Segment,1,2,Image 1,1,1,100000002,510000002928,
6,,Segment,1,8,Image 1,3,1,100000002,510000002932,
6,,Segment,1,7,Image 1,4,1,100000003,510000002935,
7,,Segment,1,5,Image 1,3,1,100000003,510000002940,
8,,Segment,1,8,Image 1,4,1,100000000,510000002945,
91,,Segment,1,4,Image 1,3,1,100000000,510000002968,
8,,Segment,1,7,Image 1,4,1,100000000,510000002970,
6,,Segment,1,6,Image 1,2,1,100000000,510000002996,
6,,Segment,1,5,Image 1,2,1,100000000,510000003013,
4,,Segment,1,4,Image 1,2,1,100000000,510000003015,
14,,Segment,1,2,Image 1,1,1,100000000,510000003021,
14,,Segment,1,1,Image 1,1,1,100000000,510000003026,
47,,Segment,1,2,Image 1,3,1,100000002,510000003069,
14,,Segment,1,1,Image 1,2,1,100000002,510000003086,
61,,Segment,1,9,Image 1,6,1,100000000,510000003088,
8,,Segment,1,6,Image 1,4,1,100000002,510000003098,
31,,Segment,1,7,Image 1,4,1,100000000,510000003106,
20,,Segment,1,8,Image 1,6,1,100000000,510000003108,
6,,Segment,1,5,Image 1,3,1,100000003,510000003110,
5,,Segment,1,6,Image 1,5,1,100000003,510000003112,
14,,Segment,1,7,Image 1,5,1,100000000,510000003120,
20,,Segment,1,3,Image 1,4,1,100000003,510000003126,
6,,Segment,1,2,Image 1,3,1,100000003,510000003140,
8,,Segment,1,4,Image 1,4,1,100000003,510000003143,
8,,Segment,1,3,Image 1,2,1,100000003,510000003147,
11,,Segment,1,6,Image 1,3,1,100000000,510000003150,
21,,Segment,1,1,Image 1,2,1,100000000,510000003157,
6,,Segment,1,3,Image 1,4,1,100000003,510000003162,
6,,Segment,1,4,Image 1,3,1,100000002,510000003171,
5,,Segment,1,3,Image 1,2,1,100000002,510000003180,
6,,Segment,1,2,Image 1,1,1,100000002,510000003186,
7,,Segment,1,1,Image 1,1,1,100000002,510000003212,
4,,Segment,1,0,Image 1,1,1,100000002,510000003223,
125,,Segment,1,2,Image 1,3,1,100000003,510000003251,
6,,Segment,1,3,Image 1,3,1,100000003,510000003267,
12,,Segment,1,2,Image 1,3,1,100000000,510000003285,
10,,Segment,1,1,Image 1,2,1,100000000,510000003300,
5,,Segment,1,0,Image 1,1,1,100000000,510000003312,
33,,Segment,1,4,Image 1,3,1,100000002,510000003347,
5,,Segment,1,4,Image 1,4,1,100000001,510000003360,
5,,Segment,1,3,Image 1,3,1,100000001,510000003367,
6,,Segment,1,2,Image 1,2,1,100000001,510000003385,
5,,Segment,1,1,Image 1,2,1,100000001,510000003387,
5,,Segment,1,0,Image 1,1,1,100000001,510000003418,
4,,Segment,1,5,Image 1,2,1,100000002,510000003420,
8,,Segment,1,2,Image 1,3,1,100000003,510000003429,
7,,Segment,1,4,Image 1,2,1,100000002,510000003431,
14,,Segment,1,2,Image 1,2,1,100000002,510000003451,
11,,Segment,1,2,Image 1,1,1,100000000,510000003455,
