
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.217379,0.326282,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005025,
0.1625,0.168657,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005058,
0.300801,0.172854,0.223197,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005065,
0.313547,0.288967,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005069,
0.231841,0.17485,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005073,
0.361636,0.1625,0.175401,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005093,
0.173285,0.401678,0.285838,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005101,
0.361636,0.16895,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005115,
0.455458,0.607815,0.599129,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005123,
0.361636,0.16895,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005127,
0.276854,0.186414,0.219836,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005132,
0.375781,0.550093,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005164,
0.313895,0.503074,0.459655,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005168,
0.1625,0.1625,0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005178,
0.265964,0.210847,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005194,
0.440481,0.175401,0.203946,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005201,
0.290783,0.40625,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005227,
0.357759,0.365609,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005237,
0.444777,0.40625,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005253,
0.393477,0.602386,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005273,
0.31075,0.27222,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005282,
0.461614,0.500913,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005285,
0.192969,0.295107,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005292,
0.301707,0.253907,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005302,
0.579299,0.65808,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005317,
0.221533,0.387705,0.332202,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005329,
0.195134,0.210847,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005340,
0.452717,0.694841,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005343,
0.393496,0.574663,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005345,
0.295133,0.238026,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005348,
0.469296,0.479021,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005353,
0.24724,0.306815,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005359,
0.34856,0.288326,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005372,
0.203596,0.232377,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005375,
0.326282,0.40625,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005382,
0.381364,0.447885,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005385,
0.385329,0.359977,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005391,
0.459176,0.511382,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005393,
0.293689,0.387705,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005399,
0.429751,0.410654,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005415,
0.30165,0.1625,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005426,
0.341785,0.289698,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005428,
0.402777,0.433121,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005443,
0.408121,0.49167,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005476,
0.362126,0.307765,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005517,
0.191173,0.1625,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005537,
0.305605,0.209788,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005553,
