
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19761.2,µm,Spine,Spine Position,1,2,1,100000000,610000005005,
19761.2,µm,Spine,Spine Position,1,1,1,100000000,610000005008,
19773.6,µm,Spine,Spine Position,13,4,1,100000000,610000005011,
19763.8,µm,Spine,Spine Position,7,4,1,100000000,610000005013,
19770.9,µm,Spine,Spine Position,7,4,1,100000003,610000005018,
19761.4,µm,Spine,Spine Position,7,3,1,100000000,610000005020,
19761.2,µm,Spine,Spine Position,0,1,1,100000000,610000005025,
19773.3,µm,Spine,Spine Position,20,12,1,100000000,610000005027,
19761.8,µm,Spine,Spine Position,4,2,1,100000000,610000005029,
19758.2,µm,Spine,Spine Position,6,4,1,100000000,610000005032,
19758,µm,Spine,Spine Position,6,4,1,100000000,610000005034,
19766,µm,Spine,Spine Position,1,1,1,100000000,610000005037,
19765.6,µm,Spine,Spine Position,11,2,1,100000000,610000005040,
19759.6,µm,Spine,Spine Position,6,4,1,100000002,610000005042,
19757.6,µm,Spine,Spine Position,6,2,1,100000000,610000005045,
19757.5,µm,Spine,Spine Position,6,2,1,100000000,610000005047,
19771,µm,Spine,Spine Position,7,4,1,100000003,610000005051,
19773.9,µm,Spine,Spine Position,4,2,1,100000003,610000005053,
19785.2,µm,Spine,Spine Position,0,1,1,100000001,610000005058,
19766.6,µm,Spine,Spine Position,1,1,1,100000003,610000005060,
19780.6,µm,Spine,Spine Position,0,1,1,100000001,610000005065,
19750.2,µm,Spine,Spine Position,0,1,1,100000002,610000005069,
19751.1,µm,Spine,Spine Position,5,2,1,100000002,610000005071,
19750.4,µm,Spine,Spine Position,0,1,1,100000002,610000005073,
19770.2,µm,Spine,Spine Position,17,10,1,100000000,610000005078,
19770.8,µm,Spine,Spine Position,19,10,1,100000000,610000005082,
19740.3,µm,Spine,Spine Position,8,2,1,100000002,610000005085,
19761.8,µm,Spine,Spine Position,3,3,1,100000000,610000005087,
