
Spine Length
 ==================== 
Spine Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.777377,µm,Spine,1,2,1,100000000,610000005005,
0.665374,µm,Spine,1,1,1,100000000,610000005008,
0.412734,µm,Spine,13,4,1,100000000,610000005011,
0.421376,µm,Spine,7,4,1,100000000,610000005013,
0.803577,µm,Spine,7,4,1,100000003,610000005018,
0.345488,µm,Spine,7,3,1,100000000,610000005020,
0.79443,µm,Spine,0,1,1,100000000,610000005025,
0.422907,µm,Spine,20,12,1,100000000,610000005027,
0.451326,µm,Spine,4,2,1,100000000,610000005029,
0.548606,µm,Spine,6,4,1,100000000,610000005032,
0.768201,µm,Spine,6,4,1,100000000,610000005034,
0.252944,µm,Spine,1,1,1,100000000,610000005037,
0.384484,µm,Spine,11,2,1,100000000,610000005040,
0.398168,µm,Spine,6,4,1,100000002,610000005042,
0.362114,µm,Spine,6,2,1,100000000,610000005045,
0.460414,µm,Spine,6,2,1,100000000,610000005047,
0.585922,µm,Spine,7,4,1,100000003,610000005051,
0.321946,µm,Spine,4,2,1,100000003,610000005053,
0.662915,µm,Spine,0,1,1,100000001,610000005058,
0.303515,µm,Spine,1,1,1,100000003,610000005060,
0.52499,µm,Spine,0,1,1,100000001,610000005065,
0.615699,µm,Spine,0,1,1,100000002,610000005069,
0.37987,µm,Spine,5,2,1,100000002,610000005071,
0.413396,µm,Spine,0,1,1,100000002,610000005073,
0.387021,µm,Spine,17,10,1,100000000,610000005078,
0.572103,µm,Spine,19,10,1,100000000,610000005082,
0.404281,µm,Spine,8,2,1,100000002,610000005085,
0.441334,µm,Spine,3,3,1,100000000,610000005087,
0.895406,µm,Spine,0,1,1,100000001,610000005093,
0.501048,µm,Spine,1,1,1,100000003,610000005096,
0.35712,µm,Spine,0,1,1,100000000,610000005101,
0.43338,µm,Spine,1,1,1,100000000,610000005104,
0.493476,µm,Spine,6,3,1,100000002,610000005107,
0.459632,µm,Spine,2,2,1,100000000,610000005110,
0.797031,µm,Spine,0,1,1,100000001,610000005115,
1.01331,µm,Spine,0,1,1,100000002,610000005123,
