
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.122398,µm,Spine,Spine Part Length,1,2,1,100000000,610000005005,
0.183246,µm,Spine,Spine Part Length,1,1,1,100000000,610000005008,
0.120794,µm,Spine,Spine Part Length,13,4,1,100000000,610000005011,
0,µm,Spine,Spine Part Length,7,4,1,100000000,610000005013,
0.135732,µm,Spine,Spine Part Length,7,4,1,100000003,610000005018,
0,µm,Spine,Spine Part Length,7,3,1,100000000,610000005020,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005025,
0,µm,Spine,Spine Part Length,20,12,1,100000000,610000005027,
0,µm,Spine,Spine Part Length,4,2,1,100000000,610000005029,
0.160272,µm,Spine,Spine Part Length,6,4,1,100000000,610000005032,
0,µm,Spine,Spine Part Length,6,4,1,100000000,610000005034,
0.113574,µm,Spine,Spine Part Length,1,1,1,100000000,610000005037,
0.141006,µm,Spine,Spine Part Length,11,2,1,100000000,610000005040,
0,µm,Spine,Spine Part Length,6,4,1,100000002,610000005042,
0.122985,µm,Spine,Spine Part Length,6,2,1,100000000,610000005045,
0,µm,Spine,Spine Part Length,6,2,1,100000000,610000005047,
0,µm,Spine,Spine Part Length,7,4,1,100000003,610000005051,
0,µm,Spine,Spine Part Length,4,2,1,100000003,610000005053,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005058,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005060,
0.0904866,µm,Spine,Spine Part Length,0,1,1,100000001,610000005065,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005069,
0,µm,Spine,Spine Part Length,5,2,1,100000002,610000005071,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005073,
0.137132,µm,Spine,Spine Part Length,17,10,1,100000000,610000005078,
0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005082,
0.13006,µm,Spine,Spine Part Length,8,2,1,100000002,610000005085,
0,µm,Spine,Spine Part Length,3,3,1,100000000,610000005087,
0.186895,µm,Spine,Spine Part Length,0,1,1,100000001,610000005093,
0.160909,µm,Spine,Spine Part Length,1,1,1,100000003,610000005096,
0.0846802,µm,Spine,Spine Part Length,0,1,1,100000000,610000005101,
0.104469,µm,Spine,Spine Part Length,1,1,1,100000000,610000005104,
0,µm,Spine,Spine Part Length,6,3,1,100000002,610000005107,
0.135443,µm,Spine,Spine Part Length,2,2,1,100000000,610000005110,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005115,
0.368337,µm,Spine,Spine Part Length,0,1,1,100000002,610000005123,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005127,
0,µm,Spine,Spine Part Length,4,3,1,100000001,610000005129,
0.117586,µm,Spine,Spine Part Length,0,1,1,100000002,610000005132,
0.0848445,µm,Spine,Spine Part Length,7,4,1,100000000,610000005135,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005139,
0,µm,Spine,Spine Part Length,5,3,1,100000003,610000005142,
0,µm,Spine,Spine Part Length,7,5,1,100000000,610000005144,
0,µm,Spine,Spine Part Length,4,3,1,100000003,610000005147,
0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005152,
0,µm,Spine,Spine Part Length,18,10,1,100000000,610000005154,
0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005156,
0,µm,Spine,Spine Part Length,3,2,1,100000001,610000005158,
0,µm,Spine,Spine Part Length,7,3,1,100000000,610000005160,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005164,
0.161597,µm,Spine,Spine Part Length,0,1,1,100000001,610000005168,
0,µm,Spine,Spine Part Length,15,9,1,100000000,610000005170,
0,µm,Spine,Spine Part Length,2,1,1,100000002,610000005172,
0.133575,µm,Spine,Spine Part Length,0,1,1,100000001,610000005178,
0.132426,µm,Spine,Spine Part Length,19,10,1,100000000,610000005181,
0.191939,µm,Spine,Spine Part Length,3,3,1,100000002,610000005184,
0.241117,µm,Spine,Spine Part Length,3,1,1,100000002,610000005191,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005194,
0.0782043,µm,Spine,Spine Part Length,7,4,1,100000000,610000005198,
0.179602,µm,Spine,Spine Part Length,0,1,1,100000001,610000005201,
0.238186,µm,Spine,Spine Part Length,3,2,1,100000002,610000005208,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005210,
0.105711,µm,Spine,Spine Part Length,6,3,1,100000000,610000005214,
0,µm,Spine,Spine Part Length,16,10,1,100000000,610000005218,
0,µm,Spine,Spine Part Length,8,2,1,100000002,610000005220,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005222,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005227,
0.134887,µm,Spine,Spine Part Length,1,2,1,100000000,610000005230,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005232,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005237,
0.0970394,µm,Spine,Spine Part Length,2,3,1,100000000,610000005240,
0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005243,
0,µm,Spine,Spine Part Length,20,12,1,100000000,610000005245,
0,µm,Spine,Spine Part Length,14,9,1,100000000,610000005251,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005253,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005255,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005264,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005270,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005273,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000005280,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005282,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005285,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005287,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005292,
0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005298,
