
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
14.3333,,Spine,2,1,Image 1,2,1,100000000,610000005005,
17.5,,Spine,2,1,Image 1,1,1,100000000,610000005008,
24,,Spine,2,13,Image 1,4,1,100000000,610000005011,
29.3333,,Spine,2,7,Image 1,4,1,100000000,610000005013,
36.5,,Spine,2,7,Image 1,4,1,100000003,610000005018,
38.3333,,Spine,2,7,Image 1,3,1,100000000,610000005020,
51,,Spine,2,0,Image 1,1,1,100000000,610000005025,
29,,Spine,2,20,Image 1,12,1,100000000,610000005027,
35,,Spine,2,4,Image 1,2,1,100000000,610000005029,
40.25,,Spine,2,6,Image 1,4,1,100000000,610000005032,
75.6667,,Spine,2,6,Image 1,4,1,100000000,610000005034,
22.75,,Spine,2,1,Image 1,1,1,100000000,610000005037,
39.5,,Spine,2,11,Image 1,2,1,100000000,610000005040,
32.6667,,Spine,2,6,Image 1,4,1,100000002,610000005042,
28.5,,Spine,2,6,Image 1,2,1,100000000,610000005045,
47.6667,,Spine,2,6,Image 1,2,1,100000000,610000005047,
49.6,,Spine,2,7,Image 1,4,1,100000003,610000005051,
14.3333,,Spine,2,4,Image 1,2,1,100000003,610000005053,
79.2,,Spine,2,0,Image 1,1,1,100000001,610000005058,
42.5,,Spine,2,1,Image 1,1,1,100000003,610000005060,
60,,Spine,2,0,Image 1,1,1,100000001,610000005065,
44.6667,,Spine,2,0,Image 1,1,1,100000002,610000005069,
33,,Spine,2,5,Image 1,2,1,100000002,610000005071,
30.3333,,Spine,2,0,Image 1,1,1,100000002,610000005073,
48.5,,Spine,2,17,Image 1,10,1,100000000,610000005078,
51.8,,Spine,2,19,Image 1,10,1,100000000,610000005082,
39.5,,Spine,2,8,Image 1,2,1,100000002,610000005085,
58,,Spine,2,3,Image 1,3,1,100000000,610000005087,
87.6667,,Spine,2,0,Image 1,1,1,100000001,610000005093,
56,,Spine,2,1,Image 1,1,1,100000003,610000005096,
35,,Spine,2,0,Image 1,1,1,100000000,610000005101,
46.5,,Spine,2,1,Image 1,1,1,100000000,610000005104,
52.3333,,Spine,2,6,Image 1,3,1,100000002,610000005107,
55.75,,Spine,2,2,Image 1,2,1,100000000,610000005110,
94.8,,Spine,2,0,Image 1,1,1,100000001,610000005115,
117.75,,Spine,2,0,Image 1,1,1,100000002,610000005123,
82.4,,Spine,2,0,Image 1,1,1,100000001,610000005127,
43.6667,,Spine,2,4,Image 1,3,1,100000001,610000005129,
49.25,,Spine,2,0,Image 1,1,1,100000002,610000005132,
38.75,,Spine,2,7,Image 1,4,1,100000000,610000005135,
52.5,,Spine,2,1,Image 1,1,1,100000003,610000005139,
45,,Spine,2,5,Image 1,3,1,100000003,610000005142,
43,,Spine,2,7,Image 1,5,1,100000000,610000005144,
24.6667,,Spine,2,4,Image 1,3,1,100000003,610000005147,
58.6,,Spine,2,1,Image 1,2,1,100000000,610000005152,
60.3333,,Spine,2,18,Image 1,10,1,100000000,610000005154,
65.3333,,Spine,2,1,Image 1,2,1,100000000,610000005156,
53,,Spine,2,3,Image 1,2,1,100000001,610000005158,
37.3333,,Spine,2,7,Image 1,3,1,100000000,610000005160,
50.6667,,Spine,2,0,Image 1,1,1,100000000,610000005164,
67.75,,Spine,2,0,Image 1,1,1,100000001,610000005168,
31,,Spine,2,15,Image 1,9,1,100000000,610000005170,
38,,Spine,2,2,Image 1,1,1,100000002,610000005172,
77,,Spine,2,0,Image 1,1,1,100000001,610000005178,
80.5,,Spine,2,19,Image 1,10,1,100000000,610000005181,
75.75,,Spine,2,3,Image 1,3,1,100000002,610000005184,
109.286,,Spine,2,3,Image 1,1,1,100000002,610000005191,
85,,Spine,2,0,Image 1,1,1,100000001,610000005194,
65.5,,Spine,2,7,Image 1,4,1,100000000,610000005198,
92.5,,Spine,2,0,Image 1,1,1,100000001,610000005201,
118,,Spine,2,3,Image 1,2,1,100000002,610000005208,
73.3333,,Spine,2,1,Image 1,2,1,100000002,610000005210,
52.75,,Spine,2,6,Image 1,3,1,100000000,610000005214,
41.6667,,Spine,2,16,Image 1,10,1,100000000,610000005218,
49,,Spine,2,8,Image 1,2,1,100000002,610000005220,
57.6667,,Spine,2,1,Image 1,1,1,100000003,610000005222,
70,,Spine,2,0,Image 1,1,1,100000000,610000005227,
36.5,,Spine,2,1,Image 1,2,1,100000000,610000005230,
61.5,,Spine,2,1,Image 1,1,1,100000003,610000005232,
54.5,,Spine,2,0,Image 1,1,1,100000000,610000005237,
69.75,,Spine,2,2,Image 1,3,1,100000000,610000005240,
72,,Spine,2,19,Image 1,10,1,100000000,610000005243,
58.3333,,Spine,2,20,Image 1,12,1,100000000,610000005245,
33.3333,,Spine,2,14,Image 1,9,1,100000000,610000005251,
60.5,,Spine,2,0,Image 1,1,1,100000001,610000005253,
49,,Spine,2,1,Image 1,1,1,100000003,610000005255,
63.6667,,Spine,2,1,Image 1,1,1,100000003,610000005264,
55.3333,,Spine,2,1,Image 1,2,1,100000002,610000005270,
64.6667,,Spine,2,0,Image 1,1,1,100000000,610000005273,
71.6667,,Spine,2,2,Image 1,3,1,100000000,610000005280,
43.3333,,Spine,2,0,Image 1,1,1,100000000,610000005282,
93,,Spine,2,0,Image 1,1,1,100000001,610000005285,
79.6667,,Spine,2,1,Image 1,1,1,100000003,610000005287,
59.3333,,Spine,2,0,Image 1,1,1,100000001,610000005292,
50,,Spine,2,1,Image 1,1,1,100000003,610000005298,
54.6667,,Spine,2,0,Image 1,1,1,100000002,610000005302,
62,,Spine,2,1,Image 1,1,1,100000003,610000005307,
54.3333,,Spine,2,2,Image 1,2,1,100000002,610000005310,
52,,Spine,2,6,Image 1,3,1,100000000,610000005314,
74,,Spine,2,0,Image 1,1,1,100000001,610000005317,
93,,Spine,2,2,Image 1,3,1,100000000,610000005321,
58,,Spine,2,3,Image 1,3,1,100000002,610000005324,
148,,Spine,2,0,Image 1,1,1,100000001,610000005329,
91.5,,Spine,2,2,Image 1,2,1,100000000,610000005337,
113,,Spine,2,0,Image 1,1,1,100000001,610000005340,
92.3333,,Spine,2,0,Image 1,1,1,100000002,610000005343,
123.5,,Spine,2,0,Image 1,1,1,100000001,610000005345,
94,,Spine,2,0,Image 1,1,1,100000002,610000005348,
86,,Spine,2,0,Image 1,1,1,100000002,610000005353,
70.6667,,Spine,2,1,Image 1,2,1,100000000,610000005356,
64.5,,Spine,2,0,Image 1,1,1,100000001,610000005359,
103.8,,Spine,2,3,Image 1,1,1,100000002,610000005363,
83,,Spine,2,15,Image 1,9,1,100000000,610000005369,
72,,Spine,2,0,Image 1,1,1,100000001,610000005372,
129.5,,Spine,2,0,Image 1,1,1,100000001,610000005375,
79.3333,,Spine,2,3,Image 1,2,1,100000002,610000005380,
80,,Spine,2,0,Image 1,1,1,100000000,610000005382,
115.5,,Spine,2,0,Image 1,1,1,100000002,610000005385,
115.667,,Spine,2,3,Image 1,2,1,100000002,610000005387,
94,,Spine,2,0,Image 1,1,1,100000002,610000005391,
70,,Spine,2,0,Image 1,1,1,100000001,610000005393,
146.667,,Spine,2,0,Image 1,1,1,100000001,610000005399,
152,,Spine,2,0,Image 1,1,1,100000002,610000005415,
118.333,,Spine,2,1,Image 1,1,1,100000001,610000005422,
64,,Spine,2,0,Image 1,1,1,100000001,610000005426,
134,,Spine,2,0,Image 1,1,1,100000001,610000005428,
137,,Spine,2,0,Image 1,1,1,100000002,610000005443,
112.667,,Spine,2,1,Image 1,1,1,100000000,610000005451,
49,,Spine,2,5,Image 1,5,1,100000000,610000005455,
8,,Spine,2,6,Image 1,4,1,100000000,610000005456,
36.5,,Spine,2,6,Image 1,4,1,100000000,610000005457,
47,,Spine,2,5,Image 1,4,1,100000000,610000005458,
72.5,,Spine,2,5,Image 1,4,1,100000000,610000005459,
76.5,,Spine,2,5,Image 1,4,1,100000000,610000005460,
41,,Spine,2,5,Image 1,4,1,100000000,610000005461,
47.5,,Spine,2,5,Image 1,4,1,100000000,610000005462,
38,,Spine,2,4,Image 1,4,1,100000000,610000005463,
129,,Spine,2,2,Image 1,3,1,100000000,610000005464,
94,,Spine,2,2,Image 1,2,1,100000000,610000005465,
97.5,,Spine,2,1,Image 1,1,1,100000000,610000005466,
37,,Spine,2,7,Image 1,4,1,100000000,610000005467,
94.5,,Spine,2,7,Image 1,4,1,100000000,610000005468,
47,,Spine,2,4,Image 1,2,1,100000000,610000005469,
27.5,,Spine,2,4,Image 1,2,1,100000000,610000005470,
44,,Spine,2,3,Image 1,3,1,100000000,610000005471,
57.5,,Spine,2,3,Image 1,3,1,100000000,610000005472,
53.5,,Spine,2,2,Image 1,2,1,100000000,610000005473,
42.5,,Spine,2,2,Image 1,2,1,100000000,610000005474,
98,,Spine,2,2,Image 1,2,1,100000000,610000005475,
50,,Spine,2,0,Image 1,1,1,100000000,610000005476,
94.5,,Spine,2,1,Image 1,2,1,100000000,610000005477,
71,,Spine,2,1,Image 1,2,1,100000000,610000005478,
38,,Spine,2,20,Image 1,12,1,100000000,610000005479,
38.5,,Spine,2,20,Image 1,12,1,100000000,610000005480,
64.5,,Spine,2,20,Image 1,12,1,100000000,610000005481,
20.5,,Spine,2,19,Image 1,11,1,100000000,610000005482,
33,,Spine,2,19,Image 1,11,1,100000000,610000005483,
40,,Spine,2,19,Image 1,10,1,100000000,610000005484,
27.5,,Spine,2,19,Image 1,10,1,100000000,610000005485,
83,,Spine,2,19,Image 1,10,1,100000000,610000005486,
105.5,,Spine,2,19,Image 1,10,1,100000000,610000005487,
32.5,,Spine,2,19,Image 1,10,1,100000000,610000005488,
45,,Spine,2,19,Image 1,10,1,100000000,610000005489,
44.5,,Spine,2,17,Image 1,10,1,100000000,610000005490,
27.5,,Spine,2,10,Image 1,5,1,100000000,610000005491,
18.5,,Spine,2,7,Image 1,4,1,100000000,610000005492,
63.5,,Spine,2,11,Image 1,2,1,100000000,610000005493,
41,,Spine,2,7,Image 1,3,1,100000000,610000005494,
43.5,,Spine,2,13,Image 1,3,1,100000000,610000005495,
46,,Spine,2,13,Image 1,3,1,100000000,610000005496,
29,,Spine,2,13,Image 1,4,1,100000000,610000005497,
45,,Spine,2,13,Image 1,4,1,100000000,610000005498,
34.5,,Spine,2,9,Image 1,4,1,100000000,610000005499,
50.5,,Spine,2,7,Image 1,4,1,100000000,610000005500,
39.5,,Spine,2,6,Image 1,3,1,100000000,610000005501,
29,,Spine,2,2,Image 1,3,1,100000000,610000005502,
54,,Spine,2,1,Image 1,2,1,100000000,610000005503,
58,,Spine,2,1,Image 1,1,1,100000000,610000005504,
49,,Spine,2,1,Image 1,1,1,100000000,610000005505,
48,,Spine,2,4,Image 1,2,1,100000000,610000005513,
11.5,,Spine,2,4,Image 1,3,1,100000000,610000005514,
35,,Spine,2,4,Image 1,3,1,100000000,610000005515,
62,,Spine,2,4,Image 1,3,1,100000000,610000005516,
39,,Spine,2,0,Image 1,1,1,100000000,610000005517,
54,,Spine,2,5,Image 1,4,1,100000001,610000005518,
70.5,,Spine,2,4,Image 1,3,1,100000001,610000005519,
49,,Spine,2,4,Image 1,3,1,100000001,610000005520,
26,,Spine,2,4,Image 1,3,1,100000001,610000005521,
23.5,,Spine,2,4,Image 1,2,1,100000001,610000005522,
65.5,,Spine,2,4,Image 1,2,1,100000001,610000005523,
81.5,,Spine,2,1,Image 1,1,1,100000001,610000005524,
77.5,,Spine,2,1,Image 1,1,1,100000001,610000005525,
79.5,,Spine,2,1,Image 1,1,1,100000001,610000005526,
61.5,,Spine,2,2,Image 1,2,1,100000001,610000005527,
73.5,,Spine,2,2,Image 1,3,1,100000001,610000005536,
31.5,,Spine,2,0,Image 1,1,1,100000001,610000005537,
106.5,,Spine,2,2,Image 1,2,1,100000001,610000005539,
66,,Spine,2,2,Image 1,3,1,100000001,610000005540,
61.5,,Spine,2,2,Image 1,3,1,100000001,610000005541,
71.5,,Spine,2,3,Image 1,2,1,100000001,610000005542,
70.5,,Spine,2,2,Image 1,1,1,100000002,610000005544,
45.5,,Spine,2,2,Image 1,1,1,100000002,610000005545,
110,,Spine,2,2,Image 1,1,1,100000002,610000005546,
36,,Spine,2,5,Image 1,3,1,100000002,610000005547,
32,,Spine,2,5,Image 1,4,1,100000002,610000005548,
72,,Spine,2,3,Image 1,3,1,100000002,610000005549,
41,,Spine,2,2,Image 1,2,1,100000002,610000005550,
72,,Spine,2,4,Image 1,2,1,100000002,610000005551,
30,,Spine,2,2,Image 1,3,1,100000002,610000005552,
92,,Spine,2,0,Image 1,1,1,100000002,610000005553,
71,,Spine,2,6,Image 1,3,1,100000002,610000005554,
