
Spine Center Number of Voxel Ch=4 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Spine,4,1,Image 1,2,1,100000000,610000005005,
4,,Spine,4,1,Image 1,1,1,100000000,610000005008,
4,,Spine,4,13,Image 1,4,1,100000000,610000005011,
3,,Spine,4,7,Image 1,4,1,100000000,610000005013,
6,,Spine,4,7,Image 1,4,1,100000003,610000005018,
3,,Spine,4,7,Image 1,3,1,100000000,610000005020,
5,,Spine,4,0,Image 1,1,1,100000000,610000005025,
3,,Spine,4,20,Image 1,12,1,100000000,610000005027,
3,,Spine,4,4,Image 1,2,1,100000000,610000005029,
4,,Spine,4,6,Image 1,4,1,100000000,610000005032,
3,,Spine,4,6,Image 1,4,1,100000000,610000005034,
4,,Spine,4,1,Image 1,1,1,100000000,610000005037,
4,,Spine,4,11,Image 1,2,1,100000000,610000005040,
3,,Spine,4,6,Image 1,4,1,100000002,610000005042,
4,,Spine,4,6,Image 1,2,1,100000000,610000005045,
3,,Spine,4,6,Image 1,2,1,100000000,610000005047,
5,,Spine,4,7,Image 1,4,1,100000003,610000005051,
3,,Spine,4,4,Image 1,2,1,100000003,610000005053,
5,,Spine,4,0,Image 1,1,1,100000001,610000005058,
2,,Spine,4,1,Image 1,1,1,100000003,610000005060,
6,,Spine,4,0,Image 1,1,1,100000001,610000005065,
3,,Spine,4,0,Image 1,1,1,100000002,610000005069,
3,,Spine,4,5,Image 1,2,1,100000002,610000005071,
3,,Spine,4,0,Image 1,1,1,100000002,610000005073,
4,,Spine,4,17,Image 1,10,1,100000000,610000005078,
5,,Spine,4,19,Image 1,10,1,100000000,610000005082,
4,,Spine,4,8,Image 1,2,1,100000002,610000005085,
3,,Spine,4,3,Image 1,3,1,100000000,610000005087,
6,,Spine,4,0,Image 1,1,1,100000001,610000005093,
4,,Spine,4,1,Image 1,1,1,100000003,610000005096,
4,,Spine,4,0,Image 1,1,1,100000000,610000005101,
4,,Spine,4,1,Image 1,1,1,100000000,610000005104,
3,,Spine,4,6,Image 1,3,1,100000002,610000005107,
4,,Spine,4,2,Image 1,2,1,100000000,610000005110,
5,,Spine,4,0,Image 1,1,1,100000001,610000005115,
8,,Spine,4,0,Image 1,1,1,100000002,610000005123,
5,,Spine,4,0,Image 1,1,1,100000001,610000005127,
3,,Spine,4,4,Image 1,3,1,100000001,610000005129,
4,,Spine,4,0,Image 1,1,1,100000002,610000005132,
4,,Spine,4,7,Image 1,4,1,100000000,610000005135,
2,,Spine,4,1,Image 1,1,1,100000003,610000005139,
3,,Spine,4,5,Image 1,3,1,100000003,610000005142,
3,,Spine,4,7,Image 1,5,1,100000000,610000005144,
3,,Spine,4,4,Image 1,3,1,100000003,610000005147,
5,,Spine,4,1,Image 1,2,1,100000000,610000005152,
3,,Spine,4,18,Image 1,10,1,100000000,610000005154,
3,,Spine,4,1,Image 1,2,1,100000000,610000005156,
3,,Spine,4,3,Image 1,2,1,100000001,610000005158,
3,,Spine,4,7,Image 1,3,1,100000000,610000005160,
3,,Spine,4,0,Image 1,1,1,100000000,610000005164,
4,,Spine,4,0,Image 1,1,1,100000001,610000005168,
3,,Spine,4,15,Image 1,9,1,100000000,610000005170,
3,,Spine,4,2,Image 1,1,1,100000002,610000005172,
4,,Spine,4,0,Image 1,1,1,100000001,610000005178,
4,,Spine,4,19,Image 1,10,1,100000000,610000005181,
4,,Spine,4,3,Image 1,3,1,100000002,610000005184,
7,,Spine,4,3,Image 1,1,1,100000002,610000005191,
3,,Spine,4,0,Image 1,1,1,100000001,610000005194,
4,,Spine,4,7,Image 1,4,1,100000000,610000005198,
4,,Spine,4,0,Image 1,1,1,100000001,610000005201,
7,,Spine,4,3,Image 1,2,1,100000002,610000005208,
3,,Spine,4,1,Image 1,2,1,100000002,610000005210,
4,,Spine,4,6,Image 1,3,1,100000000,610000005214,
3,,Spine,4,16,Image 1,10,1,100000000,610000005218,
3,,Spine,4,8,Image 1,2,1,100000002,610000005220,
3,,Spine,4,1,Image 1,1,1,100000003,610000005222,
3,,Spine,4,0,Image 1,1,1,100000000,610000005227,
4,,Spine,4,1,Image 1,2,1,100000000,610000005230,
2,,Spine,4,1,Image 1,1,1,100000003,610000005232,
2,,Spine,4,0,Image 1,1,1,100000000,610000005237,
4,,Spine,4,2,Image 1,3,1,100000000,610000005240,
3,,Spine,4,19,Image 1,10,1,100000000,610000005243,
3,,Spine,4,20,Image 1,12,1,100000000,610000005245,
3,,Spine,4,14,Image 1,9,1,100000000,610000005251,
2,,Spine,4,0,Image 1,1,1,100000001,610000005253,
2,,Spine,4,1,Image 1,1,1,100000003,610000005255,
3,,Spine,4,1,Image 1,1,1,100000003,610000005264,
3,,Spine,4,1,Image 1,2,1,100000002,610000005270,
3,,Spine,4,0,Image 1,1,1,100000000,610000005273,
3,,Spine,4,2,Image 1,3,1,100000000,610000005280,
3,,Spine,4,0,Image 1,1,1,100000000,610000005282,
2,,Spine,4,0,Image 1,1,1,100000001,610000005285,
3,,Spine,4,1,Image 1,1,1,100000003,610000005287,
3,,Spine,4,0,Image 1,1,1,100000001,610000005292,
2,,Spine,4,1,Image 1,1,1,100000003,610000005298,
3,,Spine,4,0,Image 1,1,1,100000002,610000005302,
2,,Spine,4,1,Image 1,1,1,100000003,610000005307,
3,,Spine,4,2,Image 1,2,1,100000002,610000005310,
3,,Spine,4,6,Image 1,3,1,100000000,610000005314,
2,,Spine,4,0,Image 1,1,1,100000001,610000005317,
4,,Spine,4,2,Image 1,3,1,100000000,610000005321,
3,,Spine,4,3,Image 1,3,1,100000002,610000005324,
4,,Spine,4,0,Image 1,1,1,100000001,610000005329,
4,,Spine,4,2,Image 1,2,1,100000000,610000005337,
2,,Spine,4,0,Image 1,1,1,100000001,610000005340,
3,,Spine,4,0,Image 1,1,1,100000002,610000005343,
2,,Spine,4,0,Image 1,1,1,100000001,610000005345,
2,,Spine,4,0,Image 1,1,1,100000002,610000005348,
2,,Spine,4,0,Image 1,1,1,100000002,610000005353,
3,,Spine,4,1,Image 1,2,1,100000000,610000005356,
2,,Spine,4,0,Image 1,1,1,100000001,610000005359,
5,,Spine,4,3,Image 1,1,1,100000002,610000005363,
3,,Spine,4,15,Image 1,9,1,100000000,610000005369,
3,,Spine,4,0,Image 1,1,1,100000001,610000005372,
2,,Spine,4,0,Image 1,1,1,100000001,610000005375,
3,,Spine,4,3,Image 1,2,1,100000002,610000005380,
2,,Spine,4,0,Image 1,1,1,100000000,610000005382,
2,,Spine,4,0,Image 1,1,1,100000002,610000005385,
3,,Spine,4,3,Image 1,2,1,100000002,610000005387,
2,,Spine,4,0,Image 1,1,1,100000002,610000005391,
2,,Spine,4,0,Image 1,1,1,100000001,610000005393,
3,,Spine,4,0,Image 1,1,1,100000001,610000005399,
3,,Spine,4,0,Image 1,1,1,100000002,610000005415,
3,,Spine,4,1,Image 1,1,1,100000001,610000005422,
3,,Spine,4,0,Image 1,1,1,100000001,610000005426,
2,,Spine,4,0,Image 1,1,1,100000001,610000005428,
2,,Spine,4,0,Image 1,1,1,100000002,610000005443,
3,,Spine,4,1,Image 1,1,1,100000000,610000005451,
2,,Spine,4,5,Image 1,5,1,100000000,610000005455,
2,,Spine,4,6,Image 1,4,1,100000000,610000005456,
2,,Spine,4,6,Image 1,4,1,100000000,610000005457,
2,,Spine,4,5,Image 1,4,1,100000000,610000005458,
2,,Spine,4,5,Image 1,4,1,100000000,610000005459,
2,,Spine,4,5,Image 1,4,1,100000000,610000005460,
2,,Spine,4,5,Image 1,4,1,100000000,610000005461,
2,,Spine,4,5,Image 1,4,1,100000000,610000005462,
2,,Spine,4,4,Image 1,4,1,100000000,610000005463,
2,,Spine,4,2,Image 1,3,1,100000000,610000005464,
2,,Spine,4,2,Image 1,2,1,100000000,610000005465,
2,,Spine,4,1,Image 1,1,1,100000000,610000005466,
2,,Spine,4,7,Image 1,4,1,100000000,610000005467,
2,,Spine,4,7,Image 1,4,1,100000000,610000005468,
2,,Spine,4,4,Image 1,2,1,100000000,610000005469,
2,,Spine,4,4,Image 1,2,1,100000000,610000005470,
2,,Spine,4,3,Image 1,3,1,100000000,610000005471,
2,,Spine,4,3,Image 1,3,1,100000000,610000005472,
2,,Spine,4,2,Image 1,2,1,100000000,610000005473,
2,,Spine,4,2,Image 1,2,1,100000000,610000005474,
2,,Spine,4,2,Image 1,2,1,100000000,610000005475,
2,,Spine,4,0,Image 1,1,1,100000000,610000005476,
2,,Spine,4,1,Image 1,2,1,100000000,610000005477,
2,,Spine,4,1,Image 1,2,1,100000000,610000005478,
2,,Spine,4,20,Image 1,12,1,100000000,610000005479,
2,,Spine,4,20,Image 1,12,1,100000000,610000005480,
2,,Spine,4,20,Image 1,12,1,100000000,610000005481,
2,,Spine,4,19,Image 1,11,1,100000000,610000005482,
2,,Spine,4,19,Image 1,11,1,100000000,610000005483,
2,,Spine,4,19,Image 1,10,1,100000000,610000005484,
2,,Spine,4,19,Image 1,10,1,100000000,610000005485,
2,,Spine,4,19,Image 1,10,1,100000000,610000005486,
2,,Spine,4,19,Image 1,10,1,100000000,610000005487,
2,,Spine,4,19,Image 1,10,1,100000000,610000005488,
2,,Spine,4,19,Image 1,10,1,100000000,610000005489,
2,,Spine,4,17,Image 1,10,1,100000000,610000005490,
2,,Spine,4,10,Image 1,5,1,100000000,610000005491,
2,,Spine,4,7,Image 1,4,1,100000000,610000005492,
2,,Spine,4,11,Image 1,2,1,100000000,610000005493,
2,,Spine,4,7,Image 1,3,1,100000000,610000005494,
2,,Spine,4,13,Image 1,3,1,100000000,610000005495,
2,,Spine,4,13,Image 1,3,1,100000000,610000005496,
2,,Spine,4,13,Image 1,4,1,100000000,610000005497,
2,,Spine,4,13,Image 1,4,1,100000000,610000005498,
2,,Spine,4,9,Image 1,4,1,100000000,610000005499,
2,,Spine,4,7,Image 1,4,1,100000000,610000005500,
2,,Spine,4,6,Image 1,3,1,100000000,610000005501,
2,,Spine,4,2,Image 1,3,1,100000000,610000005502,
2,,Spine,4,1,Image 1,2,1,100000000,610000005503,
2,,Spine,4,1,Image 1,1,1,100000000,610000005504,
2,,Spine,4,1,Image 1,1,1,100000000,610000005505,
2,,Spine,4,4,Image 1,2,1,100000000,610000005513,
2,,Spine,4,4,Image 1,3,1,100000000,610000005514,
