
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.31113,0.119013,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005348,
0.3907,0.239511,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005353,
0.2946,0.153408,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005359,
0.151879,0.144163,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005372,
0.324964,0.116189,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005375,
0.329546,0.203125,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005382,
0.417502,0.223943,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005385,
0.32007,0.179988,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005391,
0.399455,0.255691,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005393,
0.276404,0.193853,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005399,
0.132468,0.205327,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005415,
0.166794,0.08125,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005426,
0.327663,0.144849,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005428,
0.360239,0.21656,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005443,
0.34459,0.245835,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005476,
0.244755,0.153883,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000005517,
0.385108,0.08125,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000005537,
0.161168,0.104894,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005553,
0.286159,0.252295,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005564,
0.252749,0.151656,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005566,
0.2397,0.210893,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005567,
0.301706,0.236728,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000005568,
0.360253,0.121875,0.183246,µm,Spine,Spine Part Length,1,1,1,100000000,610000005008,
0.0555812,0.0837891,0.113574,µm,Spine,Spine Part Length,1,1,1,100000000,610000005037,
0.597138,0.394567,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005060,
0.256351,0.0837891,0.160909,µm,Spine,Spine Part Length,1,1,1,100000003,610000005096,
0.221537,0.107374,0.104469,µm,Spine,Spine Part Length,1,1,1,100000000,610000005104,
0.535063,0.354348,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005139,
0.199071,0.235883,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005222,
0.37017,0.166341,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005232,
0.311618,0.138409,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005255,
0.199996,0.118425,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005264,
0.239668,0.10484,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005287,
0.424751,0.295873,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005298,
0.277071,0.138409,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005307,
0.0798131,0.147893,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005422,
0.0949807,0.174628,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000005451,
0.276584,0.188603,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000005466,
0.257879,0.164459,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000005504,
0.177793,0.110114,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000005505,
0.247226,0.231439,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005524,
0.351473,0.203738,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005525,
0.228827,0.195738,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000005526,
0.277531,0.117399,0,µm,Spine,Spine Part Length,1,1,1,100000003,610000005570,
0.401165,0.253814,0.122398,µm,Spine,Spine Part Length,1,2,1,100000000,610000005005,
0.265958,0.245618,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005152,
0.436631,0.08125,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005156,
0.341224,0.10918,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005210,
0.147451,0.0959128,0.134887,µm,Spine,Spine Part Length,1,2,1,100000000,610000005230,
0.228021,0.170117,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005270,
0.2166,0.0990022,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005356,
0.202622,0.101562,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005477,
0.247759,0.124422,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005478,
0.244389,0.141853,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000005503,
0.279301,0.132666,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005561,
0.260437,0.165674,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005562,
0.277635,0.205351,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000005563,
0.35224,0.159807,0,µm,Spine,Spine Part Length,10,5,1,100000000,610000005491,
0.144967,0.0985111,0.141006,µm,Spine,Spine Part Length,11,2,1,100000000,610000005040,
0.169038,0.140882,0,µm,Spine,Spine Part Length,11,2,1,100000000,610000005493,
0.208484,0.150617,0,µm,Spine,Spine Part Length,13,3,1,100000000,610000005495,
0.237373,0.111719,0,µm,Spine,Spine Part Length,13,3,1,100000000,610000005496,
0.198127,0.0938131,0.120794,µm,Spine,Spine Part Length,13,4,1,100000000,610000005011,
0.346233,0.116663,0,µm,Spine,Spine Part Length,13,4,1,100000000,610000005497,
0.17795,0.111617,0,µm,Spine,Spine Part Length,13,4,1,100000000,610000005498,
0.313764,0.08125,0,µm,Spine,Spine Part Length,14,9,1,100000000,610000005251,
0.317893,0.113927,0,µm,Spine,Spine Part Length,15,9,1,100000000,610000005170,
0.118064,0.17067,0,µm,Spine,Spine Part Length,15,9,1,100000000,610000005369,
0.164425,0.121875,0,µm,Spine,Spine Part Length,16,10,1,100000000,610000005218,
0.168639,0.08125,0.137132,µm,Spine,Spine Part Length,17,10,1,100000000,610000005078,
0.258839,0.155034,0,µm,Spine,Spine Part Length,17,10,1,100000000,610000005490,
0.241128,0.0940826,0,µm,Spine,Spine Part Length,18,10,1,100000000,610000005154,
0.351959,0.220144,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005082,
0.207171,0.116633,0.132426,µm,Spine,Spine Part Length,19,10,1,100000000,610000005181,
0.326913,0.152344,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005243,
0.255603,0.104011,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005484,
0.297717,0.0829921,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005485,
0.383052,0.170663,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005486,
0.21801,0.144727,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005487,
0.357602,0.149476,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005488,
0.299474,0.12703,0,µm,Spine,Spine Part Length,19,10,1,100000000,610000005489,
0.251638,0.103994,0,µm,Spine,Spine Part Length,19,11,1,100000000,610000005482,
0.35498,0.175195,0,µm,Spine,Spine Part Length,19,11,1,100000000,610000005483,
0.256495,0.162249,0,µm,Spine,Spine Part Length,2,1,1,100000002,610000005172,
0.235908,0.0936425,0,µm,Spine,Spine Part Length,2,1,1,100000002,610000005544,
0.336019,0.135805,0,µm,Spine,Spine Part Length,2,1,1,100000002,610000005545,
0.211263,0.16982,0,µm,Spine,Spine Part Length,2,1,1,100000002,610000005546,
0.21247,0.111719,0.135443,µm,Spine,Spine Part Length,2,2,1,100000000,610000005110,
0.135802,0.132514,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000005310,
0.0883462,0.180612,0.124772,µm,Spine,Spine Part Length,2,2,1,100000000,610000005337,
0.275654,0.244089,0,µm,Spine,Spine Part Length,2,2,1,100000000,610000005465,
0.249116,0.164244,0,µm,Spine,Spine Part Length,2,2,1,100000000,610000005473,
0.306937,0.121875,0,µm,Spine,Spine Part Length,2,2,1,100000000,610000005474,
0.26656,0.178234,0,µm,Spine,Spine Part Length,2,2,1,100000000,610000005475,
0.261834,0.200198,0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005527,
0.160287,0.145247,0,µm,Spine,Spine Part Length,2,2,1,100000001,610000005539,
0.291041,0.0993933,0,µm,Spine,Spine Part Length,2,2,1,100000002,610000005550,
0.258141,0.147266,0,µm,Spine,Spine Part Length,2,2,1,100000003,610000005584,
0.161172,0.177825,0.0970394,µm,Spine,Spine Part Length,2,3,1,100000000,610000005240,
0.228369,0.240045,0,µm,Spine,Spine Part Length,2,3,1,100000000,610000005280,
0.0704174,0.128273,0.1104,µm,Spine,Spine Part Length,2,3,1,100000000,610000005321,
0.240886,0.15133,0,µm,Spine,Spine Part Length,2,3,1,100000000,610000005464,
0.181123,0.115009,0,µm,Spine,Spine Part Length,2,3,1,100000000,610000005502,
0.37391,0.139423,0,µm,Spine,Spine Part Length,2,3,1,100000001,610000005536,
0.364848,0.19151,0,µm,Spine,Spine Part Length,2,3,1,100000001,610000005540,
0.337059,0.204364,0,µm,Spine,Spine Part Length,2,3,1,100000001,610000005541,
0.259604,0.121875,0,µm,Spine,Spine Part Length,2,3,1,100000002,610000005552,
0.341657,0.08125,0,µm,Spine,Spine Part Length,20,12,1,100000000,610000005027,
0.274128,0.08125,0,µm,Spine,Spine Part Length,20,12,1,100000000,610000005245,
0.260475,0.08125,0,µm,Spine,Spine Part Length,20,12,1,100000000,610000005479,
0.335025,0.101562,0,µm,Spine,Spine Part Length,20,12,1,100000000,610000005480,
0.318873,0.187891,0,µm,Spine,Spine Part Length,20,12,1,100000000,610000005481,
0.359199,0.246697,0.241117,µm,Spine,Spine Part Length,3,1,1,100000002,610000005191,
0.249557,0.294957,0,µm,Spine,Spine Part Length,3,1,1,100000002,610000005363,
0.291471,0.188553,0,µm,Spine,Spine Part Length,3,1,1,100000002,610000005560,
0.276614,0.115734,0,µm,Spine,Spine Part Length,3,2,1,100000001,610000005158,
0.393306,0.258479,0.238186,µm,Spine,Spine Part Length,3,2,1,100000002,610000005208,
0.198265,0.0837891,0,µm,Spine,Spine Part Length,3,2,1,100000002,610000005380,
0.278409,0.159592,0,µm,Spine,Spine Part Length,3,2,1,100000002,610000005387,
0.194736,0.132081,0,µm,Spine,Spine Part Length,3,2,1,100000001,610000005542,
0.350451,0.0908836,0,µm,Spine,Spine Part Length,3,3,1,100000000,610000005087,
0.283971,0.08125,0.191939,µm,Spine,Spine Part Length,3,3,1,100000002,610000005184,
0.290402,0.11454,0,µm,Spine,Spine Part Length,3,3,1,100000002,610000005324,
0.209607,0.146658,0,µm,Spine,Spine Part Length,3,3,1,100000000,610000005471,
0.275927,0.139523,0,µm,Spine,Spine Part Length,3,3,1,100000000,610000005472,
0.32478,0.187127,0,µm,Spine,Spine Part Length,3,3,1,100000002,610000005549,
0.287276,0.11019,0,µm,Spine,Spine Part Length,3,3,1,100000003,610000005583,
0.360184,0.0911421,0,µm,Spine,Spine Part Length,4,2,1,100000000,610000005029,
0.213317,0.108629,0,µm,Spine,Spine Part Length,4,2,1,100000003,610000005053,
0.196668,0.158053,0,µm,Spine,Spine Part Length,4,2,1,100000000,610000005469,
0.188348,0.130011,0,µm,Spine,Spine Part Length,4,2,1,100000000,610000005470,
0.230085,0.115355,0,µm,Spine,Spine Part Length,4,2,1,100000000,610000005513,
0.173636,0.103184,0,µm,Spine,Spine Part Length,4,2,1,100000001,610000005522,
0.163774,0.0861617,0,µm,Spine,Spine Part Length,4,2,1,100000001,610000005523,
0.317033,0.121875,0,µm,Spine,Spine Part Length,4,2,1,100000002,610000005551,
0.281226,0.103379,0,µm,Spine,Spine Part Length,4,3,1,100000001,610000005129,
0.22017,0.115217,0,µm,Spine,Spine Part Length,4,3,1,100000003,610000005147,
0.204833,0.0964844,0,µm,Spine,Spine Part Length,4,3,1,100000000,610000005514,
0.23457,0.109632,0,µm,Spine,Spine Part Length,4,3,1,100000000,610000005515,
0.233251,0.112396,0,µm,Spine,Spine Part Length,4,3,1,100000000,610000005516,
0.396967,0.0914062,0,µm,Spine,Spine Part Length,4,3,1,100000001,610000005519,
0.250187,0.140125,0,µm,Spine,Spine Part Length,4,3,1,100000001,610000005520,
0.320621,0.172666,0,µm,Spine,Spine Part Length,4,3,1,100000001,610000005521,
0.401491,0.08125,0,µm,Spine,Spine Part Length,4,3,1,100000002,610000005556,
0.218368,0.0960153,0,µm,Spine,Spine Part Length,4,4,1,100000000,610000005463,
0.285191,0.0946785,0,µm,Spine,Spine Part Length,5,2,1,100000002,610000005071,
0.310532,0.0886168,0,µm,Spine,Spine Part Length,5,3,1,100000003,610000005142,
0.268618,0.10714,0,µm,Spine,Spine Part Length,5,3,1,100000002,610000005547,
0.303965,0.121875,0,µm,Spine,Spine Part Length,5,3,1,100000003,610000005569,
0.344783,0.121875,0,µm,Spine,Spine Part Length,5,4,1,100000000,610000005458,
0.386934,0.1625,0,µm,Spine,Spine Part Length,5,4,1,100000000,610000005459,
0.253744,0.162318,0,µm,Spine,Spine Part Length,5,4,1,100000000,610000005460,
0.225602,0.0927514,0,µm,Spine,Spine Part Length,5,4,1,100000000,610000005461,
0.206003,0.113898,0,µm,Spine,Spine Part Length,5,4,1,100000000,610000005462,
0.287265,0.121875,0,µm,Spine,Spine Part Length,5,4,1,100000001,610000005518,
0.266823,0.132031,0,µm,Spine,Spine Part Length,5,4,1,100000002,610000005548,
0.233815,0.0964844,0,µm,Spine,Spine Part Length,5,5,1,100000000,610000005455,
0.15788,0.08125,0.122985,µm,Spine,Spine Part Length,6,2,1,100000000,610000005045,
0.338539,0.121875,0,µm,Spine,Spine Part Length,6,2,1,100000000,610000005047,
0.386855,0.106621,0,µm,Spine,Spine Part Length,6,3,1,100000002,610000005107,
0.232662,0.0977539,0.105711,µm,Spine,Spine Part Length,6,3,1,100000000,610000005214,
0.198687,0.149044,0,µm,Spine,Spine Part Length,6,3,1,100000000,610000005314,
0.159675,0.08125,0,µm,Spine,Spine Part Length,6,3,1,100000000,610000005501,
0.412105,0.183325,0,µm,Spine,Spine Part Length,6,3,1,100000002,610000005554,
0.319804,0.176035,0,µm,Spine,Spine Part Length,6,3,1,100000003,610000005580,
0.2208,0.134449,0,µm,Spine,Spine Part Length,6,3,1,100000003,610000005581,
0.305441,0.0828931,0.160272,µm,Spine,Spine Part Length,6,4,1,100000000,610000005032,
0.686951,0.08125,0,µm,Spine,Spine Part Length,6,4,1,100000000,610000005034,
0.316283,0.0818848,0,µm,Spine,Spine Part Length,6,4,1,100000002,610000005042,
0.237304,0.125302,0,µm,Spine,Spine Part Length,6,4,1,100000000,610000005456,
0.440291,0.242728,0,µm,Spine,Spine Part Length,6,4,1,100000000,610000005457,
0.203881,0.141608,0,µm,Spine,Spine Part Length,7,3,1,100000000,610000005020,
0.247375,0.0952148,0,µm,Spine,Spine Part Length,7,3,1,100000000,610000005160,
0.193949,0.142187,0,µm,Spine,Spine Part Length,7,3,1,100000000,610000005494,
0.32808,0.0932964,0,µm,Spine,Spine Part Length,7,4,1,100000000,610000005013,
0.440309,0.227536,0.135732,µm,Spine,Spine Part Length,7,4,1,100000003,610000005018,
0.333506,0.252416,0,µm,Spine,Spine Part Length,7,4,1,100000003,610000005051,
0.181115,0.109062,0.0848445,µm,Spine,Spine Part Length,7,4,1,100000000,610000005135,
0.176155,0.104102,0.0782043,µm,Spine,Spine Part Length,7,4,1,100000000,610000005198,
0.245528,0.109334,0,µm,Spine,Spine Part Length,7,4,1,100000000,610000005467,
0.234733,0.133806,0,µm,Spine,Spine Part Length,7,4,1,100000000,610000005468,
0.237379,0.109049,0,µm,Spine,Spine Part Length,7,4,1,100000000,610000005492,
0.312714,0.197344,0,µm,Spine,Spine Part Length,7,4,1,100000000,610000005500,
0.292299,0.167367,0,µm,Spine,Spine Part Length,7,4,1,100000003,610000005582,
0.208955,0.116797,0,µm,Spine,Spine Part Length,7,5,1,100000000,610000005144,
0.185354,0.0888672,0.13006,µm,Spine,Spine Part Length,8,2,1,100000002,610000005085,
0.301854,0.0927816,0,µm,Spine,Spine Part Length,8,2,1,100000002,610000005220,
0.206812,0.1322,0,µm,Spine,Spine Part Length,8,2,1,100000002,610000005555,
0.331768,0.163592,0,µm,Spine,Spine Part Length,8,3,1,100000003,610000005577,
0.234757,0.121643,0,µm,Spine,Spine Part Length,8,3,1,100000003,610000005578,
0.269914,0.0914062,0,µm,Spine,Spine Part Length,9,2,1,100000003,610000005579,
0.295228,0.136832,0,µm,Spine,Spine Part Length,9,4,1,100000000,610000005499,
0.226296,0.08125,0,µm,Spine,Spine Part Length,9,4,1,100000003,610000005576,
