
Intensity Max Ch=6 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
0,,Surface,6,Image 1,1,0,
349,,Surface,6,Image 1,1,1,
279,,Surface,6,Image 1,1,2,
431,,Surface,6,Image 1,1,3,
