
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.292275,,Surface,1,0,
0.77121,,Surface,1,1,
0.535695,,Surface,1,2,
0.476631,,Surface,1,3,
