
Area
 ==================== 
Area,Unit,Category,Time,ID,
7637.75,µm^2,Surface,1,0,
1443.37,µm^2,Surface,1,1,
3464.5,µm^2,Surface,1,2,
7071.22,µm^2,Surface,1,3,
