
Spine Time
 ==================== 
Spine Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,5,3,1,100000000,610000006386,
0,s,Spine,3,2,1,100000002,610000006393,
0,s,Spine,3,2,1,100000002,610000006398,
0,s,Spine,4,4,1,100000002,610000006407,
0,s,Spine,13,6,1,100000000,610000006415,
0,s,Spine,4,2,1,100000002,610000006420,
0,s,Spine,13,6,1,100000000,610000006422,
0,s,Spine,5,3,1,100000000,610000006427,
0,s,Spine,16,4,1,100000000,610000006431,
0,s,Spine,27,7,1,100000001,610000006433,
0,s,Spine,4,4,1,100000002,610000006441,
0,s,Spine,7,3,1,100000000,610000006444,
0,s,Spine,5,3,1,100000000,610000006449,
0,s,Spine,13,6,1,100000000,610000006452,
0,s,Spine,5,3,1,100000002,610000006456,
0,s,Spine,1,1,1,100000000,610000006460,
0,s,Spine,4,2,1,100000000,610000006463,
0,s,Spine,8,5,1,100000002,610000006467,
0,s,Spine,0,1,1,100000002,610000006469,
0,s,Spine,5,3,1,100000000,610000006473,
0,s,Spine,9,6,1,100000002,610000006476,
0,s,Spine,11,4,1,100000000,610000006478,
0,s,Spine,10,3,1,100000000,610000006481,
0,s,Spine,4,4,1,100000002,610000006488,
0,s,Spine,3,2,1,100000000,610000006492,
0,s,Spine,1,2,1,100000002,610000006494,
0,s,Spine,4,4,1,100000002,610000006497,
0,s,Spine,2,2,1,100000000,610000006500,
0,s,Spine,8,8,1,100000002,610000006502,
0,s,Spine,2,1,1,100000000,610000006506,
0,s,Spine,1,2,1,100000002,610000006509,
0,s,Spine,2,2,1,100000000,610000006517,
0,s,Spine,1,1,1,100000000,610000006521,
0,s,Spine,13,6,1,100000000,610000006525,
0,s,Spine,1,2,1,100000002,610000006528,
0,s,Spine,2,3,1,100000002,610000006531,
0,s,Spine,5,3,1,100000002,610000006534,
0,s,Spine,17,6,1,100000002,610000006538,
0,s,Spine,3,2,1,100000000,610000006540,
0,s,Spine,1,2,1,100000002,610000006544,
0,s,Spine,17,3,1,100000000,610000006549,
0,s,Spine,9,1,1,100000000,610000006552,
0,s,Spine,16,3,1,100000000,610000006554,
0,s,Spine,3,2,1,100000000,610000006557,
0,s,Spine,5,2,1,100000000,610000006559,
0,s,Spine,9,5,1,100000001,610000006562,
0,s,Spine,9,1,1,100000000,610000006565,
0,s,Spine,5,3,1,100000000,610000006567,
0,s,Spine,1,2,1,100000002,610000006570,
0,s,Spine,4,2,1,100000000,610000006572,
0,s,Spine,11,6,1,100000001,610000006577,
0,s,Spine,4,4,1,100000002,610000006581,
0,s,Spine,5,2,1,100000000,610000006584,
0,s,Spine,13,6,1,100000000,610000006588,
0,s,Spine,1,2,1,100000000,610000006591,
0,s,Spine,8,2,1,100000000,610000006594,
0,s,Spine,12,2,1,100000000,610000006596,
0,s,Spine,7,7,1,100000002,610000006599,
0,s,Spine,19,7,1,100000002,610000006602,
0,s,Spine,8,6,1,100000000,610000006605,
0,s,Spine,8,2,1,100000000,610000006607,
0,s,Spine,6,2,1,100000000,610000006609,
0,s,Spine,0,1,1,100000002,610000006613,
0,s,Spine,3,2,1,100000000,610000006616,
0,s,Spine,5,2,1,100000000,610000006620,
0,s,Spine,6,3,1,100000000,610000006622,
0,s,Spine,17,6,1,100000002,610000006626,
0,s,Spine,1,2,1,100000002,610000006628,
0,s,Spine,1,1,1,100000002,610000006632,
0,s,Spine,2,2,1,100000001,610000006634,
0,s,Spine,3,3,1,100000000,610000006637,
0,s,Spine,1,2,1,100000000,610000006640,
0,s,Spine,4,4,1,100000002,610000006647,
0,s,Spine,16,4,1,100000000,610000006650,
0,s,Spine,3,3,1,100000002,610000006652,
0,s,Spine,3,1,1,100000000,610000006654,
0,s,Spine,12,5,1,100000001,610000006656,
0,s,Spine,3,3,1,100000000,610000006660,
0,s,Spine,1,1,1,100000001,610000006665,
0,s,Spine,0,1,1,100000002,610000006672,
0,s,Spine,11,5,1,100000001,610000006676,
0,s,Spine,10,6,1,100000002,610000006679,
0,s,Spine,24,8,1,100000001,610000006681,
0,s,Spine,4,1,1,100000000,610000006683,
0,s,Spine,16,3,1,100000000,610000006685,
0,s,Spine,9,1,1,100000000,610000006687,
0,s,Spine,2,1,1,100000000,610000006689,
0,s,Spine,8,7,1,100000002,610000006691,
0,s,Spine,16,3,1,100000000,610000006694,
0,s,Spine,0,1,1,100000002,610000006698,
0,s,Spine,0,1,1,100000002,610000006703,
0,s,Spine,11,3,1,100000000,610000006707,
0,s,Spine,7,4,1,100000000,610000006709,
0,s,Spine,3,3,1,100000002,610000006712,
0,s,Spine,4,3,1,100000000,610000006715,
0,s,Spine,4,1,1,100000000,610000006719,
0,s,Spine,7,4,1,100000000,610000006725,
0,s,Spine,9,3,1,100000000,610000006727,
0,s,Spine,3,1,1,100000000,610000006730,
0,s,Spine,4,1,1,100000000,610000006733,
0,s,Spine,4,3,1,100000000,610000006737,
0,s,Spine,11,5,1,100000000,610000006740,
0,s,Spine,5,2,1,100000000,610000006744,
0,s,Spine,5,2,1,100000002,610000006747,
0,s,Spine,0,1,1,100000001,610000006751,
0,s,Spine,6,2,1,100000000,610000006753,
0,s,Spine,8,1,1,100000000,610000006755,
0,s,Spine,1,1,1,100000002,610000006758,
0,s,Spine,7,1,1,100000000,610000006765,
0,s,Spine,8,5,1,100000002,610000006767,
0,s,Spine,3,2,1,100000002,610000006769,
0,s,Spine,3,1,1,100000000,610000006771,
0,s,Spine,3,2,1,100000000,610000006774,
0,s,Spine,4,2,1,100000002,610000006777,
0,s,Spine,6,5,1,100000002,610000006780,
0,s,Spine,17,4,1,100000000,610000006782,
0,s,Spine,4,4,1,100000002,610000006785,
0,s,Spine,0,1,1,100000000,610000006789,
0,s,Spine,9,1,1,100000000,610000006792,
0,s,Spine,3,2,1,100000000,610000006795,
0,s,Spine,18,7,1,100000001,610000006798,
0,s,Spine,2,2,1,100000000,610000006802,
0,s,Spine,1,2,1,100000000,610000006805,
0,s,Spine,1,1,1,100000001,610000006809,
0,s,Spine,7,3,1,100000000,610000006811,
0,s,Spine,6,1,1,100000000,610000006813,
0,s,Spine,9,5,1,100000000,610000006815,
0,s,Spine,2,2,1,100000000,610000006821,
0,s,Spine,7,5,1,100000002,610000006823,
0,s,Spine,4,2,1,100000001,610000006826,
0,s,Spine,1,1,1,100000001,610000006831,
0,s,Spine,10,3,1,100000000,610000006836,
0,s,Spine,6,2,1,100000000,610000006838,
0,s,Spine,4,4,1,100000002,610000006842,
0,s,Spine,6,3,1,100000000,610000006846,
0,s,Spine,1,2,1,100000002,610000006848,
0,s,Spine,3,1,1,100000000,610000006850,
0,s,Spine,6,1,1,100000000,610000006854,
0,s,Spine,0,1,1,100000001,610000006856,
0,s,Spine,9,1,1,100000000,610000006858,
0,s,Spine,1,1,1,100000001,610000006862,
0,s,Spine,5,2,1,100000000,610000006867,
0,s,Spine,2,2,1,100000000,610000006869,
0,s,Spine,0,1,1,100000000,610000006876,
0,s,Spine,1,1,1,100000001,610000006879,
0,s,Spine,0,1,1,100000001,610000006883,
0,s,Spine,0,1,1,100000002,610000006890,
0,s,Spine,10,4,1,100000001,610000006892,
0,s,Spine,4,3,1,100000000,610000006894,
0,s,Spine,4,2,1,100000001,610000006897,
0,s,Spine,12,5,1,100000000,610000006900,
0,s,Spine,13,2,1,100000000,610000006902,
0,s,Spine,10,5,1,100000001,610000006905,
0,s,Spine,1,1,1,100000001,610000006909,
0,s,Spine,1,1,1,100000001,610000006912,
0,s,Spine,1,1,1,100000002,610000006914,
0,s,Spine,1,1,1,100000001,610000006917,
0,s,Spine,3,3,1,100000000,610000006919,
0,s,Spine,0,1,1,100000000,610000006926,
0,s,Spine,1,1,1,100000001,610000006929,
0,s,Spine,0,1,1,100000002,610000006934,
0,s,Spine,0,1,1,100000000,610000006938,
0,s,Spine,3,3,1,100000002,610000006941,
0,s,Spine,19,6,1,100000001,610000006945,
