
Segment Center Intensity Median Ch=2 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
50.0625,,Segment,2,21,Image 1,10,1,100000002,510000000040,
20.0625,,Segment,2,20,Image 1,9,1,100000002,510000000048,
99.0156,,Segment,2,19,Image 1,8,1,100000002,510000000050,
32.0625,,Segment,2,18,Image 1,8,1,100000002,510000000054,
44.0625,,Segment,2,17,Image 1,7,1,100000002,510000000062,
81.0156,,Segment,2,16,Image 1,7,1,100000002,510000000064,
41.0312,,Segment,2,15,Image 1,7,1,100000002,510000000071,
67.0625,,Segment,2,13,Image 1,5,1,100000002,510000000088,
28.625,,Segment,2,12,Image 1,5,1,100000002,510000000117,
76.0625,,Segment,2,11,Image 1,5,1,100000002,510000000119,
99.0312,,Segment,2,10,Image 1,5,1,100000002,510000000121,
61.0312,,Segment,2,8,Image 1,5,1,100000002,510000000124,
105.062,,Segment,2,7,Image 1,4,1,100000002,510000000130,
84.0312,,Segment,2,6,Image 1,4,1,100000002,510000000133,
62.0625,,Segment,2,5,Image 1,3,1,100000002,510000000142,
66.0625,,Segment,2,4,Image 1,2,1,100000002,510000000190,
64.0625,,Segment,2,3,Image 1,2,1,100000002,510000000211,
104.016,,Segment,2,2,Image 1,2,1,100000002,510000000213,
109.016,,Segment,2,1,Image 1,1,1,100000002,510000000218,
107.031,,Segment,2,0,Image 1,1,1,100000002,510000000244,
19.0156,,Segment,2,21,Image 1,9,1,100000002,510000000264,
22.0625,,Segment,2,22,Image 1,9,1,100000002,510000000273,
71.0312,,Segment,2,21,Image 1,8,1,100000002,510000000275,
23.0625,,Segment,2,20,Image 1,8,1,100000002,510000000287,
27.0312,,Segment,2,21,Image 1,9,1,100000002,510000000290,
34.5625,,Segment,2,19,Image 1,9,1,100000002,510000000294,
55.0625,,Segment,2,16,Image 1,8,1,100000002,510000000301,
71.0312,,Segment,2,17,Image 1,8,1,100000002,510000000307,
53.5625,,Segment,2,14,Image 1,5,1,100000002,510000000324,
59.0312,,Segment,2,16,Image 1,7,1,100000002,510000000326,
21.0156,,Segment,2,15,Image 1,6,1,100000002,510000000329,
46.0312,,Segment,2,16,Image 1,6,1,100000002,510000000331,
47.625,,Segment,2,19,Image 1,7,1,100000002,510000000381,
46.5625,,Segment,2,18,Image 1,7,1,100000002,510000000392,
8.0625,,Segment,2,17,Image 1,7,1,100000002,510000000408,
82.0625,,Segment,2,16,Image 1,6,1,100000002,510000000422,
56.0625,,Segment,2,15,Image 1,6,1,100000002,510000000430,
63.0312,,Segment,2,14,Image 1,6,1,100000002,510000000432,
62.0625,,Segment,2,13,Image 1,6,1,100000002,510000000443,
77.5625,,Segment,2,12,Image 1,6,1,100000002,510000000452,
64.0625,,Segment,2,11,Image 1,6,1,100000002,510000000459,
40.0312,,Segment,2,19,Image 1,8,1,100000002,510000000471,
