
Spine Part Volume
 ==================== 
Spine Part Volume Ground,Spine Part Volume Head,Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0123671,0.00152719,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006469,
0.0105757,0.00578791,0.00846937,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006613,
0.0534514,0.0235269,0.0164726,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006672,
0.0286357,0.01325,0.0146702,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006698,
0.0523254,0.0393301,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006703,
0.0145617,0.00299005,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000006751,
0.00758793,0.00277356,0.00474784,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000006789,
0.0126115,0.00237364,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000006856,
0.00443483,0.00945153,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000006876,
0.012625,0.00898708,0.0114853,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000006883,
0.0321859,0.0107797,0.0108306,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006890,
0,0.00612994,0.0124092,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000006926,
0.0137178,0.0231478,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006934,
0.0361819,0.0746965,0.0217942,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000006938,
0.0306044,0.01325,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000006953,
0.00803877,0.00277356,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000006967,
0.00811493,0.00277356,0.00381586,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000006971,
0.0222264,0.0442007,0.0374709,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007017,
0.0077094,0.00296287,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007037,
0.0386965,0.0139628,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007040,
0.0151705,0.00114614,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007046,
0.0615369,0.049849,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007071,
0.0174428,0.00112339,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007087,
0.0121027,0.0140038,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007099,
0.0108666,0.00112339,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007119,
0.271818,0.661223,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007160,
0.0107254,0.001866,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007175,
0.0425433,0.00561052,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007200,
0.0120464,0.0274232,0.0172999,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007213,
0.00686631,0.00268254,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007215,
0.00582301,0.00493731,0.00602168,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007225,
0.0233454,0.0347998,0.0192805,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007253,
0.159361,0.0849859,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007278,
0.03238,0.0190293,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007282,
0.0412569,0.00322933,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007288,
0.0218262,0.0106728,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007291,
0.0129162,0.00359313,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007300,
0.0105923,0.00277356,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007303,
0.0269042,0.00762771,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007307,
0.0242109,0.0115694,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007313,
0.0144603,0.00478578,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007337,
0.0327537,0.0177218,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007347,
0.071271,0.0468806,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007359,
0.0904269,0.049849,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007368,
0.00888128,0.0015991,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007372,
0.110798,0.0746965,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007392,
0.0493583,0.0204346,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007395,
0.00319557,0.00768708,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007402,
0.022878,0.0120768,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007409,
0.0319142,0.0139628,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007412,
0.0237275,0.00898708,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007424,
0.00874233,0.00286921,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007429,
0.0214118,0.0237548,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007451,
0.0653769,0.0148262,0.0390221,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007456,
0.00700662,0.00289566,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007459,
0.0104505,0.00535762,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007467,
0.0469441,0.0441493,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000007470,
0.00995183,0.00287469,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007476,
0.0206749,0.00899254,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007488,
0.10768,0.226232,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007493,
0.571202,0.466879,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007503,
0.0163443,0.00199477,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007506,
0.0364796,0.02126,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007527,
0.427858,0.30972,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007529,
0.0426472,0.0180463,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007547,
0.131425,0.0941223,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007550,
0.017824,0.010871,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007570,
0.0538742,0.0274232,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007584,
0.0333811,0.0212845,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007618,
0.218004,0.169767,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007623,
0.0130309,0.00478578,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007628,
0.0289399,0.00139754,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007642,
0.0286121,0.0164909,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000007644,
0.0528675,0.0264449,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000007702,
