
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.210249,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000006386,
0.247993,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000006393,
0.247993,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000006398,
0.246578,µm,Spine,Spine Part Min Diameter,4,4,1,100000002,610000006407,
0.196279,µm,Spine,Spine Part Min Diameter,13,6,1,100000000,610000006415,
0.271893,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000006420,
0.256445,µm,Spine,Spine Part Min Diameter,13,6,1,100000000,610000006422,
0.210249,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000006427,
0.1625,µm,Spine,Spine Part Min Diameter,16,4,1,100000000,610000006431,
0.230295,µm,Spine,Spine Part Min Diameter,27,7,1,100000001,610000006433,
0.246578,µm,Spine,Spine Part Min Diameter,4,4,1,100000002,610000006441,
0.1625,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000006444,
0.210249,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000006449,
0.256445,µm,Spine,Spine Part Min Diameter,13,6,1,100000000,610000006452,
0.173139,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000006456,
0.223731,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000006460,
0.301802,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000006463,
0.175636,µm,Spine,Spine Part Min Diameter,8,5,1,100000002,610000006467,
0.226235,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000006469,
0.210249,µm,Spine,Spine Part Min Diameter,5,3,1,100000000,610000006473,
0.302967,µm,Spine,Spine Part Min Diameter,9,6,1,100000002,610000006476,
0.172656,µm,Spine,Spine Part Min Diameter,11,4,1,100000000,610000006478,
0.1625,µm,Spine,Spine Part Min Diameter,10,3,1,100000000,610000006481,
