
Spine Center Intensity Max Ch=3 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
75,,Spine,3,5,Image 1,3,1,100000000,610000006386,
66,,Spine,3,3,Image 1,2,1,100000002,610000006393,
66,,Spine,3,3,Image 1,2,1,100000002,610000006398,
43,,Spine,3,4,Image 1,4,1,100000002,610000006407,
166,,Spine,3,13,Image 1,6,1,100000000,610000006415,
121,,Spine,3,4,Image 1,2,1,100000002,610000006420,
44,,Spine,3,13,Image 1,6,1,100000000,610000006422,
69,,Spine,3,5,Image 1,3,1,100000000,610000006427,
89,,Spine,3,16,Image 1,4,1,100000000,610000006431,
19,,Spine,3,27,Image 1,7,1,100000001,610000006433,
43,,Spine,3,4,Image 1,4,1,100000002,610000006441,
75,,Spine,3,7,Image 1,3,1,100000000,610000006444,
75,,Spine,3,5,Image 1,3,1,100000000,610000006449,
43,,Spine,3,13,Image 1,6,1,100000000,610000006452,
47,,Spine,3,5,Image 1,3,1,100000002,610000006456,
87,,Spine,3,1,Image 1,1,1,100000000,610000006460,
113,,Spine,3,4,Image 1,2,1,100000000,610000006463,
131,,Spine,3,8,Image 1,5,1,100000002,610000006467,
80,,Spine,3,0,Image 1,1,1,100000002,610000006469,
75,,Spine,3,5,Image 1,3,1,100000000,610000006473,
118,,Spine,3,9,Image 1,6,1,100000002,610000006476,
15,,Spine,3,11,Image 1,4,1,100000000,610000006478,
46,,Spine,3,10,Image 1,3,1,100000000,610000006481,
43,,Spine,3,4,Image 1,4,1,100000002,610000006488,
50,,Spine,3,3,Image 1,2,1,100000000,610000006492,
111,,Spine,3,1,Image 1,2,1,100000002,610000006494,
103,,Spine,3,4,Image 1,4,1,100000002,610000006497,
54,,Spine,3,2,Image 1,2,1,100000000,610000006500,
21,,Spine,3,8,Image 1,8,1,100000002,610000006502,
62,,Spine,3,2,Image 1,1,1,100000000,610000006506,
54,,Spine,3,1,Image 1,2,1,100000002,610000006509,
136,,Spine,3,2,Image 1,2,1,100000000,610000006517,
85,,Spine,3,1,Image 1,1,1,100000000,610000006521,
166,,Spine,3,13,Image 1,6,1,100000000,610000006525,
67,,Spine,3,1,Image 1,2,1,100000002,610000006528,
