
Spine Intensity Median Ch=1 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.00391,,Spine,1,5,Image 1,3,1,100000000,610000006386,
1.00195,,Spine,1,3,Image 1,2,1,100000002,610000006393,
1.00195,,Spine,1,3,Image 1,2,1,100000002,610000006398,
1.00391,,Spine,1,4,Image 1,4,1,100000002,610000006407,
1.00781,,Spine,1,13,Image 1,6,1,100000000,610000006415,
1.00391,,Spine,1,4,Image 1,2,1,100000002,610000006420,
1.00391,,Spine,1,13,Image 1,6,1,100000000,610000006422,
1.00391,,Spine,1,5,Image 1,3,1,100000000,610000006427,
1.00391,,Spine,1,16,Image 1,4,1,100000000,610000006431,
2.00391,,Spine,1,27,Image 1,7,1,100000001,610000006433,
1.00391,,Spine,1,4,Image 1,4,1,100000002,610000006441,
1.00195,,Spine,1,7,Image 1,3,1,100000000,610000006444,
1.00391,,Spine,1,5,Image 1,3,1,100000000,610000006449,
1.00391,,Spine,1,13,Image 1,6,1,100000000,610000006452,
1.00391,,Spine,1,5,Image 1,3,1,100000002,610000006456,
0.00390625,,Spine,1,1,Image 1,1,1,100000000,610000006460,
1.00391,,Spine,1,4,Image 1,2,1,100000000,610000006463,
1.50781,,Spine,1,8,Image 1,5,1,100000002,610000006467,
2.00391,,Spine,1,0,Image 1,1,1,100000002,610000006469,
1.00391,,Spine,1,5,Image 1,3,1,100000000,610000006473,
1.00391,,Spine,1,9,Image 1,6,1,100000002,610000006476,
1.00391,,Spine,1,11,Image 1,4,1,100000000,610000006478,
1.00391,,Spine,1,10,Image 1,3,1,100000000,610000006481,
1.00391,,Spine,1,4,Image 1,4,1,100000002,610000006488,
1.00391,,Spine,1,3,Image 1,2,1,100000000,610000006492,
0.0078125,,Spine,1,1,Image 1,2,1,100000002,610000006494,
1.00391,,Spine,1,4,Image 1,4,1,100000002,610000006497,
94.25,,Spine,1,2,Image 1,2,1,100000000,610000006500,
2.00391,,Spine,1,8,Image 1,8,1,100000002,610000006502,
1.00391,,Spine,1,2,Image 1,1,1,100000000,610000006506,
1.00391,,Spine,1,1,Image 1,2,1,100000002,610000006509,
2.125,,Spine,1,2,Image 1,2,1,100000000,610000006517,
0.00390625,,Spine,1,1,Image 1,1,1,100000000,610000006521,
1.00391,,Spine,1,13,Image 1,6,1,100000000,610000006525,
1.00781,,Spine,1,1,Image 1,2,1,100000002,610000006528,
1.00195,,Spine,1,2,Image 1,3,1,100000002,610000006531,
1.00391,,Spine,1,5,Image 1,3,1,100000002,610000006534,
1.00391,,Spine,1,17,Image 1,6,1,100000002,610000006538,
1.00391,,Spine,1,3,Image 1,2,1,100000000,610000006540,
51.25,,Spine,1,1,Image 1,2,1,100000002,610000006544,
1.00391,,Spine,1,17,Image 1,3,1,100000000,610000006549,
1.00391,,Spine,1,9,Image 1,1,1,100000000,610000006552,
2.01562,,Spine,1,16,Image 1,3,1,100000000,610000006554,
1.00391,,Spine,1,3,Image 1,2,1,100000000,610000006557,
2.00781,,Spine,1,5,Image 1,2,1,100000000,610000006559,
1.01562,,Spine,1,9,Image 1,5,1,100000001,610000006562,
1.01562,,Spine,1,9,Image 1,1,1,100000000,610000006565,
16.25,,Spine,1,5,Image 1,3,1,100000000,610000006567,
1.00391,,Spine,1,1,Image 1,2,1,100000002,610000006570,
1.00391,,Spine,1,4,Image 1,2,1,100000000,610000006572,
1.00391,,Spine,1,11,Image 1,6,1,100000001,610000006577,
1.00391,,Spine,1,4,Image 1,4,1,100000002,610000006581,
8.0625,,Spine,1,5,Image 1,2,1,100000000,610000006584,
1.00781,,Spine,1,13,Image 1,6,1,100000000,610000006588,
1.00781,,Spine,1,1,Image 1,2,1,100000000,610000006591,
1.00391,,Spine,1,8,Image 1,2,1,100000000,610000006594,
1.00781,,Spine,1,12,Image 1,2,1,100000000,610000006596,
1.00391,,Spine,1,7,Image 1,7,1,100000002,610000006599,
1.00391,,Spine,1,19,Image 1,7,1,100000002,610000006602,
1.00391,,Spine,1,8,Image 1,6,1,100000000,610000006605,
1.00781,,Spine,1,8,Image 1,2,1,100000000,610000006607,
3.03125,,Spine,1,6,Image 1,2,1,100000000,610000006609,
1.00391,,Spine,1,0,Image 1,1,1,100000002,610000006613,
1.00391,,Spine,1,3,Image 1,2,1,100000000,610000006616,
2.00781,,Spine,1,5,Image 1,2,1,100000000,610000006620,
3.03125,,Spine,1,6,Image 1,3,1,100000000,610000006622,
1.00781,,Spine,1,17,Image 1,6,1,100000002,610000006626,
1.00781,,Spine,1,1,Image 1,2,1,100000002,610000006628,
2.00781,,Spine,1,1,Image 1,1,1,100000002,610000006632,
1.00391,,Spine,1,2,Image 1,2,1,100000001,610000006634,
1.00391,,Spine,1,3,Image 1,3,1,100000000,610000006637,
3.0625,,Spine,1,1,Image 1,2,1,100000000,610000006640,
1.00391,,Spine,1,4,Image 1,4,1,100000002,610000006647,
1.00391,,Spine,1,16,Image 1,4,1,100000000,610000006650,
1.00391,,Spine,1,3,Image 1,3,1,100000002,610000006652,
1.00391,,Spine,1,3,Image 1,1,1,100000000,610000006654,
1.00391,,Spine,1,12,Image 1,5,1,100000001,610000006656,
2.03125,,Spine,1,3,Image 1,3,1,100000000,610000006660,
8.0625,,Spine,1,1,Image 1,1,1,100000001,610000006665,
1.00391,,Spine,1,0,Image 1,1,1,100000002,610000006672,
1.00391,,Spine,1,11,Image 1,5,1,100000001,610000006676,
2.01562,,Spine,1,10,Image 1,6,1,100000002,610000006679,
1.00391,,Spine,1,24,Image 1,8,1,100000001,610000006681,
1.00391,,Spine,1,4,Image 1,1,1,100000000,610000006683,
2.00391,,Spine,1,16,Image 1,3,1,100000000,610000006685,
1.00391,,Spine,1,9,Image 1,1,1,100000000,610000006687,
1.00391,,Spine,1,2,Image 1,1,1,100000000,610000006689,
2.00391,,Spine,1,8,Image 1,7,1,100000002,610000006691,
2.00781,,Spine,1,16,Image 1,3,1,100000000,610000006694,
1.00391,,Spine,1,0,Image 1,1,1,100000002,610000006698,
0.00390625,,Spine,1,0,Image 1,1,1,100000002,610000006703,
1.00391,,Spine,1,11,Image 1,3,1,100000000,610000006707,
1.00391,,Spine,1,7,Image 1,4,1,100000000,610000006709,
1.00391,,Spine,1,3,Image 1,3,1,100000002,610000006712,
1.00391,,Spine,1,4,Image 1,3,1,100000000,610000006715,
1.00391,,Spine,1,4,Image 1,1,1,100000000,610000006719,
1.03125,,Spine,1,7,Image 1,4,1,100000000,610000006725,
1.00391,,Spine,1,9,Image 1,3,1,100000000,610000006727,
2.00781,,Spine,1,3,Image 1,1,1,100000000,610000006730,
13.25,,Spine,1,4,Image 1,1,1,100000000,610000006733,
1.00391,,Spine,1,4,Image 1,3,1,100000000,610000006737,
1.00391,,Spine,1,11,Image 1,5,1,100000000,610000006740,
2.00781,,Spine,1,5,Image 1,2,1,100000000,610000006744,
1.00391,,Spine,1,5,Image 1,2,1,100000002,610000006747,
0.00195312,,Spine,1,0,Image 1,1,1,100000001,610000006751,
15.125,,Spine,1,6,Image 1,2,1,100000000,610000006753,
