
Spine Center Intensity Min Ch=2 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
8,,Spine,2,5,Image 1,3,1,100000000,610000006386,
11,,Spine,2,3,Image 1,2,1,100000002,610000006393,
18,,Spine,2,3,Image 1,2,1,100000002,610000006398,
28,,Spine,2,4,Image 1,4,1,100000002,610000006407,
6,,Spine,2,13,Image 1,6,1,100000000,610000006415,
9,,Spine,2,4,Image 1,2,1,100000002,610000006420,
12,,Spine,2,13,Image 1,6,1,100000000,610000006422,
3,,Spine,2,5,Image 1,3,1,100000000,610000006427,
5,,Spine,2,16,Image 1,4,1,100000000,610000006431,
10,,Spine,2,27,Image 1,7,1,100000001,610000006433,
18,,Spine,2,4,Image 1,4,1,100000002,610000006441,
5,,Spine,2,7,Image 1,3,1,100000000,610000006444,
8,,Spine,2,5,Image 1,3,1,100000000,610000006449,
7,,Spine,2,13,Image 1,6,1,100000000,610000006452,
6,,Spine,2,5,Image 1,3,1,100000002,610000006456,
9,,Spine,2,1,Image 1,1,1,100000000,610000006460,
3,,Spine,2,4,Image 1,2,1,100000000,610000006463,
11,,Spine,2,8,Image 1,5,1,100000002,610000006467,
9,,Spine,2,0,Image 1,1,1,100000002,610000006469,
8,,Spine,2,5,Image 1,3,1,100000000,610000006473,
7,,Spine,2,9,Image 1,6,1,100000002,610000006476,
7,,Spine,2,11,Image 1,4,1,100000000,610000006478,
21,,Spine,2,10,Image 1,3,1,100000000,610000006481,
22,,Spine,2,4,Image 1,4,1,100000002,610000006488,
4,,Spine,2,3,Image 1,2,1,100000000,610000006492,
4,,Spine,2,1,Image 1,2,1,100000002,610000006494,
11,,Spine,2,4,Image 1,4,1,100000002,610000006497,
20,,Spine,2,2,Image 1,2,1,100000000,610000006500,
19,,Spine,2,8,Image 1,8,1,100000002,610000006502,
19,,Spine,2,2,Image 1,1,1,100000000,610000006506,
9,,Spine,2,1,Image 1,2,1,100000002,610000006509,
21,,Spine,2,2,Image 1,2,1,100000000,610000006517,
9,,Spine,2,1,Image 1,1,1,100000000,610000006521,
8,,Spine,2,13,Image 1,6,1,100000000,610000006525,
16,,Spine,2,1,Image 1,2,1,100000002,610000006528,
14,,Spine,2,2,Image 1,3,1,100000002,610000006531,
25,,Spine,2,5,Image 1,3,1,100000002,610000006534,
10,,Spine,2,17,Image 1,6,1,100000002,610000006538,
8,,Spine,2,3,Image 1,2,1,100000000,610000006540,
4,,Spine,2,1,Image 1,2,1,100000002,610000006544,
9,,Spine,2,17,Image 1,3,1,100000000,610000006549,
36,,Spine,2,9,Image 1,1,1,100000000,610000006552,
9,,Spine,2,16,Image 1,3,1,100000000,610000006554,
4,,Spine,2,3,Image 1,2,1,100000000,610000006557,
10,,Spine,2,5,Image 1,2,1,100000000,610000006559,
11,,Spine,2,9,Image 1,5,1,100000001,610000006562,
13,,Spine,2,9,Image 1,1,1,100000000,610000006565,
6,,Spine,2,5,Image 1,3,1,100000000,610000006567,
12,,Spine,2,1,Image 1,2,1,100000002,610000006570,
8,,Spine,2,4,Image 1,2,1,100000000,610000006572,
17,,Spine,2,11,Image 1,6,1,100000001,610000006577,
19,,Spine,2,4,Image 1,4,1,100000002,610000006581,
10,,Spine,2,5,Image 1,2,1,100000000,610000006584,
8,,Spine,2,13,Image 1,6,1,100000000,610000006588,
14,,Spine,2,1,Image 1,2,1,100000000,610000006591,
16,,Spine,2,8,Image 1,2,1,100000000,610000006594,
4,,Spine,2,12,Image 1,2,1,100000000,610000006596,
8,,Spine,2,7,Image 1,7,1,100000002,610000006599,
16,,Spine,2,19,Image 1,7,1,100000002,610000006602,
8,,Spine,2,8,Image 1,6,1,100000000,610000006605,
15,,Spine,2,8,Image 1,2,1,100000000,610000006607,
14,,Spine,2,6,Image 1,2,1,100000000,610000006609,
8,,Spine,2,0,Image 1,1,1,100000002,610000006613,
10,,Spine,2,3,Image 1,2,1,100000000,610000006616,
22,,Spine,2,5,Image 1,2,1,100000000,610000006620,
24,,Spine,2,6,Image 1,3,1,100000000,610000006622,
6,,Spine,2,17,Image 1,6,1,100000002,610000006626,
17,,Spine,2,1,Image 1,2,1,100000002,610000006628,
18,,Spine,2,1,Image 1,1,1,100000002,610000006632,
14,,Spine,2,2,Image 1,2,1,100000001,610000006634,
7,,Spine,2,3,Image 1,3,1,100000000,610000006637,
27,,Spine,2,1,Image 1,2,1,100000000,610000006640,
18,,Spine,2,4,Image 1,4,1,100000002,610000006647,
14,,Spine,2,16,Image 1,4,1,100000000,610000006650,
18,,Spine,2,3,Image 1,3,1,100000002,610000006652,
17,,Spine,2,3,Image 1,1,1,100000000,610000006654,
20,,Spine,2,12,Image 1,5,1,100000001,610000006656,
27,,Spine,2,3,Image 1,3,1,100000000,610000006660,
8,,Spine,2,1,Image 1,1,1,100000001,610000006665,
46,,Spine,2,0,Image 1,1,1,100000002,610000006672,
23,,Spine,2,11,Image 1,5,1,100000001,610000006676,
12,,Spine,2,10,Image 1,6,1,100000002,610000006679,
6,,Spine,2,24,Image 1,8,1,100000001,610000006681,
13,,Spine,2,4,Image 1,1,1,100000000,610000006683,
16,,Spine,2,16,Image 1,3,1,100000000,610000006685,
14,,Spine,2,9,Image 1,1,1,100000000,610000006687,
4,,Spine,2,2,Image 1,1,1,100000000,610000006689,
36,,Spine,2,8,Image 1,7,1,100000002,610000006691,
16,,Spine,2,16,Image 1,3,1,100000000,610000006694,
22,,Spine,2,0,Image 1,1,1,100000002,610000006698,
25,,Spine,2,0,Image 1,1,1,100000002,610000006703,
15,,Spine,2,11,Image 1,3,1,100000000,610000006707,
7,,Spine,2,7,Image 1,4,1,100000000,610000006709,
15,,Spine,2,3,Image 1,3,1,100000002,610000006712,
29,,Spine,2,4,Image 1,3,1,100000000,610000006715,
14,,Spine,2,4,Image 1,1,1,100000000,610000006719,
22,,Spine,2,7,Image 1,4,1,100000000,610000006725,
17,,Spine,2,9,Image 1,3,1,100000000,610000006727,
15,,Spine,2,3,Image 1,1,1,100000000,610000006730,
15,,Spine,2,4,Image 1,1,1,100000000,610000006733,
28,,Spine,2,4,Image 1,3,1,100000000,610000006737,
13,,Spine,2,11,Image 1,5,1,100000000,610000006740,
17,,Spine,2,5,Image 1,2,1,100000000,610000006744,
23,,Spine,2,5,Image 1,2,1,100000002,610000006747,
50,,Spine,2,0,Image 1,1,1,100000001,610000006751,
15,,Spine,2,6,Image 1,2,1,100000000,610000006753,
20,,Spine,2,8,Image 1,1,1,100000000,610000006755,
18,,Spine,2,1,Image 1,1,1,100000002,610000006758,
21,,Spine,2,7,Image 1,1,1,100000000,610000006765,
17,,Spine,2,8,Image 1,5,1,100000002,610000006767,
14,,Spine,2,3,Image 1,2,1,100000002,610000006769,
25,,Spine,2,3,Image 1,1,1,100000000,610000006771,
23,,Spine,2,3,Image 1,2,1,100000000,610000006774,
5,,Spine,2,4,Image 1,2,1,100000002,610000006777,
23,,Spine,2,6,Image 1,5,1,100000002,610000006780,
8,,Spine,2,17,Image 1,4,1,100000000,610000006782,
6,,Spine,2,4,Image 1,4,1,100000002,610000006785,
57,,Spine,2,0,Image 1,1,1,100000000,610000006789,
8,,Spine,2,9,Image 1,1,1,100000000,610000006792,
23,,Spine,2,3,Image 1,2,1,100000000,610000006795,
7,,Spine,2,18,Image 1,7,1,100000001,610000006798,
14,,Spine,2,2,Image 1,2,1,100000000,610000006802,
13,,Spine,2,1,Image 1,2,1,100000000,610000006805,
43,,Spine,2,1,Image 1,1,1,100000001,610000006809,
17,,Spine,2,7,Image 1,3,1,100000000,610000006811,
