
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
81.8013,°,Spine,4,2,1,100000002,610000006420,
77.6927,°,Spine,16,4,1,100000000,610000006431,
81.0769,°,Spine,27,7,1,100000001,610000006433,
88.9602,°,Spine,7,3,1,100000000,610000006444,
88.3745,°,Spine,5,3,1,100000002,610000006456,
70.8048,°,Spine,4,2,1,100000000,610000006463,
83.1386,°,Spine,0,1,1,100000002,610000006469,
90.8844,°,Spine,11,4,1,100000000,610000006478,
67.0462,°,Spine,10,3,1,100000000,610000006481,
88.2011,°,Spine,4,4,1,100000002,610000006497,
84.942,°,Spine,2,2,1,100000000,610000006500,
87.5607,°,Spine,8,8,1,100000002,610000006502,
71.1815,°,Spine,1,2,1,100000002,610000006509,
93.6427,°,Spine,1,1,1,100000000,610000006521,
71.6081,°,Spine,1,2,1,100000002,610000006528,
92.6085,°,Spine,5,3,1,100000002,610000006534,
89.3025,°,Spine,17,6,1,100000002,610000006538,
88.2114,°,Spine,3,2,1,100000000,610000006540,
72.9813,°,Spine,9,1,1,100000000,610000006552,
68.2497,°,Spine,5,2,1,100000000,610000006559,
51.9081,°,Spine,9,5,1,100000001,610000006562,
94.0499,°,Spine,5,3,1,100000000,610000006567,
75.639,°,Spine,4,2,1,100000000,610000006572,
84.6659,°,Spine,11,6,1,100000001,610000006577,
70.1004,°,Spine,5,2,1,100000000,610000006584,
112.722,°,Spine,8,2,1,100000000,610000006594,
64.0224,°,Spine,12,2,1,100000000,610000006596,
84.9082,°,Spine,7,7,1,100000002,610000006599,
62.3035,°,Spine,8,6,1,100000000,610000006605,
42.5118,°,Spine,8,2,1,100000000,610000006607,
86.4023,°,Spine,3,2,1,100000000,610000006616,
91.5342,°,Spine,6,3,1,100000000,610000006622,
64.6839,°,Spine,17,6,1,100000002,610000006626,
86.6468,°,Spine,1,1,1,100000002,610000006632,
85.6637,°,Spine,2,2,1,100000001,610000006634,
76.1211,°,Spine,3,3,1,100000000,610000006637,
68.786,°,Spine,16,4,1,100000000,610000006650,
80.1492,°,Spine,3,3,1,100000002,610000006652,
87.6392,°,Spine,3,1,1,100000000,610000006654,
73.373,°,Spine,12,5,1,100000001,610000006656,
76.0785,°,Spine,10,6,1,100000002,610000006679,
78.7903,°,Spine,24,8,1,100000001,610000006681,
78.8155,°,Spine,4,1,1,100000000,610000006683,
72.5181,°,Spine,16,3,1,100000000,610000006685,
88.3314,°,Spine,9,1,1,100000000,610000006687,
86.1463,°,Spine,2,1,1,100000000,610000006689,
69.1975,°,Spine,8,7,1,100000002,610000006691,
78.1316,°,Spine,16,3,1,100000000,610000006694,
87.9594,°,Spine,7,4,1,100000000,610000006709,
85.5411,°,Spine,3,3,1,100000002,610000006712,
69.5839,°,Spine,9,3,1,100000000,610000006727,
88.6472,°,Spine,3,1,1,100000000,610000006730,
79.9381,°,Spine,4,1,1,100000000,610000006733,
89.5111,°,Spine,4,3,1,100000000,610000006737,
79.9096,°,Spine,11,5,1,100000000,610000006740,
83.1095,°,Spine,8,1,1,100000000,610000006755,
86.7047,°,Spine,1,1,1,100000002,610000006758,
77.4033,°,Spine,3,2,1,100000002,610000006769,
56.8126,°,Spine,3,2,1,100000000,610000006774,
79.6743,°,Spine,4,2,1,100000002,610000006777,
67.0324,°,Spine,6,5,1,100000002,610000006780,
81.3622,°,Spine,17,4,1,100000000,610000006782,
72.2837,°,Spine,9,1,1,100000000,610000006792,
65.8966,°,Spine,3,2,1,100000000,610000006795,
90.3836,°,Spine,18,7,1,100000001,610000006798,
65.1231,°,Spine,6,1,1,100000000,610000006813,
101.222,°,Spine,9,5,1,100000000,610000006815,
83.5976,°,Spine,7,5,1,100000002,610000006823,
64.5338,°,Spine,4,2,1,100000001,610000006826,
94.146,°,Spine,6,3,1,100000000,610000006846,
87.7766,°,Spine,3,1,1,100000000,610000006850,
97.8352,°,Spine,0,1,1,100000001,610000006856,
88.9799,°,Spine,5,2,1,100000000,610000006867,
83.0207,°,Spine,0,1,1,100000001,610000006883,
84.5211,°,Spine,10,4,1,100000001,610000006892,
66.3422,°,Spine,4,3,1,100000000,610000006894,
60.8307,°,Spine,4,2,1,100000001,610000006897,
81.2903,°,Spine,12,5,1,100000000,610000006900,
82.8478,°,Spine,13,2,1,100000000,610000006902,
69.2497,°,Spine,10,5,1,100000001,610000006905,
61.8658,°,Spine,1,1,1,100000002,610000006914,
84.2374,°,Spine,3,3,1,100000000,610000006919,
73.9201,°,Spine,0,1,1,100000000,610000006926,
83.0515,°,Spine,3,3,1,100000002,610000006941,
98.0287,°,Spine,19,6,1,100000001,610000006945,
78.7762,°,Spine,7,4,1,100000002,610000006947,
87.5375,°,Spine,6,1,1,100000000,610000006955,
74.4571,°,Spine,3,2,1,100000000,610000006958,
60.032,°,Spine,14,8,1,100000002,610000006964,
83.0275,°,Spine,4,2,1,100000000,610000006979,
87.1242,°,Spine,8,5,1,100000002,610000006982,
82.8462,°,Spine,2,2,1,100000000,610000006987,
85.5962,°,Spine,17,6,1,100000001,610000006990,
88.3222,°,Spine,4,1,1,100000000,610000006994,
77.2271,°,Spine,12,5,1,100000002,610000007001,
68.3247,°,Spine,12,2,1,100000000,610000007003,
87.2736,°,Spine,2,3,1,100000002,610000007006,
59.5898,°,Spine,7,6,1,100000002,610000007019,
71.8471,°,Spine,1,2,1,100000001,610000007028,
92.6796,°,Spine,17,4,1,100000000,610000007034,
85.7483,°,Spine,3,3,1,100000000,610000007048,
78.5439,°,Spine,7,2,1,100000000,610000007051,
64.4832,°,Spine,5,3,1,100000001,610000007057,
81.4729,°,Spine,5,3,1,100000000,610000007062,
80.4653,°,Spine,5,3,1,100000002,610000007078,
85.5082,°,Spine,2,2,1,100000000,610000007080,
79.6069,°,Spine,9,1,1,100000000,610000007091,
82.4693,°,Spine,4,2,1,100000002,610000007096,
63.0734,°,Spine,9,3,1,100000001,610000007102,
67.7946,°,Spine,1,2,1,100000002,610000007107,
84.2951,°,Spine,1,2,1,100000000,610000007113,
55.4842,°,Spine,4,3,1,100000002,610000007116,
79.0364,°,Spine,6,3,1,100000000,610000007122,
54.0128,°,Spine,11,4,1,100000001,610000007133,
72.3767,°,Spine,4,2,1,100000000,610000007136,
69.7983,°,Spine,1,1,1,100000002,610000007138,
87.8197,°,Spine,2,2,1,100000000,610000007148,
80.4625,°,Spine,5,3,1,100000000,610000007154,
84.276,°,Spine,5,3,1,100000002,610000007157,
86.573,°,Spine,6,2,1,100000000,610000007164,
119.781,°,Spine,6,4,1,100000000,610000007166,
64.658,°,Spine,6,4,1,100000000,610000007173,
97.7948,°,Spine,0,1,1,100000001,610000007175,
85.2496,°,Spine,9,1,1,100000000,610000007179,
65.4132,°,Spine,10,4,1,100000000,610000007182,
113.945,°,Spine,17,7,1,100000001,610000007184,
77.5292,°,Spine,2,2,1,100000000,610000007188,
78.8928,°,Spine,3,3,1,100000000,610000007190,
58.6871,°,Spine,5,3,1,100000002,610000007193,
86.4789,°,Spine,16,3,1,100000000,610000007204,
95.1991,°,Spine,2,2,1,100000000,610000007218,
85.5669,°,Spine,5,3,1,100000002,610000007220,
79.7811,°,Spine,1,1,1,100000000,610000007243,
80.6682,°,Spine,3,2,1,100000000,610000007249,
81.2178,°,Spine,0,1,1,100000000,610000007253,
104.568,°,Spine,7,5,1,100000002,610000007262,
71.0799,°,Spine,8,5,1,100000002,610000007274,
85.6552,°,Spine,0,1,1,100000002,610000007288,
143.813,°,Spine,2,1,1,100000000,610000007296,
90.4917,°,Spine,0,1,1,100000002,610000007300,
79.6519,°,Spine,0,1,1,100000000,610000007307,
86.8071,°,Spine,4,2,1,100000000,610000007323,
62.7966,°,Spine,2,2,1,100000000,610000007344,
84.9759,°,Spine,5,3,1,100000002,610000007350,
83.0742,°,Spine,4,4,1,100000002,610000007357,
73.896,°,Spine,2,2,1,100000000,610000007364,
98.4594,°,Spine,0,1,1,100000000,610000007372,
80.9019,°,Spine,1,2,1,100000000,610000007374,
82.124,°,Spine,4,2,1,100000002,610000007384,
116.785,°,Spine,21,7,1,100000001,610000007426,
88.7416,°,Spine,2,2,1,100000001,610000007433,
72.2954,°,Spine,0,1,1,100000000,610000007456,
82.6085,°,Spine,6,6,1,100000002,610000007485,
75.3897,°,Spine,5,2,1,100000000,610000007490,
92.6778,°,Spine,16,6,1,100000001,610000007516,
77.8937,°,Spine,12,5,1,100000002,610000007536,
60.1662,°,Spine,12,5,1,100000002,610000007560,
115.896,°,Spine,10,4,1,100000001,610000007596,
69.243,°,Spine,8,1,1,100000000,610000007599,
82.4704,°,Spine,7,5,1,100000002,610000007613,
85.0855,°,Spine,6,3,1,100000000,610000007652,
60.2127,°,Spine,11,4,1,100000000,610000007791,
70.1616,°,Spine,11,4,1,100000000,610000007792,
102.006,°,Spine,10,4,1,100000000,610000007793,
59.6894,°,Spine,9,4,1,100000000,610000007794,
84.0581,°,Spine,10,3,1,100000000,610000007795,
62.4125,°,Spine,8,3,1,100000000,610000007796,
90.0274,°,Spine,8,3,1,100000000,610000007797,
91.6028,°,Spine,8,4,1,100000000,610000007799,
6.17609,°,Spine,4,2,1,100000000,610000007801,
41.5977,°,Spine,3,2,1,100000000,610000007802,
81.1915,°,Spine,2,2,1,100000000,610000007803,
86.5091,°,Spine,2,2,1,100000000,610000007804,
120.391,°,Spine,12,3,1,100000000,610000007808,
73.3749,°,Spine,7,3,1,100000000,610000007814,
133.717,°,Spine,6,2,1,100000000,610000007815,
69.7135,°,Spine,5,2,1,100000000,610000007816,
88.4709,°,Spine,2,1,1,100000000,610000007817,
85.9417,°,Spine,1,1,1,100000000,610000007819,
63.1597,°,Spine,1,1,1,100000000,610000007821,
74.9546,°,Spine,1,1,1,100000000,610000007822,
85.5567,°,Spine,1,2,1,100000000,610000007823,
54.793,°,Spine,0,1,1,100000000,610000007824,
84.939,°,Spine,11,4,1,100000000,610000007834,
61.5303,°,Spine,11,3,1,100000000,610000007835,
79.0706,°,Spine,11,3,1,100000000,610000007836,
75.2469,°,Spine,10,3,1,100000000,610000007837,
107.666,°,Spine,9,3,1,100000000,610000007838,
95.311,°,Spine,13,3,1,100000000,610000007839,
75.9407,°,Spine,13,3,1,100000000,610000007840,
82.1507,°,Spine,10,2,1,100000000,610000007841,
74.4119,°,Spine,10,2,1,100000000,610000007842,
81.9532,°,Spine,8,2,1,100000000,610000007843,
96.1514,°,Spine,17,3,1,100000000,610000007844,
60.3101,°,Spine,16,3,1,100000000,610000007846,
56.0577,°,Spine,14,3,1,100000000,610000007849,
112.844,°,Spine,17,5,1,100000000,610000007850,
84.3794,°,Spine,12,2,1,100000000,610000007851,
77.785,°,Spine,9,1,1,100000000,610000007852,
64.9937,°,Spine,9,1,1,100000000,610000007853,
67.2348,°,Spine,7,1,1,100000000,610000007857,
91.7712,°,Spine,7,1,1,100000000,610000007858,
68.1782,°,Spine,8,2,1,100000000,610000007859,
77.6684,°,Spine,8,3,1,100000000,610000007860,
84.4986,°,Spine,7,2,1,100000000,610000007861,
71.2969,°,Spine,6,1,1,100000000,610000007863,
51.4741,°,Spine,7,3,1,100000000,610000007864,
63.4312,°,Spine,7,3,1,100000000,610000007865,
85.1867,°,Spine,7,3,1,100000000,610000007866,
65.7582,°,Spine,8,3,1,100000000,610000007867,
86.2413,°,Spine,6,3,1,100000000,610000007869,
85.9041,°,Spine,6,3,1,100000000,610000007870,
91.6573,°,Spine,6,3,1,100000000,610000007871,
86.0421,°,Spine,6,3,1,100000000,610000007872,
72.031,°,Spine,6,4,1,100000000,610000007873,
83.2822,°,Spine,3,2,1,100000000,610000007875,
83.9607,°,Spine,3,2,1,100000000,610000007876,
73.7553,°,Spine,0,1,1,100000000,610000007877,
95.3665,°,Spine,0,1,1,100000000,610000007882,
91.731,°,Spine,13,6,1,100000000,610000007883,
78.859,°,Spine,13,6,1,100000000,610000007885,
77.5838,°,Spine,13,6,1,100000000,610000007886,
71.8901,°,Spine,10,5,1,100000000,610000007887,
76.1271,°,Spine,9,4,1,100000000,610000007888,
85.5492,°,Spine,8,3,1,100000000,610000007889,
64.4501,°,Spine,8,4,1,100000000,610000007891,
69.3917,°,Spine,4,2,1,100000000,610000007892,
73.7601,°,Spine,2,1,1,100000000,610000007894,
70.6399,°,Spine,2,1,1,100000000,610000007895,
79.7764,°,Spine,2,2,1,100000000,610000007896,
78.09,°,Spine,2,2,1,100000000,610000007898,
81.1159,°,Spine,2,2,1,100000000,610000007899,
84.0888,°,Spine,4,3,1,100000000,610000007900,
74.5659,°,Spine,4,3,1,100000000,610000007901,
62.3253,°,Spine,4,2,1,100000000,610000007902,
69.1691,°,Spine,2,2,1,100000000,610000007904,
64.3628,°,Spine,1,1,1,100000000,610000007905,
87.3078,°,Spine,1,1,1,100000000,610000007906,
48.1665,°,Spine,9,3,1,100000000,610000007913,
90.5155,°,Spine,8,2,1,100000000,610000007915,
73.3459,°,Spine,7,2,1,100000000,610000007916,
116.801,°,Spine,8,5,1,100000000,610000007918,
68.4399,°,Spine,7,5,1,100000000,610000007919,
90.7105,°,Spine,6,4,1,100000000,610000007920,
71.4973,°,Spine,5,3,1,100000000,610000007921,
70.4172,°,Spine,5,3,1,100000000,610000007922,
79.7208,°,Spine,5,2,1,100000000,610000007923,
67.7461,°,Spine,4,2,1,100000000,610000007924,
77.6312,°,Spine,4,2,1,100000000,610000007925,
80.6728,°,Spine,4,2,1,100000000,610000007926,
74.3297,°,Spine,1,2,1,100000000,610000007928,
75.4679,°,Spine,2,2,1,100000000,610000007932,
88.6059,°,Spine,1,2,1,100000000,610000007933,
49.1389,°,Spine,0,1,1,100000000,610000007934,
85.7383,°,Spine,0,1,1,100000000,610000007935,
67.6027,°,Spine,0,1,1,100000000,610000007936,
75.7981,°,Spine,7,4,1,100000000,610000007939,
91.334,°,Spine,7,4,1,100000000,610000007940,
78.3939,°,Spine,7,4,1,100000000,610000007941,
80.9655,°,Spine,6,3,1,100000000,610000007942,
77.8915,°,Spine,3,2,1,100000000,610000007944,
88.8032,°,Spine,3,2,1,100000000,610000007947,
61.6061,°,Spine,3,3,1,100000000,610000007948,
65.9101,°,Spine,3,3,1,100000000,610000007949,
85.1296,°,Spine,0,1,1,100000000,610000007951,
58.2132,°,Spine,6,4,1,100000000,610000007965,
79.8463,°,Spine,6,4,1,100000000,610000007966,
80.2549,°,Spine,5,3,1,100000000,610000007967,
76.6842,°,Spine,2,3,1,100000000,610000007970,
79.0654,°,Spine,2,3,1,100000000,610000007971,
85.1194,°,Spine,2,3,1,100000000,610000007972,
84.0776,°,Spine,1,2,1,100000000,610000007973,
82.9009,°,Spine,0,1,1,100000000,610000007977,
69.3844,°,Spine,0,1,1,100000000,610000007978,
92.0292,°,Spine,0,1,1,100000000,610000007979,
92.0292,°,Spine,0,1,1,100000000,610000007980,
85.5798,°,Spine,24,8,1,100000001,610000007982,
76.0052,°,Spine,27,8,1,100000001,610000007983,
81.2672,°,Spine,27,8,1,100000001,610000007984,
92.5096,°,Spine,26,7,1,100000001,610000007985,
82.957,°,Spine,25,7,1,100000001,610000007986,
63.7211,°,Spine,25,7,1,100000001,610000007987,
85.7555,°,Spine,23,7,1,100000001,610000007988,
71.4516,°,Spine,23,7,1,100000001,610000007989,
50.2086,°,Spine,26,10,1,100000001,610000007990,
59.8905,°,Spine,25,10,1,100000001,610000007991,
87.0024,°,Spine,22,8,1,100000001,610000007993,
60.0104,°,Spine,22,8,1,100000001,610000007994,
77.7319,°,Spine,21,7,1,100000001,610000007995,
83.3022,°,Spine,21,6,1,100000001,610000007996,
86.967,°,Spine,21,6,1,100000001,610000007997,
95.9788,°,Spine,20,7,1,100000001,610000007998,
65.0821,°,Spine,20,7,1,100000001,610000008001,
61.1076,°,Spine,19,7,1,100000001,610000008002,
90.9854,°,Spine,18,7,1,100000001,610000008003,
83.439,°,Spine,16,6,1,100000001,610000008005,
59.9127,°,Spine,16,7,1,100000001,610000008007,
75.3856,°,Spine,16,7,1,100000001,610000008008,
77.2498,°,Spine,14,7,1,100000001,610000008009,
67.7799,°,Spine,11,8,1,100000001,610000008012,
72.2296,°,Spine,11,8,1,100000001,610000008013,
46.7,°,Spine,11,7,1,100000001,610000008015,
60.6334,°,Spine,10,7,1,100000001,610000008016,
60.703,°,Spine,10,7,1,100000001,610000008017,
62.98,°,Spine,7,5,1,100000001,610000008018,
78.9654,°,Spine,11,6,1,100000001,610000008019,
95.8887,°,Spine,11,6,1,100000001,610000008020,
81.6995,°,Spine,10,5,1,100000001,610000008021,
77.7443,°,Spine,10,5,1,100000001,610000008022,
81.357,°,Spine,9,4,1,100000001,610000008023,
69.0484,°,Spine,9,4,1,100000001,610000008024,
54.8762,°,Spine,8,3,1,100000001,610000008025,
37.1279,°,Spine,12,4,1,100000001,610000008026,
81.7553,°,Spine,10,5,1,100000001,610000008027,
69.497,°,Spine,10,5,1,100000001,610000008028,
72.8343,°,Spine,8,4,1,100000001,610000008029,
74.4388,°,Spine,6,3,1,100000001,610000008030,
90.8172,°,Spine,6,3,1,100000001,610000008031,
80.9051,°,Spine,5,2,1,100000001,610000008032,
78.4683,°,Spine,5,2,1,100000001,610000008033,
92.9571,°,Spine,6,3,1,100000001,610000008034,
87.4495,°,Spine,6,3,1,100000001,610000008035,
91.447,°,Spine,2,2,1,100000001,610000008036,
64.9283,°,Spine,2,2,1,100000001,610000008037,
90.0882,°,Spine,2,2,1,100000001,610000008038,
71.58,°,Spine,2,2,1,100000001,610000008039,
92.6025,°,Spine,0,1,1,100000001,610000008043,
71.4253,°,Spine,0,1,1,100000001,610000008045,
71.7422,°,Spine,1,1,1,100000001,610000008051,
68.5526,°,Spine,1,1,1,100000001,610000008052,
88.1912,°,Spine,1,1,1,100000001,610000008053,
80.0895,°,Spine,1,1,1,100000001,610000008054,
57.9963,°,Spine,17,7,1,100000002,610000008056,
93.5959,°,Spine,17,8,1,100000002,610000008057,
99.4159,°,Spine,14,5,1,100000002,610000008058,
84.0805,°,Spine,13,5,1,100000002,610000008059,
75.8091,°,Spine,12,5,1,100000002,610000008060,
78.7382,°,Spine,12,6,1,100000002,610000008061,
73.3951,°,Spine,19,7,1,100000002,610000008062,
84.732,°,Spine,17,6,1,100000002,610000008064,
59.1909,°,Spine,16,6,1,100000002,610000008067,
70.5816,°,Spine,14,7,1,100000002,610000008068,
78.322,°,Spine,13,6,1,100000002,610000008069,
61.8094,°,Spine,13,7,1,100000002,610000008070,
92.9683,°,Spine,12,6,1,100000002,610000008071,
85.2385,°,Spine,12,6,1,100000002,610000008072,
89.7302,°,Spine,15,9,1,100000002,610000008073,
65.24,°,Spine,15,9,1,100000002,610000008074,
71.0005,°,Spine,15,9,1,100000002,610000008075,
70.42,°,Spine,14,8,1,100000002,610000008078,
88.9977,°,Spine,14,8,1,100000002,610000008079,
88.6731,°,Spine,11,6,1,100000002,610000008081,
66.0448,°,Spine,9,6,1,100000002,610000008082,
91.5766,°,Spine,6,4,1,100000002,610000008086,
62.5828,°,Spine,4,2,1,100000002,610000008088,
72.519,°,Spine,4,3,1,100000002,610000008089,
76.1882,°,Spine,4,4,1,100000002,610000008091,
44.8803,°,Spine,4,3,1,100000002,610000008092,
83.7205,°,Spine,3,3,1,100000002,610000008093,
81.1401,°,Spine,3,3,1,100000002,610000008094,
69.8965,°,Spine,3,3,1,100000002,610000008095,
73.0197,°,Spine,3,3,1,100000002,610000008096,
86.7726,°,Spine,3,3,1,100000002,610000008097,
66.9955,°,Spine,1,1,1,100000002,610000008098,
89.3616,°,Spine,9,5,1,100000002,610000008099,
82.8832,°,Spine,8,5,1,100000002,610000008100,
135.726,°,Spine,8,5,1,100000002,610000008101,
45.6628,°,Spine,7,5,1,100000002,610000008102,
63.7483,°,Spine,6,5,1,100000002,610000008103,
87.2923,°,Spine,6,5,1,100000002,610000008106,
87.5944,°,Spine,6,5,1,100000002,610000008107,
70.9883,°,Spine,5,5,1,100000002,610000008108,
56.4333,°,Spine,4,4,1,100000002,610000008109,
53.4769,°,Spine,2,3,1,100000002,610000008110,
84.5015,°,Spine,1,2,1,100000002,610000008112,
81.0505,°,Spine,0,1,1,100000002,610000008113,
72.2061,°,Spine,1,2,1,100000002,610000008120,
92.5749,°,Spine,1,2,1,100000002,610000008121,
54.2654,°,Spine,1,1,1,100000002,610000008126,
93.0443,°,Spine,0,1,1,100000002,610000008127,
49.3633,°,Spine,1,1,1,100000002,610000008128,
87.9759,°,Spine,1,1,1,100000002,610000008129,
71.4958,°,Spine,1,2,1,100000002,610000008130,
83.1723,°,Spine,0,1,1,100000002,610000008131,
52.843,°,Spine,3,2,1,100000002,610000008135,
115.231,°,Spine,2,2,1,100000002,610000008136,
54.3036,°,Spine,2,3,1,100000002,610000008138,
79.9264,°,Spine,2,3,1,100000002,610000008139,
64.7751,°,Spine,0,1,1,100000002,610000008142,
85.1967,°,Spine,9,6,1,100000002,610000008146,
71.5957,°,Spine,9,6,1,100000002,610000008147,
86.2052,°,Spine,9,6,1,100000002,610000008148,
78.0552,°,Spine,8,5,1,100000002,610000008150,
128.879,°,Spine,8,6,1,100000002,610000008151,
59.2846,°,Spine,7,5,1,100000002,610000008152,
81.1267,°,Spine,7,5,1,100000002,610000008153,
76.2131,°,Spine,7,5,1,100000002,610000008154,
88.863,°,Spine,8,5,1,100000002,610000008156,
86.0355,°,Spine,8,4,1,100000002,610000008161,
75.2329,°,Spine,8,4,1,100000002,610000008162,
69.9187,°,Spine,7,5,1,100000002,610000008166,
84.6231,°,Spine,6,4,1,100000002,610000008170,
75.646,°,Spine,6,4,1,100000002,610000008172,
48.5472,°,Spine,5,3,1,100000002,610000008175,
91.5746,°,Spine,5,3,1,100000002,610000008176,
81.7626,°,Spine,8,8,1,100000002,610000008177,
69.5753,°,Spine,8,8,1,100000002,610000008178,
51.3811,°,Spine,6,6,1,100000002,610000008179,
99.2276,°,Spine,6,6,1,100000002,610000008180,
88.8116,°,Spine,5,5,1,100000002,610000008182,
75.9771,°,Spine,3,4,1,100000002,610000008186,
88.1246,°,Spine,3,4,1,100000002,610000008191,
84.9287,°,Spine,2,2,1,100000002,610000008193,
64.5554,°,Spine,0,1,1,100000002,610000008194,
82.5778,°,Spine,0,1,1,100000002,610000008195,
73.1982,°,Spine,0,1,1,100000002,610000008196,
43.0381,°,Spine,0,1,1,100000002,610000008197,
43.0381,°,Spine,0,1,1,100000002,610000008198,
82.7455,°,Spine,0,1,1,100000002,610000008201,
88.3481,°,Spine,1,1,1,100000002,610000008205,
