
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
606.453,21139,1431.49,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000006469,
623.179,21149.7,1435.13,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000006856,
623.124,21149.8,1435.12,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000006883,
616.227,21126.3,1432.14,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000006926,
622.46,21148.9,1435.13,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000007175,
609.526,21126.9,1434.26,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000007253,
611.465,21141.3,1431.92,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000007288,
606.498,21143.7,1431.48,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000007300,
612.674,21127,1431.84,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000007307,
612.434,21126.6,1434.92,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000007372,
616.068,21126.2,1432.16,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000007402,
612.824,21126.6,1432.14,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000007456,
612.722,21126.9,1431.93,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000007642,
606.427,21144.2,1431.73,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008210,
612.984,21124,1432.93,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008242,
610.926,21141.1,1431.89,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008268,
611.138,21141.2,1431.9,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008269,
611.656,21141.3,1431.93,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008270,
622.923,21148.3,1435.13,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008271,
622.572,21148.7,1435.14,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008272,
622.481,21148.8,1435.14,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008273,
612.573,21127.2,1431.52,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008313,
612.637,21127.1,1431.74,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008314,
612.779,21126.8,1432.04,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008315,
607.021,21139.2,1435.03,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008326,
606.861,21142.4,1432.36,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008327,
606.696,21139.6,1431.66,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008338,
606.471,21139.1,1431.52,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008339,
610.963,21142,1432.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008343,
611.101,21142.2,1432.26,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008344,
610.126,21127,1434.65,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008359,
612.288,21128.1,1434.15,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008362,
612.203,21128.2,1434.12,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008363,
610.569,21128.2,1433.09,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008364,
612.418,21126.7,1434.77,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000008365,
607.901,21126.6,1434.24,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000006521,
606.269,21144.3,1431.83,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000006632,
609.759,21142.2,1434.31,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000006758,
606.139,21138.5,1431.32,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000006914,
627.285,21149.4,1433.3,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000007068,
610.318,21139.3,1433.56,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000007138,
614.405,21124,1432.73,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000007243,
608.884,21126.7,1434.45,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008210,
608.585,21126.7,1434.35,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008211,
608.493,21126.7,1434.32,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008212,
608.31,21126.7,1434.28,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008213,
606.016,21144.4,1431.93,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000008225,
