
Spine Center Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,5,Image 1,3,1,100000000,610000006386,
0,,Spine,5,3,Image 1,2,1,100000002,610000006393,
0,,Spine,5,3,Image 1,2,1,100000002,610000006398,
0,,Spine,5,4,Image 1,4,1,100000002,610000006407,
0,,Spine,5,13,Image 1,6,1,100000000,610000006415,
0,,Spine,5,4,Image 1,2,1,100000002,610000006420,
0,,Spine,5,13,Image 1,6,1,100000000,610000006422,
0,,Spine,5,5,Image 1,3,1,100000000,610000006427,
0,,Spine,5,16,Image 1,4,1,100000000,610000006431,
0,,Spine,5,27,Image 1,7,1,100000001,610000006433,
0,,Spine,5,4,Image 1,4,1,100000002,610000006441,
0,,Spine,5,7,Image 1,3,1,100000000,610000006444,
0,,Spine,5,5,Image 1,3,1,100000000,610000006449,
0,,Spine,5,13,Image 1,6,1,100000000,610000006452,
0,,Spine,5,5,Image 1,3,1,100000002,610000006456,
0,,Spine,5,1,Image 1,1,1,100000000,610000006460,
0,,Spine,5,4,Image 1,2,1,100000000,610000006463,
0,,Spine,5,8,Image 1,5,1,100000002,610000006467,
0,,Spine,5,0,Image 1,1,1,100000002,610000006469,
0,,Spine,5,5,Image 1,3,1,100000000,610000006473,
0,,Spine,5,9,Image 1,6,1,100000002,610000006476,
0,,Spine,5,11,Image 1,4,1,100000000,610000006478,
0,,Spine,5,10,Image 1,3,1,100000000,610000006481,
0,,Spine,5,4,Image 1,4,1,100000002,610000006488,
0,,Spine,5,3,Image 1,2,1,100000000,610000006492,
0,,Spine,5,1,Image 1,2,1,100000002,610000006494,
0,,Spine,5,4,Image 1,4,1,100000002,610000006497,
131.956,,Spine,5,2,Image 1,2,1,100000000,610000006500,
0,,Spine,5,8,Image 1,8,1,100000002,610000006502,
0,,Spine,5,2,Image 1,1,1,100000000,610000006506,
0,,Spine,5,1,Image 1,2,1,100000002,610000006509,
57.3768,,Spine,5,2,Image 1,2,1,100000000,610000006517,
0,,Spine,5,1,Image 1,1,1,100000000,610000006521,
0,,Spine,5,13,Image 1,6,1,100000000,610000006525,
0,,Spine,5,1,Image 1,2,1,100000002,610000006528,
0,,Spine,5,2,Image 1,3,1,100000002,610000006531,
0,,Spine,5,5,Image 1,3,1,100000002,610000006534,
0,,Spine,5,17,Image 1,6,1,100000002,610000006538,
0,,Spine,5,3,Image 1,2,1,100000000,610000006540,
135.114,,Spine,5,1,Image 1,2,1,100000002,610000006544,
0,,Spine,5,17,Image 1,3,1,100000000,610000006549,
0,,Spine,5,9,Image 1,1,1,100000000,610000006552,
0,,Spine,5,16,Image 1,3,1,100000000,610000006554,
0,,Spine,5,3,Image 1,2,1,100000000,610000006557,
0,,Spine,5,5,Image 1,2,1,100000000,610000006559,
0,,Spine,5,9,Image 1,5,1,100000001,610000006562,
0,,Spine,5,9,Image 1,1,1,100000000,610000006565,
27.3415,,Spine,5,5,Image 1,3,1,100000000,610000006567,
0,,Spine,5,1,Image 1,2,1,100000002,610000006570,
0,,Spine,5,4,Image 1,2,1,100000000,610000006572,
0,,Spine,5,11,Image 1,6,1,100000001,610000006577,
0,,Spine,5,4,Image 1,4,1,100000002,610000006581,
17.7535,,Spine,5,5,Image 1,2,1,100000000,610000006584,
0,,Spine,5,13,Image 1,6,1,100000000,610000006588,
0,,Spine,5,1,Image 1,2,1,100000000,610000006591,
0,,Spine,5,8,Image 1,2,1,100000000,610000006594,
0,,Spine,5,12,Image 1,2,1,100000000,610000006596,
0,,Spine,5,7,Image 1,7,1,100000002,610000006599,
0,,Spine,5,19,Image 1,7,1,100000002,610000006602,
0,,Spine,5,8,Image 1,6,1,100000000,610000006605,
0,,Spine,5,8,Image 1,2,1,100000000,610000006607,
13.6707,,Spine,5,6,Image 1,2,1,100000000,610000006609,
0,,Spine,5,0,Image 1,1,1,100000002,610000006613,
0,,Spine,5,3,Image 1,2,1,100000000,610000006616,
0,,Spine,5,5,Image 1,2,1,100000000,610000006620,
0,,Spine,5,6,Image 1,3,1,100000000,610000006622,
0,,Spine,5,17,Image 1,6,1,100000002,610000006626,
0,,Spine,5,1,Image 1,2,1,100000002,610000006628,
0,,Spine,5,1,Image 1,1,1,100000002,610000006632,
0,,Spine,5,2,Image 1,2,1,100000001,610000006634,
0,,Spine,5,3,Image 1,3,1,100000000,610000006637,
0,,Spine,5,1,Image 1,2,1,100000000,610000006640,
0,,Spine,5,4,Image 1,4,1,100000002,610000006647,
0,,Spine,5,16,Image 1,4,1,100000000,610000006650,
0,,Spine,5,3,Image 1,3,1,100000002,610000006652,
0,,Spine,5,3,Image 1,1,1,100000000,610000006654,
0,,Spine,5,12,Image 1,5,1,100000001,610000006656,
0,,Spine,5,3,Image 1,3,1,100000000,610000006660,
11.8568,,Spine,5,1,Image 1,1,1,100000001,610000006665,
0,,Spine,5,0,Image 1,1,1,100000002,610000006672,
0,,Spine,5,11,Image 1,5,1,100000001,610000006676,
0,,Spine,5,10,Image 1,6,1,100000002,610000006679,
0,,Spine,5,24,Image 1,8,1,100000001,610000006681,
0,,Spine,5,4,Image 1,1,1,100000000,610000006683,
0,,Spine,5,16,Image 1,3,1,100000000,610000006685,
0,,Spine,5,9,Image 1,1,1,100000000,610000006687,
0,,Spine,5,2,Image 1,1,1,100000000,610000006689,
0,,Spine,5,8,Image 1,7,1,100000002,610000006691,
0,,Spine,5,16,Image 1,3,1,100000000,610000006694,
0,,Spine,5,0,Image 1,1,1,100000002,610000006698,
0,,Spine,5,0,Image 1,1,1,100000002,610000006703,
0,,Spine,5,11,Image 1,3,1,100000000,610000006707,
0,,Spine,5,7,Image 1,4,1,100000000,610000006709,
0,,Spine,5,3,Image 1,3,1,100000002,610000006712,
0,,Spine,5,4,Image 1,3,1,100000000,610000006715,
0,,Spine,5,4,Image 1,1,1,100000000,610000006719,
16.0966,,Spine,5,7,Image 1,4,1,100000000,610000006725,
0,,Spine,5,9,Image 1,3,1,100000000,610000006727,
0,,Spine,5,3,Image 1,1,1,100000000,610000006730,
