
Spine Center Number of Voxel Ch=5 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
8,,Spine,5,5,Image 1,3,1,100000000,610000006386,
8,,Spine,5,3,Image 1,2,1,100000002,610000006393,
6,,Spine,5,3,Image 1,2,1,100000002,610000006398,
2,,Spine,5,4,Image 1,4,1,100000002,610000006407,
9,,Spine,5,13,Image 1,6,1,100000000,610000006415,
6,,Spine,5,4,Image 1,2,1,100000002,610000006420,
3,,Spine,5,13,Image 1,6,1,100000000,610000006422,
6,,Spine,5,5,Image 1,3,1,100000000,610000006427,
5,,Spine,5,16,Image 1,4,1,100000000,610000006431,
3,,Spine,5,27,Image 1,7,1,100000001,610000006433,
5,,Spine,5,4,Image 1,4,1,100000002,610000006441,
4,,Spine,5,7,Image 1,3,1,100000000,610000006444,
6,,Spine,5,5,Image 1,3,1,100000000,610000006449,
4,,Spine,5,13,Image 1,6,1,100000000,610000006452,
5,,Spine,5,5,Image 1,3,1,100000002,610000006456,
5,,Spine,5,1,Image 1,1,1,100000000,610000006460,
4,,Spine,5,4,Image 1,2,1,100000000,610000006463,
5,,Spine,5,8,Image 1,5,1,100000002,610000006467,
3,,Spine,5,0,Image 1,1,1,100000002,610000006469,
5,,Spine,5,5,Image 1,3,1,100000000,610000006473,
4,,Spine,5,9,Image 1,6,1,100000002,610000006476,
3,,Spine,5,11,Image 1,4,1,100000000,610000006478,
3,,Spine,5,10,Image 1,3,1,100000000,610000006481,
2,,Spine,5,4,Image 1,4,1,100000002,610000006488,
5,,Spine,5,3,Image 1,2,1,100000000,610000006492,
3,,Spine,5,1,Image 1,2,1,100000002,610000006494,
4,,Spine,5,4,Image 1,4,1,100000002,610000006497,
4,,Spine,5,2,Image 1,2,1,100000000,610000006500,
3,,Spine,5,8,Image 1,8,1,100000002,610000006502,
5,,Spine,5,2,Image 1,1,1,100000000,610000006506,
4,,Spine,5,1,Image 1,2,1,100000002,610000006509,
9,,Spine,5,2,Image 1,2,1,100000000,610000006517,
5,,Spine,5,1,Image 1,1,1,100000000,610000006521,
5,,Spine,5,13,Image 1,6,1,100000000,610000006525,
4,,Spine,5,1,Image 1,2,1,100000002,610000006528,
4,,Spine,5,2,Image 1,3,1,100000002,610000006531,
4,,Spine,5,5,Image 1,3,1,100000002,610000006534,
4,,Spine,5,17,Image 1,6,1,100000002,610000006538,
3,,Spine,5,3,Image 1,2,1,100000000,610000006540,
5,,Spine,5,1,Image 1,2,1,100000002,610000006544,
6,,Spine,5,17,Image 1,3,1,100000000,610000006549,
3,,Spine,5,9,Image 1,1,1,100000000,610000006552,
3,,Spine,5,16,Image 1,3,1,100000000,610000006554,
4,,Spine,5,3,Image 1,2,1,100000000,610000006557,
3,,Spine,5,5,Image 1,2,1,100000000,610000006559,
4,,Spine,5,9,Image 1,5,1,100000001,610000006562,
4,,Spine,5,9,Image 1,1,1,100000000,610000006565,
3,,Spine,5,5,Image 1,3,1,100000000,610000006567,
4,,Spine,5,1,Image 1,2,1,100000002,610000006570,
3,,Spine,5,4,Image 1,2,1,100000000,610000006572,
6,,Spine,5,11,Image 1,6,1,100000001,610000006577,
5,,Spine,5,4,Image 1,4,1,100000002,610000006581,
4,,Spine,5,5,Image 1,2,1,100000000,610000006584,
5,,Spine,5,13,Image 1,6,1,100000000,610000006588,
4,,Spine,5,1,Image 1,2,1,100000000,610000006591,
4,,Spine,5,8,Image 1,2,1,100000000,610000006594,
3,,Spine,5,12,Image 1,2,1,100000000,610000006596,
4,,Spine,5,7,Image 1,7,1,100000002,610000006599,
4,,Spine,5,19,Image 1,7,1,100000002,610000006602,
3,,Spine,5,8,Image 1,6,1,100000000,610000006605,
3,,Spine,5,8,Image 1,2,1,100000000,610000006607,
3,,Spine,5,6,Image 1,2,1,100000000,610000006609,
4,,Spine,5,0,Image 1,1,1,100000002,610000006613,
4,,Spine,5,3,Image 1,2,1,100000000,610000006616,
5,,Spine,5,5,Image 1,2,1,100000000,610000006620,
3,,Spine,5,6,Image 1,3,1,100000000,610000006622,
5,,Spine,5,17,Image 1,6,1,100000002,610000006626,
3,,Spine,5,1,Image 1,2,1,100000002,610000006628,
5,,Spine,5,1,Image 1,1,1,100000002,610000006632,
3,,Spine,5,2,Image 1,2,1,100000001,610000006634,
4,,Spine,5,3,Image 1,3,1,100000000,610000006637,
4,,Spine,5,1,Image 1,2,1,100000000,610000006640,
7,,Spine,5,4,Image 1,4,1,100000002,610000006647,
4,,Spine,5,16,Image 1,4,1,100000000,610000006650,
3,,Spine,5,3,Image 1,3,1,100000002,610000006652,
3,,Spine,5,3,Image 1,1,1,100000000,610000006654,
3,,Spine,5,12,Image 1,5,1,100000001,610000006656,
5,,Spine,5,3,Image 1,3,1,100000000,610000006660,
6,,Spine,5,1,Image 1,1,1,100000001,610000006665,
7,,Spine,5,0,Image 1,1,1,100000002,610000006672,
5,,Spine,5,11,Image 1,5,1,100000001,610000006676,
3,,Spine,5,10,Image 1,6,1,100000002,610000006679,
3,,Spine,5,24,Image 1,8,1,100000001,610000006681,
3,,Spine,5,4,Image 1,1,1,100000000,610000006683,
3,,Spine,5,16,Image 1,3,1,100000000,610000006685,
3,,Spine,5,9,Image 1,1,1,100000000,610000006687,
3,,Spine,5,2,Image 1,1,1,100000000,610000006689,
3,,Spine,5,8,Image 1,7,1,100000002,610000006691,
3,,Spine,5,16,Image 1,3,1,100000000,610000006694,
4,,Spine,5,0,Image 1,1,1,100000002,610000006698,
5,,Spine,5,0,Image 1,1,1,100000002,610000006703,
4,,Spine,5,11,Image 1,3,1,100000000,610000006707,
3,,Spine,5,7,Image 1,4,1,100000000,610000006709,
