
Segment Center Intensity Sum Ch=1 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
65,,Segment,1,21,Image 1,10,1,100000002,510000000040,
50,,Segment,1,20,Image 1,9,1,100000002,510000000048,
6,,Segment,1,19,Image 1,8,1,100000002,510000000050,
5,,Segment,1,18,Image 1,8,1,100000002,510000000054,
9,,Segment,1,17,Image 1,7,1,100000002,510000000062,
3,,Segment,1,16,Image 1,7,1,100000002,510000000064,
6,,Segment,1,15,Image 1,7,1,100000002,510000000071,
13,,Segment,1,13,Image 1,5,1,100000002,510000000088,
29,,Segment,1,12,Image 1,5,1,100000002,510000000117,
2,,Segment,1,11,Image 1,5,1,100000002,510000000119,
3,,Segment,1,10,Image 1,5,1,100000002,510000000121,
2,,Segment,1,8,Image 1,5,1,100000002,510000000124,
8,,Segment,1,7,Image 1,4,1,100000002,510000000130,
3,,Segment,1,6,Image 1,4,1,100000002,510000000133,
22,,Segment,1,5,Image 1,3,1,100000002,510000000142,
52,,Segment,1,4,Image 1,2,1,100000002,510000000190,
30,,Segment,1,3,Image 1,2,1,100000002,510000000211,
7,,Segment,1,2,Image 1,2,1,100000002,510000000213,
16,,Segment,1,1,Image 1,1,1,100000002,510000000218,
19,,Segment,1,0,Image 1,1,1,100000002,510000000244,
206,,Segment,1,21,Image 1,9,1,100000002,510000000264,
9,,Segment,1,22,Image 1,9,1,100000002,510000000273,
3,,Segment,1,21,Image 1,8,1,100000002,510000000275,
51,,Segment,1,20,Image 1,8,1,100000002,510000000287,
3,,Segment,1,21,Image 1,9,1,100000002,510000000290,
4,,Segment,1,19,Image 1,9,1,100000002,510000000294,
5,,Segment,1,16,Image 1,8,1,100000002,510000000301,
5,,Segment,1,17,Image 1,8,1,100000002,510000000307,
14,,Segment,1,14,Image 1,5,1,100000002,510000000324,
0,,Segment,1,16,Image 1,7,1,100000002,510000000326,
3,,Segment,1,15,Image 1,6,1,100000002,510000000329,
0,,Segment,1,16,Image 1,6,1,100000002,510000000331,
53,,Segment,1,19,Image 1,7,1,100000002,510000000381,
10,,Segment,1,18,Image 1,7,1,100000002,510000000392,
15,,Segment,1,17,Image 1,7,1,100000002,510000000408,
21,,Segment,1,16,Image 1,6,1,100000002,510000000422,
7,,Segment,1,15,Image 1,6,1,100000002,510000000430,
5,,Segment,1,14,Image 1,6,1,100000002,510000000432,
14,,Segment,1,13,Image 1,6,1,100000002,510000000443,
14,,Segment,1,12,Image 1,6,1,100000002,510000000452,
11,,Segment,1,11,Image 1,6,1,100000002,510000000459,
9,,Segment,1,19,Image 1,8,1,100000002,510000000471,
6,,Segment,1,18,Image 1,8,1,100000002,510000000476,
9,,Segment,1,11,Image 1,4,1,100000000,510000000486,
