
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
611.676,µm,Filament,Filament Position,1,100000000,
626.109,µm,Filament,Filament Position,1,100000001,
606.194,µm,Filament,Filament Position,1,100000002,
