
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
611.631,µm,Spine,Spine Position,6,1,1,100000000,610000007863,
608.859,µm,Spine,Spine Position,7,3,1,100000000,610000007864,
608.932,µm,Spine,Spine Position,7,3,1,100000000,610000007865,
609.095,µm,Spine,Spine Position,7,3,1,100000000,610000007866,
611.223,µm,Spine,Spine Position,8,3,1,100000000,610000007867,
611.419,µm,Spine,Spine Position,6,2,1,100000000,610000007868,
608.59,µm,Spine,Spine Position,6,3,1,100000000,610000007869,
608.381,µm,Spine,Spine Position,6,3,1,100000000,610000007870,
608.501,µm,Spine,Spine Position,6,3,1,100000000,610000007871,
608.916,µm,Spine,Spine Position,6,3,1,100000000,610000007872,
608.838,µm,Spine,Spine Position,6,4,1,100000000,610000007873,
610.198,µm,Spine,Spine Position,4,2,1,100000000,610000007874,
610.413,µm,Spine,Spine Position,3,2,1,100000000,610000007875,
611.511,µm,Spine,Spine Position,3,2,1,100000000,610000007876,
612.984,µm,Spine,Spine Position,0,1,1,100000000,610000007877,
612.418,µm,Spine,Spine Position,0,1,1,100000000,610000007882,
621.515,µm,Spine,Spine Position,13,6,1,100000000,610000007883,
621.127,µm,Spine,Spine Position,13,6,1,100000000,610000007884,
621.152,µm,Spine,Spine Position,13,6,1,100000000,610000007885,
621.408,µm,Spine,Spine Position,13,6,1,100000000,610000007886,
621.029,µm,Spine,Spine Position,10,5,1,100000000,610000007887,
620.981,µm,Spine,Spine Position,9,4,1,100000000,610000007888,
620.042,µm,Spine,Spine Position,8,3,1,100000000,610000007889,
619.975,µm,Spine,Spine Position,8,3,1,100000000,610000007890,
619.369,µm,Spine,Spine Position,8,4,1,100000000,610000007891,
617.754,µm,Spine,Spine Position,4,2,1,100000000,610000007892,
617.627,µm,Spine,Spine Position,4,2,1,100000000,610000007893,
616.372,µm,Spine,Spine Position,2,1,1,100000000,610000007894,
616.042,µm,Spine,Spine Position,2,1,1,100000000,610000007895,
614.079,µm,Spine,Spine Position,2,2,1,100000000,610000007896,
614.049,µm,Spine,Spine Position,2,2,1,100000000,610000007897,
614.189,µm,Spine,Spine Position,2,2,1,100000000,610000007898,
614.373,µm,Spine,Spine Position,2,2,1,100000000,610000007899,
616.685,µm,Spine,Spine Position,4,3,1,100000000,610000007900,
616.515,µm,Spine,Spine Position,4,3,1,100000000,610000007901,
615.932,µm,Spine,Spine Position,4,2,1,100000000,610000007902,
615.707,µm,Spine,Spine Position,3,2,1,100000000,610000007903,
615.193,µm,Spine,Spine Position,2,2,1,100000000,610000007904,
614.503,µm,Spine,Spine Position,1,1,1,100000000,610000007905,
614.263,µm,Spine,Spine Position,1,1,1,100000000,610000007906,
623.261,µm,Spine,Spine Position,9,3,1,100000000,610000007913,
623.904,µm,Spine,Spine Position,9,2,1,100000000,610000007914,
623.288,µm,Spine,Spine Position,8,2,1,100000000,610000007915,
621.922,µm,Spine,Spine Position,7,2,1,100000000,610000007916,
620.894,µm,Spine,Spine Position,6,2,1,100000000,610000007917,
624.113,µm,Spine,Spine Position,8,5,1,100000000,610000007918,
623.566,µm,Spine,Spine Position,7,5,1,100000000,610000007919,
622.202,µm,Spine,Spine Position,6,4,1,100000000,610000007920,
621.547,µm,Spine,Spine Position,5,3,1,100000000,610000007921,
620.882,µm,Spine,Spine Position,5,3,1,100000000,610000007922,
620.318,µm,Spine,Spine Position,5,2,1,100000000,610000007923,
619.885,µm,Spine,Spine Position,4,2,1,100000000,610000007924,
619.678,µm,Spine,Spine Position,4,2,1,100000000,610000007925,
619.161,µm,Spine,Spine Position,4,2,1,100000000,610000007926,
617.26,µm,Spine,Spine Position,2,1,1,100000000,610000007927,
616.403,µm,Spine,Spine Position,1,2,1,100000000,610000007928,
612.744,µm,Spine,Spine Position,2,2,1,100000000,610000007932,
612.188,µm,Spine,Spine Position,1,2,1,100000000,610000007933,
612.573,µm,Spine,Spine Position,0,1,1,100000000,610000007934,
612.637,µm,Spine,Spine Position,0,1,1,100000000,610000007935,
612.779,µm,Spine,Spine Position,0,1,1,100000000,610000007936,
605.117,µm,Spine,Spine Position,5,2,1,100000000,610000007937,
605.117,µm,Spine,Spine Position,5,2,1,100000000,610000007938,
607.145,µm,Spine,Spine Position,7,4,1,100000000,610000007939,
606.843,µm,Spine,Spine Position,7,4,1,100000000,610000007940,
606.54,µm,Spine,Spine Position,7,4,1,100000000,610000007941,
604.983,µm,Spine,Spine Position,6,3,1,100000000,610000007942,
607.143,µm,Spine,Spine Position,4,3,1,100000000,610000007943,
608.24,µm,Spine,Spine Position,3,2,1,100000000,610000007944,
609.124,µm,Spine,Spine Position,3,2,1,100000000,610000007945,
609.124,µm,Spine,Spine Position,3,2,1,100000000,610000007946,
609.333,µm,Spine,Spine Position,3,2,1,100000000,610000007947,
609.701,µm,Spine,Spine Position,3,3,1,100000000,610000007948,
609.681,µm,Spine,Spine Position,3,3,1,100000000,610000007949,
610.464,µm,Spine,Spine Position,1,2,1,100000000,610000007950,
610.569,µm,Spine,Spine Position,0,1,1,100000000,610000007951,
621.292,µm,Spine,Spine Position,6,4,1,100000000,610000007965,
620.699,µm,Spine,Spine Position,6,4,1,100000000,610000007966,
620.191,µm,Spine,Spine Position,5,3,1,100000000,610000007967,
618.714,µm,Spine,Spine Position,3,3,1,100000000,610000007968,
618.714,µm,Spine,Spine Position,3,3,1,100000000,610000007969,
616.273,µm,Spine,Spine Position,2,3,1,100000000,610000007970,
616.03,µm,Spine,Spine Position,2,3,1,100000000,610000007971,
615.765,µm,Spine,Spine Position,2,3,1,100000000,610000007972,
615.587,µm,Spine,Spine Position,1,2,1,100000000,610000007973,
615.282,µm,Spine,Spine Position,1,2,1,100000000,610000007974,
614.896,µm,Spine,Spine Position,1,2,1,100000000,610000007975,
614.071,µm,Spine,Spine Position,1,2,1,100000000,610000007976,
612.203,µm,Spine,Spine Position,0,1,1,100000000,610000007977,
612.288,µm,Spine,Spine Position,0,1,1,100000000,610000007978,
612.44,µm,Spine,Spine Position,0,1,1,100000000,610000007979,
612.44,µm,Spine,Spine Position,0,1,1,100000000,610000007980,
628.41,µm,Spine,Spine Position,24,8,1,100000001,610000007982,
626.888,µm,Spine,Spine Position,27,8,1,100000001,610000007983,
627.117,µm,Spine,Spine Position,27,8,1,100000001,610000007984,
627.419,µm,Spine,Spine Position,26,7,1,100000001,610000007985,
627.29,µm,Spine,Spine Position,25,7,1,100000001,610000007986,
627.051,µm,Spine,Spine Position,25,7,1,100000001,610000007987,
626.773,µm,Spine,Spine Position,23,7,1,100000001,610000007988,
626.206,µm,Spine,Spine Position,23,7,1,100000001,610000007989,
623.167,µm,Spine,Spine Position,26,10,1,100000001,610000007990,
624.184,µm,Spine,Spine Position,25,10,1,100000001,610000007991,
625.214,µm,Spine,Spine Position,24,8,1,100000001,610000007992,
627.153,µm,Spine,Spine Position,22,8,1,100000001,610000007993,
626.609,µm,Spine,Spine Position,22,8,1,100000001,610000007994,
626.089,µm,Spine,Spine Position,21,7,1,100000001,610000007995,
625.426,µm,Spine,Spine Position,21,6,1,100000001,610000007996,
625.585,µm,Spine,Spine Position,21,6,1,100000001,610000007997,
625.854,µm,Spine,Spine Position,20,7,1,100000001,610000007998,
627.014,µm,Spine,Spine Position,20,7,1,100000001,610000007999,
627.014,µm,Spine,Spine Position,20,7,1,100000001,610000008000,
627.296,µm,Spine,Spine Position,20,7,1,100000001,610000008001,
627.593,µm,Spine,Spine Position,19,7,1,100000001,610000008002,
627.189,µm,Spine,Spine Position,18,7,1,100000001,610000008003,
626.89,µm,Spine,Spine Position,18,7,1,100000001,610000008004,
626.209,µm,Spine,Spine Position,16,6,1,100000001,610000008005,
626.165,µm,Spine,Spine Position,16,6,1,100000001,610000008006,
625.801,µm,Spine,Spine Position,16,7,1,100000001,610000008007,
625.838,µm,Spine,Spine Position,16,7,1,100000001,610000008008,
625.494,µm,Spine,Spine Position,14,7,1,100000001,610000008009,
621.194,µm,Spine,Spine Position,11,8,1,100000001,610000008010,
621.194,µm,Spine,Spine Position,11,8,1,100000001,610000008011,
621.408,µm,Spine,Spine Position,11,8,1,100000001,610000008012,
621.717,µm,Spine,Spine Position,11,8,1,100000001,610000008013,
621.814,µm,Spine,Spine Position,11,8,1,100000001,610000008014,
622.132,µm,Spine,Spine Position,11,7,1,100000001,610000008015,
622.104,µm,Spine,Spine Position,10,7,1,100000001,610000008016,
623.943,µm,Spine,Spine Position,10,7,1,100000001,610000008017,
625.982,µm,Spine,Spine Position,7,5,1,100000001,610000008018,
631.302,µm,Spine,Spine Position,11,6,1,100000001,610000008019,
631.222,µm,Spine,Spine Position,11,6,1,100000001,610000008020,
630.702,µm,Spine,Spine Position,10,5,1,100000001,610000008021,
629.771,µm,Spine,Spine Position,10,5,1,100000001,610000008022,
629.306,µm,Spine,Spine Position,9,4,1,100000001,610000008023,
629.492,µm,Spine,Spine Position,9,4,1,100000001,610000008024,
629.454,µm,Spine,Spine Position,8,3,1,100000001,610000008025,
631.246,µm,Spine,Spine Position,12,4,1,100000001,610000008026,
630.772,µm,Spine,Spine Position,10,5,1,100000001,610000008027,
630.615,µm,Spine,Spine Position,10,5,1,100000001,610000008028,
630.091,µm,Spine,Spine Position,8,4,1,100000001,610000008029,
628.555,µm,Spine,Spine Position,6,3,1,100000001,610000008030,
627.634,µm,Spine,Spine Position,6,3,1,100000001,610000008031,
622.974,µm,Spine,Spine Position,5,2,1,100000001,610000008032,
623.797,µm,Spine,Spine Position,5,2,1,100000001,610000008033,
624.501,µm,Spine,Spine Position,6,3,1,100000001,610000008034,
624.697,µm,Spine,Spine Position,6,3,1,100000001,610000008035,
623.365,µm,Spine,Spine Position,2,2,1,100000001,610000008036,
623.374,µm,Spine,Spine Position,2,2,1,100000001,610000008037,
624.096,µm,Spine,Spine Position,2,2,1,100000001,610000008038,
626.686,µm,Spine,Spine Position,2,2,1,100000001,610000008039,
622.481,µm,Spine,Spine Position,0,1,1,100000001,610000008043,
622.572,µm,Spine,Spine Position,0,1,1,100000001,610000008044,
622.923,µm,Spine,Spine Position,0,1,1,100000001,610000008045,
623.068,µm,Spine,Spine Position,0,1,1,100000001,610000008046,
623.068,µm,Spine,Spine Position,0,1,1,100000001,610000008047,
623.068,µm,Spine,Spine Position,0,1,1,100000001,610000008048,
626.759,µm,Spine,Spine Position,1,1,1,100000001,610000008051,
624.607,µm,Spine,Spine Position,1,1,1,100000001,610000008052,
624.513,µm,Spine,Spine Position,1,1,1,100000001,610000008053,
624.302,µm,Spine,Spine Position,1,1,1,100000001,610000008054,
624.2,µm,Spine,Spine Position,1,1,1,100000001,610000008055,
601.04,µm,Spine,Spine Position,17,7,1,100000002,610000008056,
600.742,µm,Spine,Spine Position,17,8,1,100000002,610000008057,
600.9,µm,Spine,Spine Position,14,5,1,100000002,610000008058,
599.673,µm,Spine,Spine Position,13,5,1,100000002,610000008059,
598.011,µm,Spine,Spine Position,12,5,1,100000002,610000008060,
597.439,µm,Spine,Spine Position,12,6,1,100000002,610000008061,
594.391,µm,Spine,Spine Position,19,7,1,100000002,610000008062,
594.281,µm,Spine,Spine Position,19,7,1,100000002,610000008063,
592.384,µm,Spine,Spine Position,17,6,1,100000002,610000008064,
593.244,µm,Spine,Spine Position,17,6,1,100000002,610000008065,
593.244,µm,Spine,Spine Position,17,6,1,100000002,610000008066,
593.993,µm,Spine,Spine Position,16,6,1,100000002,610000008067,
595.419,µm,Spine,Spine Position,14,7,1,100000002,610000008068,
595.971,µm,Spine,Spine Position,13,6,1,100000002,610000008069,
596.338,µm,Spine,Spine Position,13,7,1,100000002,610000008070,
596.632,µm,Spine,Spine Position,12,6,1,100000002,610000008071,
596.906,µm,Spine,Spine Position,12,6,1,100000002,610000008072,
594.607,µm,Spine,Spine Position,15,9,1,100000002,610000008073,
595.121,µm,Spine,Spine Position,15,9,1,100000002,610000008074,
595.336,µm,Spine,Spine Position,15,9,1,100000002,610000008075,
596.325,µm,Spine,Spine Position,15,10,1,100000002,610000008076,
596.325,µm,Spine,Spine Position,15,10,1,100000002,610000008077,
595.168,µm,Spine,Spine Position,14,8,1,100000002,610000008078,
595.343,µm,Spine,Spine Position,14,8,1,100000002,610000008079,
596.364,µm,Spine,Spine Position,14,7,1,100000002,610000008080,
597.489,µm,Spine,Spine Position,11,6,1,100000002,610000008081,
598.195,µm,Spine,Spine Position,9,6,1,100000002,610000008082,
598.92,µm,Spine,Spine Position,7,4,1,100000002,610000008083,
598.92,µm,Spine,Spine Position,7,4,1,100000002,610000008084,
598.92,µm,Spine,Spine Position,7,4,1,100000002,610000008085,
599.377,µm,Spine,Spine Position,6,4,1,100000002,610000008086,
599.79,µm,Spine,Spine Position,6,3,1,100000002,610000008087,
601.062,µm,Spine,Spine Position,4,2,1,100000002,610000008088,
604.089,µm,Spine,Spine Position,4,3,1,100000002,610000008089,
603.798,µm,Spine,Spine Position,4,4,1,100000002,610000008090,
604.489,µm,Spine,Spine Position,4,4,1,100000002,610000008091,
603.963,µm,Spine,Spine Position,4,3,1,100000002,610000008092,
604.809,µm,Spine,Spine Position,3,3,1,100000002,610000008093,
605.421,µm,Spine,Spine Position,3,3,1,100000002,610000008094,
605.648,µm,Spine,Spine Position,3,3,1,100000002,610000008095,
605.464,µm,Spine,Spine Position,3,3,1,100000002,610000008096,
605.442,µm,Spine,Spine Position,3,3,1,100000002,610000008097,
606.016,µm,Spine,Spine Position,1,1,1,100000002,610000008098,
612.084,µm,Spine,Spine Position,9,5,1,100000002,610000008099,
610.72,µm,Spine,Spine Position,8,5,1,100000002,610000008100,
610.781,µm,Spine,Spine Position,8,5,1,100000002,610000008101,
610.488,µm,Spine,Spine Position,7,5,1,100000002,610000008102,
611.098,µm,Spine,Spine Position,6,5,1,100000002,610000008103,
610.91,µm,Spine,Spine Position,6,5,1,100000002,610000008104,
610.91,µm,Spine,Spine Position,6,5,1,100000002,610000008105,
610.685,µm,Spine,Spine Position,6,5,1,100000002,610000008106,
610.551,µm,Spine,Spine Position,6,5,1,100000002,610000008107,
609.504,µm,Spine,Spine Position,5,5,1,100000002,610000008108,
609.855,µm,Spine,Spine Position,4,4,1,100000002,610000008109,
609.031,µm,Spine,Spine Position,2,3,1,100000002,610000008110,
608.156,µm,Spine,Spine Position,1,2,1,100000002,610000008111,
607.026,µm,Spine,Spine Position,1,2,1,100000002,610000008112,
606.427,µm,Spine,Spine Position,0,1,1,100000002,610000008113,
606.507,µm,Spine,Spine Position,0,1,1,100000002,610000008114,
603.36,µm,Spine,Spine Position,1,2,1,100000002,610000008120,
603.503,µm,Spine,Spine Position,1,2,1,100000002,610000008121,
605.252,µm,Spine,Spine Position,1,2,1,100000002,610000008122,
605.31,µm,Spine,Spine Position,1,2,1,100000002,610000008123,
605.759,µm,Spine,Spine Position,1,2,1,100000002,610000008124,
605.759,µm,Spine,Spine Position,1,2,1,100000002,610000008125,
607.091,µm,Spine,Spine Position,1,1,1,100000002,610000008126,
606.861,µm,Spine,Spine Position,0,1,1,100000002,610000008127,
605.581,µm,Spine,Spine Position,1,1,1,100000002,610000008128,
606.206,µm,Spine,Spine Position,1,1,1,100000002,610000008129,
606.439,µm,Spine,Spine Position,1,2,1,100000002,610000008130,
606.471,µm,Spine,Spine Position,0,1,1,100000002,610000008131,
606.696,µm,Spine,Spine Position,0,1,1,100000002,610000008132,
603.61,µm,Spine,Spine Position,3,2,1,100000002,610000008135,
604.598,µm,Spine,Spine Position,2,2,1,100000002,610000008136,
605.875,µm,Spine,Spine Position,2,3,1,100000002,610000008137,
605.602,µm,Spine,Spine Position,2,3,1,100000002,610000008138,
605.54,µm,Spine,Spine Position,2,3,1,100000002,610000008139,
605.216,µm,Spine,Spine Position,2,3,1,100000002,610000008140,
604.68,µm,Spine,Spine Position,2,2,1,100000002,610000008141,
607.021,µm,Spine,Spine Position,0,1,1,100000002,610000008142,
615.912,µm,Spine,Spine Position,9,6,1,100000002,610000008146,
617.66,µm,Spine,Spine Position,9,6,1,100000002,610000008147,
617.834,µm,Spine,Spine Position,9,6,1,100000002,610000008148,
617.921,µm,Spine,Spine Position,9,6,1,100000002,610000008149,
618.653,µm,Spine,Spine Position,8,5,1,100000002,610000008150,
619.001,µm,Spine,Spine Position,8,6,1,100000002,610000008151,
616.492,µm,Spine,Spine Position,7,5,1,100000002,610000008152,
615.338,µm,Spine,Spine Position,7,5,1,100000002,610000008153,
615.219,µm,Spine,Spine Position,7,5,1,100000002,610000008154,
612.48,µm,Spine,Spine Position,8,5,1,100000002,610000008155,
613.072,µm,Spine,Spine Position,8,5,1,100000002,610000008156,
613.15,µm,Spine,Spine Position,8,5,1,100000002,610000008157,
613.15,µm,Spine,Spine Position,8,5,1,100000002,610000008158,
613.236,µm,Spine,Spine Position,8,5,1,100000002,610000008159,
613.236,µm,Spine,Spine Position,8,5,1,100000002,610000008160,
613.561,µm,Spine,Spine Position,8,4,1,100000002,610000008161,
613.483,µm,Spine,Spine Position,8,4,1,100000002,610000008162,
613.364,µm,Spine,Spine Position,8,4,1,100000002,610000008163,
613.396,µm,Spine,Spine Position,7,4,1,100000002,610000008164,
613.396,µm,Spine,Spine Position,7,4,1,100000002,610000008165,
613.321,µm,Spine,Spine Position,7,5,1,100000002,610000008166,
613.345,µm,Spine,Spine Position,7,4,1,100000002,610000008167,
613.345,µm,Spine,Spine Position,7,4,1,100000002,610000008168,
613.345,µm,Spine,Spine Position,7,4,1,100000002,610000008169,
613.325,µm,Spine,Spine Position,6,4,1,100000002,610000008170,
613.341,µm,Spine,Spine Position,6,4,1,100000002,610000008171,
613.309,µm,Spine,Spine Position,6,4,1,100000002,610000008172,
613.202,µm,Spine,Spine Position,6,4,1,100000002,610000008173,
613.202,µm,Spine,Spine Position,6,4,1,100000002,610000008174,
612.975,µm,Spine,Spine Position,5,3,1,100000002,610000008175,
613.037,µm,Spine,Spine Position,5,3,1,100000002,610000008176,
613.697,µm,Spine,Spine Position,8,8,1,100000002,610000008177,
613.655,µm,Spine,Spine Position,8,8,1,100000002,610000008178,
612.946,µm,Spine,Spine Position,6,6,1,100000002,610000008179,
612.931,µm,Spine,Spine Position,6,6,1,100000002,610000008180,
613.394,µm,Spine,Spine Position,6,5,1,100000002,610000008181,
612.898,µm,Spine,Spine Position,5,5,1,100000002,610000008182,
612.862,µm,Spine,Spine Position,5,4,1,100000002,610000008183,
612.789,µm,Spine,Spine Position,4,3,1,100000002,610000008184,
612.789,µm,Spine,Spine Position,4,3,1,100000002,610000008185,
612.753,µm,Spine,Spine Position,3,4,1,100000002,610000008186,
612.632,µm,Spine,Spine Position,3,4,1,100000002,610000008187,
612.632,µm,Spine,Spine Position,3,4,1,100000002,610000008188,
612.632,µm,Spine,Spine Position,3,4,1,100000002,610000008189,
612.632,µm,Spine,Spine Position,3,4,1,100000002,610000008190,
612.647,µm,Spine,Spine Position,3,4,1,100000002,610000008191,
612.482,µm,Spine,Spine Position,2,3,1,100000002,610000008192,
612.564,µm,Spine,Spine Position,2,2,1,100000002,610000008193,
611.656,µm,Spine,Spine Position,0,1,1,100000002,610000008194,
611.138,µm,Spine,Spine Position,0,1,1,100000002,610000008195,
610.926,µm,Spine,Spine Position,0,1,1,100000002,610000008196,
610.869,µm,Spine,Spine Position,0,1,1,100000002,610000008197,
610.869,µm,Spine,Spine Position,0,1,1,100000002,610000008198,
611.101,µm,Spine,Spine Position,0,1,1,100000002,610000008200,
610.963,µm,Spine,Spine Position,0,1,1,100000002,610000008201,
610.366,µm,Spine,Spine Position,1,1,1,100000002,610000008205,
609.363,µm,Spine,Spine Position,2,2,1,100000002,610000008206,
609.072,µm,Spine,Spine Position,0,1,1,100000002,610000008207,
