
Soma Center of Image Mass Ch=5 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
613.704,21124.3,1433.55,µm,Soma,5,Soma Center of Image Mass,Image 1,1,100000000,800000000,
624.441,21148.7,1434.78,µm,Soma,5,Soma Center of Image Mass,Image 1,1,100000001,800000001,
608.584,21140.4,1432.49,µm,Soma,5,Soma Center of Image Mass,Image 1,1,100000002,800000002,
