
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.564256,,Soma,1,100000000,800000000,
0.20432,,Soma,1,100000001,800000001,
0.487028,,Soma,1,100000002,800000002,
