
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2.46927,,Surface,1,Image 1,1,0,
2.9974,,Surface,1,Image 1,1,1,
1.78527,,Surface,1,Image 1,1,2,
