
Soma Intensity StdDev Ch=2 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
15.5269,,Soma,2,Image 1,1,100000000,800000000,
33.3715,,Soma,2,Image 1,1,100000001,800000001,
37.235,,Soma,2,Image 1,1,100000002,800000002,
41.9386,,Soma,2,Image 1,1,100000003,800000003,
20.068,,Soma,2,Image 1,1,100000004,800000004,
