
Segment Center Intensity Max Ch=3 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
104,,Segment,3,5,Image 1,3,1,100000002,510000000044,
104,,Segment,3,4,Image 1,3,1,100000002,510000000048,
165,,Segment,3,3,Image 1,2,1,100000002,510000000089,
137,,Segment,3,2,Image 1,2,1,100000002,510000000107,
121,,Segment,3,1,Image 1,1,1,100000002,510000000109,
124,,Segment,3,0,Image 1,1,1,100000002,510000000130,
62,,Segment,3,5,Image 1,3,1,100000002,510000000157,
98,,Segment,3,4,Image 1,2,1,100000002,510000000164,
92,,Segment,3,5,Image 1,2,1,100000002,510000000168,
116,,Segment,3,5,Image 1,4,1,100000002,510000000172,
13,,Segment,3,5,Image 1,4,1,100000001,510000000174,
67,,Segment,3,4,Image 1,3,1,100000001,510000000193,
154,,Segment,3,3,Image 1,2,1,100000001,510000000206,
154,,Segment,3,2,Image 1,1,1,100000001,510000000227,
125,,Segment,3,0,Image 1,1,1,100000001,510000000259,
26,,Segment,3,4,Image 1,2,1,100000001,510000000281,
135,,Segment,3,1,Image 1,2,1,100000001,510000000303,
155,,Segment,3,4,Image 1,4,1,100000001,510000000316,
38,,Segment,3,3,Image 1,3,1,100000001,510000000324,
154,,Segment,3,3,Image 1,1,1,100000001,510000000327,
32,,Segment,3,4,Image 1,3,1,100000001,510000000329,
154,,Segment,3,3,Image 1,2,1,100000001,510000000339,
187,,Segment,3,1,Image 1,2,1,100000003,510000000381,
198,,Segment,3,0,Image 1,1,1,100000003,510000000404,
169,,Segment,3,1,Image 1,1,1,100000003,510000000413,
115,,Segment,3,7,Image 1,4,1,100000002,510000000424,
165,,Segment,3,6,Image 1,4,1,100000002,510000000429,
154,,Segment,3,5,Image 1,3,1,100000002,510000000433,
156,,Segment,3,4,Image 1,2,1,100000002,510000000444,
174,,Segment,3,3,Image 1,2,1,100000002,510000000459,
156,,Segment,3,2,Image 1,2,1,100000002,510000000482,
132,,Segment,3,1,Image 1,1,1,100000002,510000000506,
161,,Segment,3,0,Image 1,1,1,100000002,510000000539,
122,,Segment,3,4,Image 1,3,1,100000002,510000000543,
109,,Segment,3,3,Image 1,2,1,100000002,510000000551,
103,,Segment,3,2,Image 1,2,1,100000002,510000000560,
143,,Segment,3,1,Image 1,2,1,100000002,510000000564,
178,,Segment,3,8,Image 1,5,1,100000002,510000000586,
148,,Segment,3,7,Image 1,5,1,100000002,510000000592,
135,,Segment,3,6,Image 1,5,1,100000002,510000000633,
140,,Segment,3,5,Image 1,4,1,100000002,510000000658,
155,,Segment,3,4,Image 1,3,1,100000002,510000000665,
18,,Segment,3,8,Image 1,6,1,100000002,510000000668,
90,,Segment,3,7,Image 1,5,1,100000002,510000000682,
72,,Segment,3,6,Image 1,4,1,100000002,510000000690,
127,,Segment,3,5,Image 1,4,1,100000002,510000000706,
166,,Segment,3,4,Image 1,4,1,100000002,510000000743,
143,,Segment,3,3,Image 1,3,1,100000002,510000000757,
127,,Segment,3,11,Image 1,6,1,100000002,510000000764,
158,,Segment,3,10,Image 1,5,1,100000002,510000000799,
161,,Segment,3,9,Image 1,4,1,100000002,510000000839,
161,,Segment,3,8,Image 1,3,1,100000002,510000000841,
135,,Segment,3,7,Image 1,3,1,100000002,510000000843,
184,,Segment,3,5,Image 1,3,1,100000002,510000000848,
103,,Segment,3,4,Image 1,3,1,100000002,510000000852,
140,,Segment,3,3,Image 1,3,1,100000002,510000000886,
141,,Segment,3,11,Image 1,5,1,100000002,510000000890,
139,,Segment,3,7,Image 1,6,1,100000002,510000000895,
78,,Segment,3,6,Image 1,5,1,100000002,510000000908,
87,,Segment,3,7,Image 1,4,1,100000002,510000000912,
165,,Segment,3,10,Image 1,4,1,100000002,510000000924,
94,,Segment,3,3,Image 1,2,1,100000004,510000000942,
93,,Segment,3,1,Image 1,1,1,100000004,510000000958,
66,,Segment,3,0,Image 1,1,1,100000004,510000000985,
91,,Segment,3,3,Image 1,1,1,100000004,510000001044,
140,,Segment,3,6,Image 1,4,1,100000002,510000001050,
119,,Segment,3,1,Image 1,2,1,100000004,510000001066,
117,,Segment,3,1,Image 1,1,1,100000004,510000001113,
102,,Segment,3,0,Image 1,1,1,100000004,510000001127,
133,,Segment,3,6,Image 1,4,1,100000002,510000001155,
120,,Segment,3,8,Image 1,4,1,100000002,510000001163,
161,,Segment,3,9,Image 1,3,1,100000002,510000001166,
51,,Segment,3,2,Image 1,2,1,100000004,510000001169,
77,,Segment,3,5,Image 1,5,1,100000002,510000001172,
98,,Segment,3,4,Image 1,4,1,100000002,510000001176,
154,,Segment,3,5,Image 1,2,1,100000002,510000001199,
154,,Segment,3,2,Image 1,2,1,100000001,510000001213,
94,,Segment,3,1,Image 1,2,1,100000001,510000001228,
105,,Segment,3,0,Image 1,1,1,100000001,510000001261,
115,,Segment,3,7,Image 1,5,1,100000002,510000001286,
105,,Segment,3,5,Image 1,4,1,100000002,510000001288,
84,,Segment,3,1,Image 1,1,1,100000004,510000001309,
78,,Segment,3,0,Image 1,1,1,100000004,510000001326,
110,,Segment,3,3,Image 1,3,1,100000002,510000001344,
110,,Segment,3,2,Image 1,3,1,100000002,510000001356,
30,,Segment,3,1,Image 1,2,1,100000004,510000001367,
46,,Segment,3,0,Image 1,1,1,100000004,510000001383,
54,,Segment,3,2,Image 1,1,1,100000004,510000001391,
45,,Segment,3,1,Image 1,1,1,100000004,510000001396,
88,,Segment,3,5,Image 1,3,1,100000002,510000001399,
60,,Segment,3,2,Image 1,2,1,100000004,510000001404,
143,,Segment,3,1,Image 1,2,1,100000004,510000001422,
69,,Segment,3,2,Image 1,3,1,100000001,510000001425,
162,,Segment,3,3,Image 1,4,1,100000002,510000001434,
113,,Segment,3,4,Image 1,3,1,100000002,510000001436,
78,,Segment,3,1,Image 1,2,1,100000004,510000001441,
54,,Segment,3,1,Image 1,1,1,100000001,510000001445,
138,,Segment,3,3,Image 1,2,1,100000002,510000001455,
80,,Segment,3,2,Image 1,1,1,100000000,510000001472,
123,,Segment,3,1,Image 1,1,1,100000000,510000001490,
110,,Segment,3,0,Image 1,1,1,100000000,510000001523,
83,,Segment,3,3,Image 1,3,1,100000002,510000001538,
72,,Segment,3,2,Image 1,2,1,100000000,510000001546,
99,,Segment,3,3,Image 1,1,1,100000002,510000001548,
56,,Segment,3,0,Image 1,1,1,100000004,510000001556,
73,,Segment,3,0,Image 1,1,1,100000004,510000001562,
71,,Segment,3,0,Image 1,1,1,100000004,510000001565,
113,,Segment,3,1,Image 1,2,1,100000000,510000001570,
105,,Segment,3,0,Image 1,1,1,100000002,510000001587,
83,,Segment,3,0,Image 1,1,1,100000000,510000001628,
135,,Segment,3,1,Image 1,2,1,100000003,510000001645,
180,,Segment,3,0,Image 1,1,1,100000003,510000001688,
110,,Segment,3,2,Image 1,1,1,100000002,510000001698,
148,,Segment,3,1,Image 1,2,1,100000001,510000001707,
179,,Segment,3,0,Image 1,1,1,100000001,510000001711,
121,,Segment,3,1,Image 1,2,1,100000002,510000001724,
192,,Segment,3,1,Image 1,1,1,100000001,510000001730,
132,,Segment,3,1,Image 1,1,1,100000003,510000001733,
83,,Segment,3,0,Image 1,1,1,100000002,510000001742,
96,,Segment,3,0,Image 1,1,1,100000001,510000001815,
94,,Segment,3,1,Image 1,1,1,100000001,510000001824,
14,,Segment,3,5,Image 1,3,1,100000001,510000001825,
94,,Segment,3,2,Image 1,2,1,100000001,510000001826,
145,,Segment,3,6,Image 1,3,1,100000002,510000001828,
133,,Segment,3,6,Image 1,3,1,100000002,510000001829,
123,,Segment,3,7,Image 1,4,1,100000002,510000001830,
114,,Segment,3,2,Image 1,1,1,100000002,510000001831,
106,,Segment,3,5,Image 1,3,1,100000002,510000001832,
109,,Segment,3,5,Image 1,4,1,100000002,510000001833,
23,,Segment,3,4,Image 1,2,1,100000002,510000001834,
47,,Segment,3,2,Image 1,1,1,100000004,510000001835,
