
Soma Ellipsoid Axis C
 ==================== 
Soma Ellipsoid Axis C X,Soma Ellipsoid Axis C Y,Soma Ellipsoid Axis C Z,Unit,Category,Collection,Time,FilamentID,ID,
-0.210847,0.924058,-0.318843,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
0.202653,-0.719084,0.664718,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.464024,-0.849652,-0.250544,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
-0.741944,-0.473716,-0.474459,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
0.299902,0.926146,-0.22872,µm,Soma,Soma Ellipsoid Axis C,1,100000004,800000004,
