
Filament No. Spine Terminal Pts
 ==================== 
Filament No. Spine Terminal Pts,Unit,Category,Time,ID,
7,,Filament,1,100000000,
23,,Filament,1,100000001,
19,,Filament,1,100000002,
36,,Filament,1,100000003,
7,,Filament,1,100000004,
