
Spine Part Length Head
 ==================== 
Spine Part Length Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.08125,µm,Spine,Spine Part Length,6,4,1,100000002,610000002023,
0.808029,µm,Spine,Spine Part Length,1,1,1,100000000,610000002031,
0.213429,µm,Spine,Spine Part Length,0,1,1,100000004,610000002036,
0.237466,µm,Spine,Spine Part Length,1,1,1,100000001,610000002041,
0.393863,µm,Spine,Spine Part Length,1,1,1,100000004,610000002044,
0.671954,µm,Spine,Spine Part Length,1,1,1,100000003,610000002051,
0.217422,µm,Spine,Spine Part Length,3,3,1,100000002,610000002055,
0.164429,µm,Spine,Spine Part Length,8,5,1,100000002,610000002061,
0.213898,µm,Spine,Spine Part Length,4,2,1,100000002,610000002064,
0.681389,µm,Spine,Spine Part Length,1,1,1,100000003,610000002069,
0.282287,µm,Spine,Spine Part Length,1,1,1,100000001,610000002072,
0.0844373,µm,Spine,Spine Part Length,1,2,1,100000003,610000002074,
0.106459,µm,Spine,Spine Part Length,0,1,1,100000002,610000002077,
0.1625,µm,Spine,Spine Part Length,0,1,1,100000004,610000002080,
0.121131,µm,Spine,Spine Part Length,8,5,1,100000002,610000002083,
0.176549,µm,Spine,Spine Part Length,1,1,1,100000003,610000002086,
0.467606,µm,Spine,Spine Part Length,1,1,1,100000003,610000002091,
0.293367,µm,Spine,Spine Part Length,1,1,1,100000001,610000002095,
0.287309,µm,Spine,Spine Part Length,1,1,1,100000000,610000002099,
0.219148,µm,Spine,Spine Part Length,1,1,1,100000001,610000002102,
0.161256,µm,Spine,Spine Part Length,4,2,1,100000002,610000002105,
0.239914,µm,Spine,Spine Part Length,1,1,1,100000003,610000002107,
0.303437,µm,Spine,Spine Part Length,1,1,1,100000000,610000002109,
0.12316,µm,Spine,Spine Part Length,3,3,1,100000002,610000002111,
0.2474,µm,Spine,Spine Part Length,1,1,1,100000003,610000002113,
0.502488,µm,Spine,Spine Part Length,1,1,1,100000003,610000002118,
0.115527,µm,Spine,Spine Part Length,0,1,1,100000002,610000002120,
0.30072,µm,Spine,Spine Part Length,1,1,1,100000001,610000002123,
0.257556,µm,Spine,Spine Part Length,1,1,1,100000001,610000002126,
0.218781,µm,Spine,Spine Part Length,1,1,1,100000001,610000002129,
0.412473,µm,Spine,Spine Part Length,1,1,1,100000003,610000002132,
0.102956,µm,Spine,Spine Part Length,1,1,1,100000003,610000002134,
0.300341,µm,Spine,Spine Part Length,1,1,1,100000003,610000002139,
0.36866,µm,Spine,Spine Part Length,1,1,1,100000003,610000002145,
0.298867,µm,Spine,Spine Part Length,1,1,1,100000003,610000002148,
0.301834,µm,Spine,Spine Part Length,1,1,1,100000003,610000002151,
0.150996,µm,Spine,Spine Part Length,0,1,1,100000003,610000002155,
0.121438,µm,Spine,Spine Part Length,3,3,1,100000002,610000002158,
0.467606,µm,Spine,Spine Part Length,1,1,1,100000003,610000002160,
0.386742,µm,Spine,Spine Part Length,1,1,1,100000003,610000002163,
0.30072,µm,Spine,Spine Part Length,1,1,1,100000001,610000002168,
0.265505,µm,Spine,Spine Part Length,0,1,1,100000001,610000002180,
0.21627,µm,Spine,Spine Part Length,1,1,1,100000000,610000002186,
0.109658,µm,Spine,Spine Part Length,3,2,1,100000001,610000002188,
0.106641,µm,Spine,Spine Part Length,1,2,1,100000001,610000002189,
0.0894755,µm,Spine,Spine Part Length,1,2,1,100000001,610000002190,
0.085491,µm,Spine,Spine Part Length,1,2,1,100000001,610000002191,
0.163378,µm,Spine,Spine Part Length,0,1,1,100000001,610000002192,
0.263722,µm,Spine,Spine Part Length,1,2,1,100000001,610000002193,
0.236708,µm,Spine,Spine Part Length,1,1,1,100000001,610000002194,
0.192504,µm,Spine,Spine Part Length,4,2,1,100000002,610000002195,
0.106729,µm,Spine,Spine Part Length,7,5,1,100000002,610000002196,
0.166579,µm,Spine,Spine Part Length,4,3,1,100000002,610000002197,
0.125668,µm,Spine,Spine Part Length,3,2,1,100000002,610000002198,
0.178994,µm,Spine,Spine Part Length,1,1,1,100000002,610000002199,
0.08125,µm,Spine,Spine Part Length,3,3,1,100000002,610000002200,
0.171359,µm,Spine,Spine Part Length,2,3,1,100000002,610000002201,
0.146925,µm,Spine,Spine Part Length,0,1,1,100000002,610000002202,
0.191266,µm,Spine,Spine Part Length,0,1,1,100000003,610000002203,
0.174394,µm,Spine,Spine Part Length,1,1,1,100000003,610000002204,
0.262724,µm,Spine,Spine Part Length,0,1,1,100000003,610000002205,
0.1373,µm,Spine,Spine Part Length,0,1,1,100000003,610000002206,
0.132031,µm,Spine,Spine Part Length,3,2,1,100000004,610000002217,
0.140105,µm,Spine,Spine Part Length,1,2,1,100000004,610000002218,
0.234895,µm,Spine,Spine Part Length,1,1,1,100000004,610000002219,
