
Segment Intensity Median Ch=3 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
29.0625,,Segment,3,5,Image 1,3,1,100000002,510000000044,
44.125,,Segment,3,4,Image 1,3,1,100000002,510000000048,
50.125,,Segment,3,3,Image 1,2,1,100000002,510000000089,
44.125,,Segment,3,2,Image 1,2,1,100000002,510000000107,
43.125,,Segment,3,1,Image 1,1,1,100000002,510000000109,
58.125,,Segment,3,0,Image 1,1,1,100000002,510000000130,
34.0625,,Segment,3,5,Image 1,3,1,100000002,510000000157,
40.125,,Segment,3,4,Image 1,2,1,100000002,510000000164,
44.0625,,Segment,3,5,Image 1,2,1,100000002,510000000168,
42.125,,Segment,3,5,Image 1,4,1,100000002,510000000172,
13.5156,,Segment,3,5,Image 1,4,1,100000001,510000000174,
20.0625,,Segment,3,4,Image 1,3,1,100000001,510000000193,
36.125,,Segment,3,3,Image 1,2,1,100000001,510000000206,
44.125,,Segment,3,2,Image 1,1,1,100000001,510000000227,
48.125,,Segment,3,0,Image 1,1,1,100000001,510000000259,
20.0625,,Segment,3,4,Image 1,2,1,100000001,510000000281,
48.625,,Segment,3,1,Image 1,2,1,100000001,510000000303,
41.125,,Segment,3,4,Image 1,4,1,100000001,510000000316,
30.0625,,Segment,3,3,Image 1,3,1,100000001,510000000324,
73.625,,Segment,3,3,Image 1,1,1,100000001,510000000327,
26.0312,,Segment,3,4,Image 1,3,1,100000001,510000000329,
24.625,,Segment,3,3,Image 1,2,1,100000001,510000000339,
84.125,,Segment,3,1,Image 1,2,1,100000003,510000000381,
107.125,,Segment,3,0,Image 1,1,1,100000003,510000000404,
104.125,,Segment,3,1,Image 1,1,1,100000003,510000000413,
35.125,,Segment,3,7,Image 1,4,1,100000002,510000000424,
89.625,,Segment,3,6,Image 1,4,1,100000002,510000000429,
80.125,,Segment,3,5,Image 1,3,1,100000002,510000000433,
86.125,,Segment,3,4,Image 1,2,1,100000002,510000000444,
96.125,,Segment,3,3,Image 1,2,1,100000002,510000000459,
80.125,,Segment,3,2,Image 1,2,1,100000002,510000000482,
72.125,,Segment,3,1,Image 1,1,1,100000002,510000000506,
66.625,,Segment,3,0,Image 1,1,1,100000002,510000000539,
24.5625,,Segment,3,4,Image 1,3,1,100000002,510000000543,
60.125,,Segment,3,3,Image 1,2,1,100000002,510000000551,
57.125,,Segment,3,2,Image 1,2,1,100000002,510000000560,
74.125,,Segment,3,1,Image 1,2,1,100000002,510000000564,
46.125,,Segment,3,8,Image 1,5,1,100000002,510000000586,
42.125,,Segment,3,7,Image 1,5,1,100000002,510000000592,
36.125,,Segment,3,6,Image 1,5,1,100000002,510000000633,
55.625,,Segment,3,5,Image 1,4,1,100000002,510000000658,
88.125,,Segment,3,4,Image 1,3,1,100000002,510000000665,
12.0312,,Segment,3,8,Image 1,6,1,100000002,510000000668,
33.125,,Segment,3,7,Image 1,5,1,100000002,510000000682,
28.0625,,Segment,3,6,Image 1,4,1,100000002,510000000690,
59.125,,Segment,3,5,Image 1,4,1,100000002,510000000706,
63.125,,Segment,3,4,Image 1,4,1,100000002,510000000743,
58.125,,Segment,3,3,Image 1,3,1,100000002,510000000757,
45.625,,Segment,3,11,Image 1,6,1,100000002,510000000764,
45.125,,Segment,3,10,Image 1,5,1,100000002,510000000799,
64.125,,Segment,3,9,Image 1,4,1,100000002,510000000839,
87.125,,Segment,3,8,Image 1,3,1,100000002,510000000841,
91.625,,Segment,3,7,Image 1,3,1,100000002,510000000843,
89.625,,Segment,3,5,Image 1,3,1,100000002,510000000848,
78.125,,Segment,3,4,Image 1,3,1,100000002,510000000852,
74.125,,Segment,3,3,Image 1,3,1,100000002,510000000886,
