
Soma Ellipsoid Axis Length B
 ==================== 
Soma Ellipsoid Axis Length B,Unit,Category,Time,FilamentID,ID,
1.12006,µm,Soma,1,100000000,800000000,
0.761639,µm,Soma,1,100000001,800000001,
0.569459,µm,Soma,1,100000002,800000002,
0.978654,µm,Soma,1,100000003,800000003,
1.46798,µm,Soma,1,100000004,800000004,
