
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.947475,,Spine,6,4,1,100000002,610000002023,
0.993302,,Spine,1,1,1,100000000,610000002031,
0.985198,,Spine,0,1,1,100000004,610000002036,
0.967771,,Spine,1,1,1,100000001,610000002041,
0.999029,,Spine,1,1,1,100000004,610000002044,
0.988756,,Spine,1,1,1,100000003,610000002051,
0.993915,,Spine,3,3,1,100000002,610000002055,
0.985062,,Spine,8,5,1,100000002,610000002061,
0.998696,,Spine,4,2,1,100000002,610000002064,
0.980504,,Spine,1,1,1,100000003,610000002069,
0.98694,,Spine,1,1,1,100000001,610000002072,
0.976842,,Spine,1,2,1,100000003,610000002074,
0.954049,,Spine,0,1,1,100000002,610000002077,
0.997252,,Spine,0,1,1,100000004,610000002080,
0.998905,,Spine,8,5,1,100000002,610000002083,
0.997463,,Spine,1,1,1,100000003,610000002086,
0.97056,,Spine,1,1,1,100000003,610000002091,
0.990788,,Spine,1,1,1,100000001,610000002095,
1,,Spine,1,1,1,100000000,610000002099,
0.99932,,Spine,1,1,1,100000001,610000002102,
0.99123,,Spine,4,2,1,100000002,610000002105,
1,,Spine,1,1,1,100000003,610000002107,
1,,Spine,1,1,1,100000000,610000002109,
0.99982,,Spine,3,3,1,100000002,610000002111,
1,,Spine,1,1,1,100000003,610000002113,
0.996639,,Spine,1,1,1,100000003,610000002118,
0.957565,,Spine,0,1,1,100000002,610000002120,
0.996071,,Spine,1,1,1,100000001,610000002123,
0.997307,,Spine,1,1,1,100000001,610000002126,
1,,Spine,1,1,1,100000001,610000002129,
0.97854,,Spine,1,1,1,100000003,610000002132,
1,,Spine,1,1,1,100000003,610000002134,
0.99426,,Spine,1,1,1,100000003,610000002139,
0.899964,,Spine,1,1,1,100000003,610000002145,
1,,Spine,1,1,1,100000003,610000002148,
1,,Spine,1,1,1,100000003,610000002151,
0.998363,,Spine,0,1,1,100000003,610000002155,
0.995844,,Spine,3,3,1,100000002,610000002158,
1,,Spine,1,1,1,100000003,610000002160,
1,,Spine,1,1,1,100000003,610000002163,
1,,Spine,1,1,1,100000001,610000002168,
0.995818,,Spine,0,1,1,100000001,610000002180,
1,,Spine,1,1,1,100000000,610000002186,
1,,Spine,3,2,1,100000001,610000002188,
1,,Spine,1,2,1,100000001,610000002189,
1,,Spine,1,2,1,100000001,610000002190,
1,,Spine,1,2,1,100000001,610000002191,
1,,Spine,0,1,1,100000001,610000002192,
1,,Spine,1,2,1,100000001,610000002193,
1,,Spine,1,1,1,100000001,610000002194,
1,,Spine,4,2,1,100000002,610000002195,
1,,Spine,7,5,1,100000002,610000002196,
1,,Spine,4,3,1,100000002,610000002197,
1,,Spine,3,2,1,100000002,610000002198,
1,,Spine,1,1,1,100000002,610000002199,
1,,Spine,3,3,1,100000002,610000002200,
1,,Spine,2,3,1,100000002,610000002201,
1,,Spine,0,1,1,100000002,610000002202,
1,,Spine,0,1,1,100000003,610000002203,
1,,Spine,1,1,1,100000003,610000002204,
1,,Spine,0,1,1,100000003,610000002205,
1,,Spine,0,1,1,100000003,610000002206,
1,,Spine,3,2,1,100000004,610000002217,
1,,Spine,1,2,1,100000004,610000002218,
1,,Spine,1,1,1,100000004,610000002219,
