
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.518353,0.24375,0.288359,µm,Spine,Spine Part Max Diameter,0,1,1,100000004,610000002036,
0.365596,0.212918,0.231055,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002077,
0.518353,0.325,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000004,610000002080,
0.365596,0.231055,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002120,
0.4875,0.301992,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000002155,
0.601425,0.53101,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002180,
0.430535,0.326755,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002192,
0.324058,0.293851,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002202,
0.4875,0.382532,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000002203,
0.551777,0.525448,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000002205,
0.515591,0.2746,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000002206,
0.341576,1.38698,0.661132,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000002031,
0.656907,0.223437,0.187732,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002041,
0.214298,0.787725,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000004,610000002044,
0.313132,0.935212,0.538281,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000002051,
0.538281,0.935212,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000002069,
0.665949,0.564575,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002072,
0.234713,0.353099,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000002086,
0.538281,0.935212,0.756076,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000002091,
0.481819,0.586734,0.580481,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002095,
0.574617,0.574617,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000002099,
0.385067,0.438297,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002102,
0.479828,0.479828,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000002107,
0.606874,0.606874,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000002109,
0.4948,0.4948,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000002113,
0.485048,0.773485,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000003,610000002118,
