
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,6,4,1,100000002,610000002023,
0.27164,µm,Spine,1,1,1,100000000,610000002031,
0.1625,µm,Spine,0,1,1,100000004,610000002036,
0.1625,µm,Spine,1,1,1,100000001,610000002041,
0.177734,µm,Spine,1,1,1,100000004,610000002044,
0.24375,µm,Spine,1,1,1,100000003,610000002051,
0.1625,µm,Spine,3,3,1,100000002,610000002055,
0.189287,µm,Spine,8,5,1,100000002,610000002061,
0.247559,µm,Spine,4,2,1,100000002,610000002064,
0.302148,µm,Spine,1,1,1,100000003,610000002069,
0.381762,µm,Spine,1,1,1,100000001,610000002072,
0.1625,µm,Spine,1,2,1,100000003,610000002074,
0.212918,µm,Spine,0,1,1,100000002,610000002077,
0.325,µm,Spine,0,1,1,100000004,610000002080,
0.189287,µm,Spine,8,5,1,100000002,610000002083,
0.1625,µm,Spine,1,1,1,100000003,610000002086,
0.332168,µm,Spine,1,1,1,100000003,610000002091,
0.353726,µm,Spine,1,1,1,100000001,610000002095,
0.20148,µm,Spine,1,1,1,100000000,610000002099,
0.374203,µm,Spine,1,1,1,100000001,610000002102,
0.322513,µm,Spine,4,2,1,100000002,610000002105,
0.349529,µm,Spine,1,1,1,100000003,610000002107,
0.564941,µm,Spine,1,1,1,100000000,610000002109,
0.24632,µm,Spine,3,3,1,100000002,610000002111,
0.365625,µm,Spine,1,1,1,100000003,610000002113,
0.421859,µm,Spine,1,1,1,100000003,610000002118,
0.231055,µm,Spine,0,1,1,100000002,610000002120,
0.424023,µm,Spine,1,1,1,100000001,610000002123,
0.325,µm,Spine,1,1,1,100000001,610000002126,
0.332181,µm,Spine,1,1,1,100000001,610000002129,
0.706177,µm,Spine,1,1,1,100000003,610000002132,
0.1838,µm,Spine,1,1,1,100000003,610000002134,
0.457646,µm,Spine,1,1,1,100000003,610000002139,
0.394824,µm,Spine,1,1,1,100000003,610000002145,
0.564079,µm,Spine,1,1,1,100000003,610000002148,
0.353596,µm,Spine,1,1,1,100000003,610000002151,
0.301992,µm,Spine,0,1,1,100000003,610000002155,
0.242876,µm,Spine,3,3,1,100000002,610000002158,
0.756076,µm,Spine,1,1,1,100000003,610000002160,
0.610314,µm,Spine,1,1,1,100000003,610000002163,
0.544155,µm,Spine,1,1,1,100000001,610000002168,
0.53101,µm,Spine,0,1,1,100000001,610000002180,
0.376032,µm,Spine,1,1,1,100000000,610000002186,
0.219316,µm,Spine,3,2,1,100000001,610000002188,
0.213281,µm,Spine,1,2,1,100000001,610000002189,
0.178951,µm,Spine,1,2,1,100000001,610000002190,
0.170982,µm,Spine,1,2,1,100000001,610000002191,
0.326755,µm,Spine,0,1,1,100000001,610000002192,
0.527443,µm,Spine,1,2,1,100000001,610000002193,
0.467125,µm,Spine,1,1,1,100000001,610000002194,
0.385007,µm,Spine,4,2,1,100000002,610000002195,
0.213458,µm,Spine,7,5,1,100000002,610000002196,
0.331335,µm,Spine,4,3,1,100000002,610000002197,
0.251336,µm,Spine,3,2,1,100000002,610000002198,
0.357988,µm,Spine,1,1,1,100000002,610000002199,
0.1625,µm,Spine,3,3,1,100000002,610000002200,
0.342718,µm,Spine,2,3,1,100000002,610000002201,
0.293851,µm,Spine,0,1,1,100000002,610000002202,
0.382532,µm,Spine,0,1,1,100000003,610000002203,
0.348788,µm,Spine,1,1,1,100000003,610000002204,
0.525448,µm,Spine,0,1,1,100000003,610000002205,
0.2746,µm,Spine,0,1,1,100000003,610000002206,
0.26168,µm,Spine,3,2,1,100000004,610000002217,
0.28021,µm,Spine,1,2,1,100000004,610000002218,
0.363204,µm,Spine,1,1,1,100000004,610000002219,
