
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
11,,Segment,3,5,Image 1,3,1,100000002,510000000044,
5,,Segment,3,4,Image 1,3,1,100000002,510000000048,
42,,Segment,3,3,Image 1,2,1,100000002,510000000089,
19,,Segment,3,2,Image 1,2,1,100000002,510000000107,
3,,Segment,3,1,Image 1,1,1,100000002,510000000109,
16,,Segment,3,0,Image 1,1,1,100000002,510000000130,
5,,Segment,3,5,Image 1,3,1,100000002,510000000157,
8,,Segment,3,4,Image 1,2,1,100000002,510000000164,
5,,Segment,3,5,Image 1,2,1,100000002,510000000168,
5,,Segment,3,5,Image 1,4,1,100000002,510000000172,
3,,Segment,3,5,Image 1,4,1,100000001,510000000174,
20,,Segment,3,4,Image 1,3,1,100000001,510000000193,
14,,Segment,3,3,Image 1,2,1,100000001,510000000206,
22,,Segment,3,2,Image 1,1,1,100000001,510000000227,
28,,Segment,3,0,Image 1,1,1,100000001,510000000259,
3,,Segment,3,4,Image 1,2,1,100000001,510000000281,
23,,Segment,3,1,Image 1,2,1,100000001,510000000303,
14,,Segment,3,4,Image 1,4,1,100000001,510000000316,
9,,Segment,3,3,Image 1,3,1,100000001,510000000324,
3,,Segment,3,3,Image 1,1,1,100000001,510000000327,
3,,Segment,3,4,Image 1,3,1,100000001,510000000329,
11,,Segment,3,3,Image 1,2,1,100000001,510000000339,
43,,Segment,3,1,Image 1,2,1,100000003,510000000381,
23,,Segment,3,0,Image 1,1,1,100000003,510000000404,
10,,Segment,3,1,Image 1,1,1,100000003,510000000413,
12,,Segment,3,7,Image 1,4,1,100000002,510000000424,
6,,Segment,3,6,Image 1,4,1,100000002,510000000429,
5,,Segment,3,5,Image 1,3,1,100000002,510000000433,
12,,Segment,3,4,Image 1,2,1,100000002,510000000444,
16,,Segment,3,3,Image 1,2,1,100000002,510000000459,
24,,Segment,3,2,Image 1,2,1,100000002,510000000482,
25,,Segment,3,1,Image 1,1,1,100000002,510000000506,
26,,Segment,3,0,Image 1,1,1,100000002,510000000539,
4,,Segment,3,4,Image 1,3,1,100000002,510000000543,
9,,Segment,3,3,Image 1,2,1,100000002,510000000551,
10,,Segment,3,2,Image 1,2,1,100000002,510000000560,
5,,Segment,3,1,Image 1,2,1,100000002,510000000564,
22,,Segment,3,8,Image 1,5,1,100000002,510000000586,
7,,Segment,3,7,Image 1,5,1,100000002,510000000592,
42,,Segment,3,6,Image 1,5,1,100000002,510000000633,
26,,Segment,3,5,Image 1,4,1,100000002,510000000658,
8,,Segment,3,4,Image 1,3,1,100000002,510000000665,
4,,Segment,3,8,Image 1,6,1,100000002,510000000668,
15,,Segment,3,7,Image 1,5,1,100000002,510000000682,
9,,Segment,3,6,Image 1,4,1,100000002,510000000690,
17,,Segment,3,5,Image 1,4,1,100000002,510000000706,
38,,Segment,3,4,Image 1,4,1,100000002,510000000743,
15,,Segment,3,3,Image 1,3,1,100000002,510000000757,
8,,Segment,3,11,Image 1,6,1,100000002,510000000764,
36,,Segment,3,10,Image 1,5,1,100000002,510000000799,
41,,Segment,3,9,Image 1,4,1,100000002,510000000839,
3,,Segment,3,8,Image 1,3,1,100000002,510000000841,
3,,Segment,3,7,Image 1,3,1,100000002,510000000843,
5,,Segment,3,5,Image 1,3,1,100000002,510000000848,
5,,Segment,3,4,Image 1,3,1,100000002,510000000852,
35,,Segment,3,3,Image 1,3,1,100000002,510000000886,
5,,Segment,3,11,Image 1,5,1,100000002,510000000890,
6,,Segment,3,7,Image 1,6,1,100000002,510000000895,
12,,Segment,3,6,Image 1,5,1,100000002,510000000908,
5,,Segment,3,7,Image 1,4,1,100000002,510000000912,
13,,Segment,3,10,Image 1,4,1,100000002,510000000924,
19,,Segment,3,3,Image 1,2,1,100000004,510000000942,
16,,Segment,3,1,Image 1,1,1,100000004,510000000958,
21,,Segment,3,0,Image 1,1,1,100000004,510000000985,
32,,Segment,3,3,Image 1,1,1,100000004,510000001044,
7,,Segment,3,6,Image 1,4,1,100000002,510000001050,
17,,Segment,3,1,Image 1,2,1,100000004,510000001066,
48,,Segment,3,1,Image 1,1,1,100000004,510000001113,
13,,Segment,3,0,Image 1,1,1,100000004,510000001127,
6,,Segment,3,6,Image 1,4,1,100000002,510000001155,
