
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
49,,Spine,2,6,Image 1,4,1,100000002,610000002023,
3350,,Spine,2,1,Image 1,1,1,100000000,610000002031,
303,,Spine,2,0,Image 1,1,1,100000004,610000002036,
471,,Spine,2,1,Image 1,1,1,100000001,610000002041,
606,,Spine,2,1,Image 1,1,1,100000004,610000002044,
1229,,Spine,2,0,Image 1,1,1,100000003,610000002051,
229,,Spine,2,3,Image 1,3,1,100000002,610000002055,
83,,Spine,2,8,Image 1,5,1,100000002,610000002061,
153,,Spine,2,8,Image 1,5,1,100000002,610000002064,
1217,,Spine,2,0,Image 1,1,1,100000003,610000002069,
461,,Spine,2,0,Image 1,1,1,100000001,610000002072,
23,,Spine,2,1,Image 1,2,1,100000003,610000002074,
132,,Spine,2,0,Image 1,1,1,100000002,610000002077,
273,,Spine,2,0,Image 1,1,1,100000004,610000002080,
72,,Spine,2,8,Image 1,5,1,100000002,610000002083,
75,,Spine,2,0,Image 1,1,1,100000003,610000002086,
1146,,Spine,2,0,Image 1,1,1,100000003,610000002091,
353,,Spine,2,0,Image 1,1,1,100000001,610000002095,
236,,Spine,2,1,Image 1,1,1,100000000,610000002099,
182,,Spine,2,0,Image 1,1,1,100000001,610000002102,
277,,Spine,2,4,Image 1,2,1,100000002,610000002105,
156,,Spine,2,0,Image 1,1,1,100000003,610000002107,
330,,Spine,2,1,Image 1,1,1,100000000,610000002109,
221,,Spine,2,3,Image 1,3,1,100000002,610000002111,
194,,Spine,2,0,Image 1,1,1,100000003,610000002113,
650,,Spine,2,0,Image 1,1,1,100000003,610000002118,
119,,Spine,2,0,Image 1,1,1,100000002,610000002120,
371,,Spine,2,0,Image 1,1,1,100000001,610000002123,
211,,Spine,2,0,Image 1,1,1,100000001,610000002126,
137,,Spine,2,0,Image 1,1,1,100000001,610000002129,
912,,Spine,2,0,Image 1,1,1,100000003,610000002132,
25,,Spine,2,0,Image 1,1,1,100000003,610000002134,
402,,Spine,2,0,Image 1,1,1,100000003,610000002139,
1209,,Spine,2,0,Image 1,1,1,100000003,610000002145,
334,,Spine,2,0,Image 1,1,1,100000003,610000002148,
283,,Spine,2,0,Image 1,1,1,100000003,610000002151,
256,,Spine,2,0,Image 1,1,1,100000003,610000002155,
193,,Spine,2,3,Image 1,3,1,100000002,610000002158,
1097,,Spine,2,0,Image 1,1,1,100000003,610000002160,
598,,Spine,2,0,Image 1,1,1,100000003,610000002163,
331,,Spine,2,0,Image 1,1,1,100000001,610000002168,
442,,Spine,2,0,Image 1,1,1,100000001,610000002180,
173,,Spine,2,1,Image 1,1,1,100000000,610000002186,
81,,Spine,2,3,Image 1,2,1,100000001,610000002188,
52,,Spine,2,1,Image 1,2,1,100000001,610000002189,
43,,Spine,2,1,Image 1,2,1,100000001,610000002190,
55,,Spine,2,1,Image 1,2,1,100000001,610000002191,
151,,Spine,2,0,Image 1,1,1,100000001,610000002192,
440,,Spine,2,1,Image 1,2,1,100000001,610000002193,
245,,Spine,2,1,Image 1,1,1,100000001,610000002194,
219,,Spine,2,4,Image 1,2,1,100000002,610000002195,
62,,Spine,2,7,Image 1,5,1,100000002,610000002196,
97,,Spine,2,4,Image 1,3,1,100000002,610000002197,
61,,Spine,2,3,Image 1,2,1,100000002,610000002198,
145,,Spine,2,1,Image 1,1,1,100000002,610000002199,
79,,Spine,2,3,Image 1,3,1,100000002,610000002200,
125,,Spine,2,2,Image 1,3,1,100000002,610000002201,
71,,Spine,2,0,Image 1,1,1,100000002,610000002202,
217,,Spine,2,0,Image 1,1,1,100000003,610000002203,
122,,Spine,2,1,Image 1,1,1,100000003,610000002204,
344,,Spine,2,0,Image 1,1,1,100000003,610000002205,
214,,Spine,2,0,Image 1,1,1,100000003,610000002206,
47,,Spine,2,3,Image 1,2,1,100000004,610000002217,
88,,Spine,2,1,Image 1,2,1,100000004,610000002218,
180,,Spine,2,1,Image 1,1,1,100000004,610000002219,
