
Filament Volume (sum)
 ==================== 
Filament Volume (sum),Unit,Category,Time,ID,
1.91173,µm^3,Filament,1,100000000,
2.94075,µm^3,Filament,1,100000001,
8.53278,µm^3,Filament,1,100000002,
3.83961,µm^3,Filament,1,100000003,
2.52288,µm^3,Filament,1,100000004,
