
Spine Center Number of Voxel Ch=1 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4,,Spine,1,6,Image 1,4,1,100000002,610000002023,
8,,Spine,1,1,Image 1,1,1,100000000,610000002031,
6,,Spine,1,0,Image 1,1,1,100000004,610000002036,
6,,Spine,1,1,Image 1,1,1,100000001,610000002041,
3,,Spine,1,1,Image 1,1,1,100000004,610000002044,
7,,Spine,1,0,Image 1,1,1,100000003,610000002051,
5,,Spine,1,3,Image 1,3,1,100000002,610000002055,
7,,Spine,1,8,Image 1,5,1,100000002,610000002061,
3,,Spine,1,8,Image 1,5,1,100000002,610000002064,
5,,Spine,1,0,Image 1,1,1,100000003,610000002069,
3,,Spine,1,0,Image 1,1,1,100000001,610000002072,
3,,Spine,1,1,Image 1,2,1,100000003,610000002074,
2,,Spine,1,0,Image 1,1,1,100000002,610000002077,
3,,Spine,1,0,Image 1,1,1,100000004,610000002080,
4,,Spine,1,8,Image 1,5,1,100000002,610000002083,
3,,Spine,1,0,Image 1,1,1,100000003,610000002086,
4,,Spine,1,0,Image 1,1,1,100000003,610000002091,
4,,Spine,1,0,Image 1,1,1,100000001,610000002095,
2,,Spine,1,1,Image 1,1,1,100000000,610000002099,
3,,Spine,1,0,Image 1,1,1,100000001,610000002102,
3,,Spine,1,4,Image 1,2,1,100000002,610000002105,
2,,Spine,1,0,Image 1,1,1,100000003,610000002107,
2,,Spine,1,1,Image 1,1,1,100000000,610000002109,
3,,Spine,1,3,Image 1,3,1,100000002,610000002111,
2,,Spine,1,0,Image 1,1,1,100000003,610000002113,
5,,Spine,1,0,Image 1,1,1,100000003,610000002118,
2,,Spine,1,0,Image 1,1,1,100000002,610000002120,
3,,Spine,1,0,Image 1,1,1,100000001,610000002123,
3,,Spine,1,0,Image 1,1,1,100000001,610000002126,
2,,Spine,1,0,Image 1,1,1,100000001,610000002129,
3,,Spine,1,0,Image 1,1,1,100000003,610000002132,
2,,Spine,1,0,Image 1,1,1,100000003,610000002134,
3,,Spine,1,0,Image 1,1,1,100000003,610000002139,
4,,Spine,1,0,Image 1,1,1,100000003,610000002145,
2,,Spine,1,0,Image 1,1,1,100000003,610000002148,
2,,Spine,1,0,Image 1,1,1,100000003,610000002151,
3,,Spine,1,0,Image 1,1,1,100000003,610000002155,
3,,Spine,1,3,Image 1,3,1,100000002,610000002158,
2,,Spine,1,0,Image 1,1,1,100000003,610000002160,
2,,Spine,1,0,Image 1,1,1,100000003,610000002163,
2,,Spine,1,0,Image 1,1,1,100000001,610000002168,
3,,Spine,1,0,Image 1,1,1,100000001,610000002180,
2,,Spine,1,1,Image 1,1,1,100000000,610000002186,
2,,Spine,1,3,Image 1,2,1,100000001,610000002188,
2,,Spine,1,1,Image 1,2,1,100000001,610000002189,
2,,Spine,1,1,Image 1,2,1,100000001,610000002190,
2,,Spine,1,1,Image 1,2,1,100000001,610000002191,
2,,Spine,1,0,Image 1,1,1,100000001,610000002192,
2,,Spine,1,1,Image 1,2,1,100000001,610000002193,
2,,Spine,1,1,Image 1,1,1,100000001,610000002194,
2,,Spine,1,4,Image 1,2,1,100000002,610000002195,
2,,Spine,1,7,Image 1,5,1,100000002,610000002196,
2,,Spine,1,4,Image 1,3,1,100000002,610000002197,
2,,Spine,1,3,Image 1,2,1,100000002,610000002198,
2,,Spine,1,1,Image 1,1,1,100000002,610000002199,
2,,Spine,1,3,Image 1,3,1,100000002,610000002200,
2,,Spine,1,2,Image 1,3,1,100000002,610000002201,
2,,Spine,1,0,Image 1,1,1,100000002,610000002202,
2,,Spine,1,0,Image 1,1,1,100000003,610000002203,
2,,Spine,1,1,Image 1,1,1,100000003,610000002204,
2,,Spine,1,0,Image 1,1,1,100000003,610000002205,
2,,Spine,1,0,Image 1,1,1,100000003,610000002206,
2,,Spine,1,3,Image 1,2,1,100000004,610000002217,
2,,Spine,1,1,Image 1,2,1,100000004,610000002218,
2,,Spine,1,1,Image 1,1,1,100000004,610000002219,
