
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.740588,,Soma,1,100000000,800000000,
0.690603,,Soma,1,100000001,800000001,
0.773951,,Soma,1,100000002,800000002,
0.738387,,Soma,1,100000003,800000003,
0.611467,,Soma,1,100000004,800000004,
