
Soma Center of Image Mass Ch=2 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
916.345,19658.9,1448.76,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000000,800000000,
928.343,19624.2,1448.06,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000001,800000001,
895.291,19639.2,1449.16,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000002,800000002,
889.084,19662.7,1447.19,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000003,800000003,
925.162,19657.6,1449.02,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000004,800000004,
