
Soma Intensity StdDev Ch=3 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
42.6673,,Soma,3,Image 1,1,100000000,800000000,
32.2557,,Soma,3,Image 1,1,100000001,800000001,
38.2142,,Soma,3,Image 1,1,100000002,800000002,
29.6453,,Soma,3,Image 1,1,100000003,800000003,
