
Spine Center Intensity StdDev Ch=4 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,12,Image 1,4,1,100000001,610000004735,
0,,Spine,4,4,Image 1,3,1,100000003,610000004742,
0,,Spine,4,4,Image 1,3,1,100000003,610000004748,
0,,Spine,4,6,Image 1,2,1,100000001,610000004751,
0,,Spine,4,0,Image 1,1,1,100000001,610000004765,
0,,Spine,4,12,Image 1,4,1,100000001,610000004767,
0,,Spine,4,6,Image 1,2,1,100000001,610000004771,
0,,Spine,4,4,Image 1,3,1,100000003,610000004775,
0,,Spine,4,4,Image 1,3,1,100000001,610000004777,
0,,Spine,4,5,Image 1,4,1,100000002,610000004780,
0,,Spine,4,0,Image 1,1,1,100000001,610000004783,
0,,Spine,4,2,Image 1,1,1,100000001,610000004788,
0,,Spine,4,2,Image 1,2,1,100000000,610000004791,
0,,Spine,4,5,Image 1,2,1,100000000,610000004793,
0,,Spine,4,2,Image 1,3,1,100000002,610000004796,
0,,Spine,4,6,Image 1,1,1,100000001,610000004799,
0,,Spine,4,3,Image 1,3,1,100000002,610000004802,
0,,Spine,4,20,Image 1,7,1,100000001,610000004805,
0,,Spine,4,7,Image 1,3,1,100000003,610000004807,
0,,Spine,4,1,Image 1,2,1,100000002,610000004809,
0,,Spine,4,7,Image 1,2,1,100000001,610000004815,
0,,Spine,4,8,Image 1,1,1,100000000,610000004818,
0,,Spine,4,4,Image 1,3,1,100000002,610000004820,
0,,Spine,4,0,Image 1,1,1,100000000,610000004824,
0,,Spine,4,6,Image 1,2,1,100000002,610000004827,
0,,Spine,4,2,Image 1,1,1,100000001,610000004830,
0,,Spine,4,3,Image 1,2,1,100000002,610000004832,
0,,Spine,4,1,Image 1,2,1,100000002,610000004834,
0,,Spine,4,1,Image 1,1,1,100000002,610000004837,
0,,Spine,4,3,Image 1,3,1,100000002,610000004839,
0,,Spine,4,8,Image 1,4,1,100000002,610000004842,
0,,Spine,4,0,Image 1,1,1,100000002,610000004846,
0,,Spine,4,5,Image 1,1,1,100000001,610000004849,
0,,Spine,4,10,Image 1,5,1,100000003,610000004851,
0,,Spine,4,6,Image 1,5,1,100000003,610000004853,
0,,Spine,4,6,Image 1,3,1,100000003,610000004856,
0,,Spine,4,0,Image 1,1,1,100000000,610000004862,
0,,Spine,4,6,Image 1,3,1,100000002,610000004864,
0,,Spine,4,8,Image 1,3,1,100000002,610000004868,
0,,Spine,4,2,Image 1,1,1,100000001,610000004871,
0,,Spine,4,5,Image 1,4,1,100000003,610000004874,
0,,Spine,4,0,Image 1,1,1,100000002,610000004877,
0,,Spine,4,3,Image 1,3,1,100000002,610000004880,
0,,Spine,4,9,Image 1,3,1,100000002,610000004884,
0,,Spine,4,0,Image 1,1,1,100000002,610000004887,
0,,Spine,4,19,Image 1,6,1,100000001,610000004890,
0,,Spine,4,5,Image 1,4,1,100000002,610000004894,
0,,Spine,4,0,Image 1,1,1,100000002,610000004897,
0,,Spine,4,2,Image 1,2,1,100000002,610000004900,
0,,Spine,4,0,Image 1,1,1,100000002,610000004905,
0,,Spine,4,9,Image 1,6,1,100000003,610000004909,
0,,Spine,4,0,Image 1,1,1,100000000,610000004913,
0,,Spine,4,0,Image 1,1,1,100000001,610000004916,
0,,Spine,4,0,Image 1,1,1,100000000,610000004919,
0,,Spine,4,0,Image 1,1,1,100000002,610000004923,
0,,Spine,4,0,Image 1,1,1,100000000,610000004927,
0,,Spine,4,0,Image 1,1,1,100000002,610000004931,
0,,Spine,4,4,Image 1,2,1,100000002,610000004933,
0,,Spine,4,6,Image 1,3,1,100000003,610000004936,
61.422,,Spine,4,7,Image 1,4,1,100000002,610000004938,
0,,Spine,4,0,Image 1,1,1,100000002,610000004941,
