
Soma Ellipsoid Axis A X
 ==================== 
Soma Ellipsoid Axis A X,Unit,Category,Collection,Time,FilamentID,ID,
-0.0513972,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
0.128736,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
-0.0229666,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
-0.0371517,µm,Soma,Soma Ellipsoid Axis A,1,100000003,800000003,
