
Soma Center of Image Mass Ch=3 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-88.5362,21872.1,1422.7,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-81.6936,21898.3,1425.79,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-106.059,21902.4,1422.42,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000002,800000002,
-63.0987,21887.3,1426.11,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000003,800000003,
