
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.229913,µm^2,Spine,12,4,1,100000001,610000004735,
0.947094,µm^2,Spine,4,3,1,100000003,610000004742,
0.96196,µm^2,Spine,4,3,1,100000003,610000004748,
0.318795,µm^2,Spine,6,2,1,100000001,610000004751,
1.69526,µm^2,Spine,0,1,1,100000001,610000004765,
0.214848,µm^2,Spine,12,4,1,100000001,610000004767,
0.516001,µm^2,Spine,6,2,1,100000001,610000004771,
0.947768,µm^2,Spine,4,3,1,100000003,610000004775,
0.235539,µm^2,Spine,4,3,1,100000001,610000004777,
0.282497,µm^2,Spine,5,4,1,100000002,610000004780,
0.33026,µm^2,Spine,0,1,1,100000001,610000004783,
0.694708,µm^2,Spine,2,1,1,100000001,610000004788,
0.459718,µm^2,Spine,2,2,1,100000000,610000004791,
0.244932,µm^2,Spine,5,2,1,100000000,610000004793,
0.311045,µm^2,Spine,2,3,1,100000002,610000004796,
0.398148,µm^2,Spine,6,1,1,100000001,610000004799,
0.300943,µm^2,Spine,3,3,1,100000002,610000004802,
0.352808,µm^2,Spine,20,7,1,100000001,610000004805,
0.262526,µm^2,Spine,7,3,1,100000003,610000004807,
0.25471,µm^2,Spine,1,2,1,100000002,610000004809,
0.647104,µm^2,Spine,7,2,1,100000001,610000004815,
0.303998,µm^2,Spine,8,1,1,100000000,610000004818,
0.369301,µm^2,Spine,4,3,1,100000002,610000004820,
0.264521,µm^2,Spine,0,1,1,100000000,610000004824,
0.189339,µm^2,Spine,6,2,1,100000002,610000004827,
0.430946,µm^2,Spine,2,1,1,100000001,610000004830,
0.186841,µm^2,Spine,3,2,1,100000002,610000004832,
0.281405,µm^2,Spine,1,2,1,100000002,610000004834,
0.232863,µm^2,Spine,1,1,1,100000002,610000004837,
0.239896,µm^2,Spine,3,3,1,100000002,610000004839,
0.326988,µm^2,Spine,8,4,1,100000002,610000004842,
0.274248,µm^2,Spine,0,1,1,100000002,610000004846,
0.435409,µm^2,Spine,5,1,1,100000001,610000004849,
0.400522,µm^2,Spine,10,5,1,100000003,610000004851,
0.348847,µm^2,Spine,6,5,1,100000003,610000004853,
0.407892,µm^2,Spine,6,3,1,100000003,610000004856,
1.23781,µm^2,Spine,0,1,1,100000000,610000004862,
0.445243,µm^2,Spine,6,3,1,100000002,610000004864,
0.309426,µm^2,Spine,8,3,1,100000002,610000004868,
0.659261,µm^2,Spine,2,1,1,100000001,610000004871,
0.520094,µm^2,Spine,5,4,1,100000003,610000004874,
