
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.204595,µm,Spine,12,4,1,100000001,610000004735,
0.702922,µm,Spine,4,3,1,100000003,610000004742,
0.702922,µm,Spine,4,3,1,100000003,610000004748,
0.179742,µm,Spine,6,2,1,100000001,610000004751,
0.738107,µm,Spine,0,1,1,100000001,610000004765,
0.204595,µm,Spine,12,4,1,100000001,610000004767,
0.390104,µm,Spine,6,2,1,100000001,610000004771,
0.702922,µm,Spine,4,3,1,100000003,610000004775,
0.223437,µm,Spine,4,3,1,100000001,610000004777,
0.210049,µm,Spine,5,4,1,100000002,610000004780,
0.366749,µm,Spine,0,1,1,100000001,610000004783,
0.588229,µm,Spine,2,1,1,100000001,610000004788,
0.356918,µm,Spine,2,2,1,100000000,610000004791,
0.361816,µm,Spine,5,2,1,100000000,610000004793,
0.259347,µm,Spine,2,3,1,100000002,610000004796,
0.326451,µm,Spine,6,1,1,100000001,610000004799,
0.314534,µm,Spine,3,3,1,100000002,610000004802,
0.309894,µm,Spine,20,7,1,100000001,610000004805,
0.247559,µm,Spine,7,3,1,100000003,610000004807,
0,µm,Spine,1,2,1,100000002,610000004809,
0.305789,µm,Spine,7,2,1,100000001,610000004815,
0.270575,µm,Spine,8,1,1,100000000,610000004818,
0.332354,µm,Spine,4,3,1,100000002,610000004820,
0.256126,µm,Spine,0,1,1,100000000,610000004824,
0.222168,µm,Spine,6,2,1,100000002,610000004827,
0.442396,µm,Spine,2,1,1,100000001,610000004830,
0.1625,µm,Spine,3,2,1,100000002,610000004832,
0.192969,µm,Spine,1,2,1,100000002,610000004834,
0.343988,µm,Spine,1,1,1,100000002,610000004837,
0.314534,µm,Spine,3,3,1,100000002,610000004839,
0.317176,µm,Spine,8,4,1,100000002,610000004842,
0.26116,µm,Spine,0,1,1,100000002,610000004846,
0.312804,µm,Spine,5,1,1,100000001,610000004849,
0.322383,µm,Spine,10,5,1,100000003,610000004851,
0.339176,µm,Spine,6,5,1,100000003,610000004853,
0.34552,µm,Spine,6,3,1,100000003,610000004856,
0,µm,Spine,0,1,1,100000000,610000004862,
0,µm,Spine,6,3,1,100000002,610000004864,
0.273698,µm,Spine,8,3,1,100000002,610000004868,
0.418732,µm,Spine,2,1,1,100000001,610000004871,
0.395663,µm,Spine,5,4,1,100000003,610000004874,
0,µm,Spine,0,1,1,100000002,610000004877,
0.263745,µm,Spine,3,3,1,100000002,610000004880,
0.342653,µm,Spine,9,3,1,100000002,610000004884,
0.307171,µm,Spine,0,1,1,100000002,610000004887,
0.24375,µm,Spine,19,6,1,100000001,610000004890,
0.329359,µm,Spine,5,4,1,100000002,610000004894,
0.216694,µm,Spine,0,1,1,100000002,610000004897,
0,µm,Spine,2,2,1,100000002,610000004900,
0,µm,Spine,0,1,1,100000002,610000004905,
0.325134,µm,Spine,9,6,1,100000003,610000004909,
0,µm,Spine,0,1,1,100000000,610000004913,
0.583984,µm,Spine,0,1,1,100000001,610000004916,
0.335156,µm,Spine,0,1,1,100000000,610000004919,
0,µm,Spine,0,1,1,100000002,610000004923,
0.406536,µm,Spine,0,1,1,100000000,610000004927,
0.176876,µm,Spine,0,1,1,100000002,610000004931,
0.294531,µm,Spine,4,2,1,100000002,610000004933,
0.335474,µm,Spine,6,3,1,100000003,610000004936,
0.232146,µm,Spine,7,4,1,100000002,610000004938,
0.268276,µm,Spine,0,1,1,100000002,610000004941,
0.1625,µm,Spine,0,1,1,100000002,610000004946,
0.442696,µm,Spine,18,6,1,100000001,610000004949,
0,µm,Spine,0,1,1,100000002,610000004951,
0.325,µm,Spine,5,1,1,100000000,610000004953,
0.176876,µm,Spine,0,1,1,100000002,610000004959,
0.522168,µm,Spine,0,1,1,100000000,610000004962,
0,µm,Spine,0,1,1,100000002,610000004966,
0.184717,µm,Spine,0,1,1,100000002,610000004970,
0.352724,µm,Spine,6,3,1,100000003,610000004972,
0.241383,µm,Spine,0,1,1,100000002,610000004974,
0.387977,µm,Spine,4,3,1,100000000,610000004976,
0,µm,Spine,13,4,1,100000001,610000004978,
0.313201,µm,Spine,4,3,1,100000003,610000004981,
0,µm,Spine,8,5,1,100000003,610000004984,
0.255176,µm,Spine,0,1,1,100000002,610000004989,
0,µm,Spine,0,1,1,100000002,610000004991,
0,µm,Spine,0,1,1,100000002,610000004997,
0.548437,µm,Spine,0,1,1,100000002,610000005000,
0.259541,µm,Spine,4,3,1,100000002,610000005002,
0,µm,Spine,2,1,1,100000001,610000005005,
0.341507,µm,Spine,6,5,1,100000003,610000005007,
0,µm,Spine,0,1,1,100000002,610000005010,
0,µm,Spine,0,1,1,100000002,610000005015,
0.312804,µm,Spine,5,1,1,100000001,610000005017,
0,µm,Spine,0,1,1,100000002,610000005019,
0,µm,Spine,0,1,1,100000002,610000005028,
0,µm,Spine,0,1,1,100000002,610000005032,
0.351043,µm,Spine,2,2,1,100000002,610000005038,
0,µm,Spine,0,1,1,100000002,610000005043,
0,µm,Spine,6,3,1,100000003,610000005045,
0,µm,Spine,0,1,1,100000002,610000005050,
0,µm,Spine,0,1,1,100000000,610000005054,
0,µm,Spine,0,1,1,100000002,610000005056,
0.329359,µm,Spine,5,4,1,100000002,610000005062,
0,µm,Spine,0,1,1,100000002,610000005064,
0,µm,Spine,0,1,1,100000000,610000005068,
0.373718,µm,Spine,0,1,1,100000002,610000005073,
0,µm,Spine,0,1,1,100000000,610000005079,
0,µm,Spine,6,3,1,100000003,610000005081,
0,µm,Spine,0,1,1,100000002,610000005086,
0,µm,Spine,7,3,1,100000003,610000005093,
0,µm,Spine,0,1,1,100000002,610000005095,
0,µm,Spine,0,1,1,100000000,610000005097,
0,µm,Spine,0,1,1,100000000,610000005100,
0,µm,Spine,0,1,1,100000001,610000005102,
0,µm,Spine,0,1,1,100000002,610000005107,
0,µm,Spine,0,1,1,100000002,610000005112,
0,µm,Spine,0,1,1,100000002,610000005118,
0,µm,Spine,0,1,1,100000002,610000005122,
0,µm,Spine,0,1,1,100000000,610000005135,
0,µm,Spine,0,1,1,100000001,610000005137,
0,µm,Spine,0,1,1,100000000,610000005142,
0,µm,Spine,3,3,1,100000000,610000005179,
0,µm,Spine,4,2,1,100000000,610000005180,
0,µm,Spine,4,2,1,100000000,610000005181,
0,µm,Spine,4,3,1,100000000,610000005182,
0,µm,Spine,1,2,1,100000000,610000005183,
0,µm,Spine,0,1,1,100000000,610000005184,
0,µm,Spine,0,1,1,100000000,610000005185,
0,µm,Spine,3,2,1,100000000,610000005189,
0,µm,Spine,7,1,1,100000000,610000005190,
0,µm,Spine,7,1,1,100000000,610000005191,
0,µm,Spine,7,2,1,100000000,610000005192,
0,µm,Spine,6,1,1,100000000,610000005193,
0,µm,Spine,5,2,1,100000000,610000005194,
0,µm,Spine,4,1,1,100000000,610000005195,
0,µm,Spine,3,1,1,100000000,610000005196,
0,µm,Spine,1,2,1,100000000,610000005197,
0,µm,Spine,0,1,1,100000000,610000005198,
0,µm,Spine,19,6,1,100000001,610000005202,
0,µm,Spine,13,4,1,100000001,610000005203,
0,µm,Spine,12,4,1,100000001,610000005204,
0,µm,Spine,12,4,1,100000001,610000005205,
0,µm,Spine,9,3,1,100000001,610000005206,
0,µm,Spine,9,3,1,100000001,610000005207,
0,µm,Spine,9,2,1,100000001,610000005208,
0,µm,Spine,6,1,1,100000001,610000005209,
0,µm,Spine,4,3,1,100000001,610000005210,
0,µm,Spine,4,2,1,100000001,610000005211,
0,µm,Spine,1,2,1,100000001,610000005212,
0,µm,Spine,1,2,1,100000001,610000005213,
0,µm,Spine,3,2,1,100000001,610000005214,
0,µm,Spine,2,2,1,100000001,610000005215,
0,µm,Spine,1,2,1,100000001,610000005216,
0,µm,Spine,1,2,1,100000001,610000005217,
0,µm,Spine,8,2,1,100000001,610000005218,
0,µm,Spine,2,2,1,100000001,610000005219,
0,µm,Spine,0,1,1,100000001,610000005220,
0,µm,Spine,0,1,1,100000001,610000005222,
0,µm,Spine,0,1,1,100000001,610000005223,
