
Segment Center Intensity Min Ch=2 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,2,13,Image 1,8,1,100000003,510000000039,
53,,Segment,2,12,Image 1,7,1,100000003,510000000047,
0,,Segment,2,9,Image 1,5,1,100000003,510000000075,
46,,Segment,2,8,Image 1,4,1,100000003,510000000086,
40,,Segment,2,7,Image 1,4,1,100000003,510000000091,
16,,Segment,2,6,Image 1,4,1,100000003,510000000106,
101,,Segment,2,5,Image 1,3,1,100000003,510000000108,
14,,Segment,2,4,Image 1,3,1,100000003,510000000135,
14,,Segment,2,3,Image 1,3,1,100000003,510000000183,
0,,Segment,2,2,Image 1,3,1,100000003,510000000193,
0,,Segment,2,1,Image 1,2,1,100000003,510000000195,
0,,Segment,2,0,Image 1,1,1,100000003,510000000227,
14,,Segment,2,13,Image 1,7,1,100000003,510000000251,
20,,Segment,2,10,Image 1,6,1,100000003,510000000275,
15,,Segment,2,11,Image 1,5,1,100000003,510000000291,
17,,Segment,2,12,Image 1,6,1,100000003,510000000293,
13,,Segment,2,18,Image 1,7,1,100000001,510000000305,
14,,Segment,2,17,Image 1,6,1,100000001,510000000323,
0,,Segment,2,16,Image 1,5,1,100000001,510000000341,
8,,Segment,2,15,Image 1,5,1,100000001,510000000359,
30,,Segment,2,14,Image 1,5,1,100000001,510000000364,
13,,Segment,2,13,Image 1,4,1,100000001,510000000383,
54,,Segment,2,12,Image 1,4,1,100000001,510000000404,
4,,Segment,2,11,Image 1,4,1,100000001,510000000415,
4,,Segment,2,9,Image 1,3,1,100000001,510000000444,
9,,Segment,2,7,Image 1,2,1,100000001,510000000452,
42,,Segment,2,6,Image 1,1,1,100000001,510000000477,
77,,Segment,2,5,Image 1,1,1,100000001,510000000487,
55,,Segment,2,4,Image 1,1,1,100000001,510000000494,
150,,Segment,2,3,Image 1,1,1,100000001,510000000497,
138,,Segment,2,2,Image 1,1,1,100000001,510000000507,
156,,Segment,2,1,Image 1,1,1,100000001,510000000509,
83,,Segment,2,0,Image 1,1,1,100000001,510000000520,
3,,Segment,2,20,Image 1,8,1,100000001,510000000562,
97,,Segment,2,19,Image 1,7,1,100000001,510000000572,
74,,Segment,2,18,Image 1,6,1,100000001,510000000576,
81,,Segment,2,21,Image 1,7,1,100000001,510000000578,
31,,Segment,2,20,Image 1,7,1,100000001,510000000608,
18,,Segment,2,19,Image 1,6,1,100000001,510000000613,
17,,Segment,2,17,Image 1,5,1,100000001,510000000628,
16,,Segment,2,17,Image 1,6,1,100000001,510000000631,
3,,Segment,2,18,Image 1,7,1,100000001,510000000637,
6,,Segment,2,17,Image 1,6,1,100000001,510000000668,
4,,Segment,2,16,Image 1,6,1,100000001,510000000675,
8,,Segment,2,19,Image 1,6,1,100000001,510000000704,
9,,Segment,2,19,Image 1,7,1,100000001,510000000708,
9,,Segment,2,18,Image 1,7,1,100000001,510000000722,
6,,Segment,2,17,Image 1,7,1,100000001,510000000729,
8,,Segment,2,7,Image 1,3,1,100000001,510000000735,
14,,Segment,2,6,Image 1,2,1,100000001,510000000764,
34,,Segment,2,5,Image 1,2,1,100000001,510000000778,
69,,Segment,2,4,Image 1,2,1,100000001,510000000794,
28,,Segment,2,3,Image 1,2,1,100000001,510000000811,
3,,Segment,2,2,Image 1,2,1,100000001,510000000838,
10,,Segment,2,1,Image 1,2,1,100000001,510000000867,
22,,Segment,2,0,Image 1,1,1,100000001,510000000934,
26,,Segment,2,7,Image 1,2,1,100000001,510000000936,
5,,Segment,2,6,Image 1,3,1,100000001,510000000940,
11,,Segment,2,5,Image 1,3,1,100000001,510000000943,
17,,Segment,2,4,Image 1,3,1,100000001,510000000947,
34,,Segment,2,6,Image 1,3,1,100000002,510000000958,
120,,Segment,2,5,Image 1,3,1,100000002,510000000961,
34,,Segment,2,4,Image 1,3,1,100000002,510000000968,
19,,Segment,2,3,Image 1,3,1,100000002,510000000991,
21,,Segment,2,2,Image 1,3,1,100000002,510000001028,
50,,Segment,2,1,Image 1,2,1,100000002,510000001032,
2,,Segment,2,0,Image 1,1,1,100000002,510000001059,
17,,Segment,2,5,Image 1,4,1,100000002,510000001122,
19,,Segment,2,7,Image 1,4,1,100000002,510000001130,
67,,Segment,2,6,Image 1,4,1,100000002,510000001133,
38,,Segment,2,7,Image 1,5,1,100000002,510000001135,
24,,Segment,2,5,Image 1,5,1,100000002,510000001138,
6,,Segment,2,4,Image 1,4,1,100000002,510000001145,
17,,Segment,2,4,Image 1,4,1,100000002,510000001148,
16,,Segment,2,3,Image 1,4,1,100000002,510000001152,
87,,Segment,2,4,Image 1,3,1,100000002,510000001195,
69,,Segment,2,3,Image 1,3,1,100000002,510000001205,
16,,Segment,2,2,Image 1,3,1,100000002,510000001219,
8,,Segment,2,5,Image 1,5,1,100000002,510000001225,
14,,Segment,2,4,Image 1,4,1,100000002,510000001235,
36,,Segment,2,5,Image 1,4,1,100000002,510000001239,
