
Soma Intensity Sum Ch=1 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
90050,,Soma,1,Image 1,1,100000000,800000000,
22459,,Soma,1,Image 1,1,100000001,800000001,
74692,,Soma,1,Image 1,1,100000002,800000002,
3831,,Soma,1,Image 1,1,100000003,800000003,
